reviewID,DOI,author,title,reviewer_name,reviews,accepted
3346,6699669,Jinwen Chen|Yanan Dai,Duality between large deviation control and risk-sensitive control for Markov decision processes.,Himadri Basu,Quaerat quaerat modi quaerat numquam numquam ut dolor.,True
3347,6699670,Alfredo Germani|Filippo Cacace|Francesco Conte|Giovanni Palombo,Optimal control of linear systems with large and variable input delays.,Luis Augusto Duffaut Espinosa,Aliquam etincidunt ipsum non quaerat sit dolor voluptatem.,True
3348,6699671,Alberto Isidori|Claudio De Persis|Lorenzo Marconi 0001,Remote tracking via encoded information for nonlinear systems.,Mashrur Chowdhury,Consectetur est voluptatem neque sed dolor est.,True
3349,6699672,Mark Verwoerd|Oliver Mason,Observations on the stability properties of cooperative systems.,Dimitry Zekrouf,Eius aliquam velit amet tempora quiquia porro.,True
3350,6699673,Carlos Silvestre|Daniel Silvestre|Guilherme Ramos,Node and network resistance to bribery in multi-agent systems.,Eric Dumont,Sit est dolore est dolor dolorem voluptatem.,True
3351,6699674,Harry L. Trentelman|Hidde-Jan Jongsma|M. Kanat Camlibel,Robust synchronization of coprime factor perturbed networks.,David H. C. Du,Quisquam eius quaerat neque dolore numquam eius eius.,True
3352,6699675,Robert J. Elliott|Tak Kuen Siu,Markovian forward-backward stochastic differential equations and stochastic flows.,Maurício C. de Oliveira,Velit consectetur dolor consectetur quisquam sed porro non.,True
3353,6699676,Cristopher Hermosilla|Pedro Gajardo,The viability kernel of dynamical systems with mixed constraints: A level-set approach.,Jeff Lipkowitz,Magnam voluptatem dolore quaerat.,True
3354,6699677,Bin Zhou 0001,Input delay compensation of linear systems with both state and input delays by adding integrators.,Feng Ni,Dolore numquam numquam aliquam sit.,True
3355,6699678,Hideki Kokame|Keiji Konishi|Naoyuki Hara,Singular value decomposition for a class of linear time-varying systems with application to switched linear systems.,Nicolas Mascot,Porro dolorem dolore dolor consectetur aliquam voluptatem consectetur.,True
3356,6699679,Hitay Özbay|Suat Gumussoy,On the mixed sensitivity minimization for systems with infinitely many unstable modes.,Diego de S. Madeira,Dolore eius dolore adipisci.,True
3357,6699680,Mehrdad Sahebsara|Sirish L. Shah|Tongwen Chen,Optimal H,George Zames,Amet sit numquam magnam.,True
3358,6699681,VijaySekhar Chellaboina|Wassim M. Haddad,Stability theory for nonnegative and compartmental dynamical systems with time delay.,Alexandre Chicharo,Modi magnam consectetur aliquam adipisci numquam voluptatem.,True
3359,6699682,Harald K. Wimmer|Pudji Astuti,Homomorphisms of modules associated with polynomial matrices with infinite elementary divisors.,Gang Chen 0033,Sed porro velit sed non sit magnam consectetur.,True
3360,6699683,Jie Qi|Jing Zhang,Compensation of spatially-varying state delay for a first-order hyperbolic PIDE using boundary control.,Meng Zhang,Porro amet voluptatem etincidunt.,True
3361,6699684,Ionut Munteanu,"Normal feedback stabilization for linearized periodic MHD channel flow, at low magnetic Reynolds number.",Mohamed Quafafou,Labore magnam velit amet etincidunt.,False
3362,6699685,Kirsten A. Morris,Optimal output estimation for infinite-dimensional systems with disturbances.,Aoyun Ma,Tempora eius porro etincidunt.,False
3363,6699686,José Real|María J. Garrido-Atienza|Tomás Caraballo,Stochastic stabilization of differential systems with general decay rate.,Lorinc Márton,Quisquam eius quisquam amet quaerat numquam.,True
3364,6699687,Manuel Mazo Jr.|Paulo Tabuada,Symbolic approximate time-optimal control.,Carole Siani,Velit non est modi.,True
3365,6699688,Yongfang Liu|Zhiyong Geng,Finite-time formation control for linear multi-agent systems: A motion planning approach.,Jun Moon,Quisquam dolor dolorem ipsum etincidunt modi quaerat ipsum.,True
3366,6699689,Changbin Yu|Huijun Gao|Qingling Wang,Synchronization of identical linear dynamic systems subject to input saturation.,Pavel Chigansky,Aliquam adipisci dolorem tempora.,True
3367,6699690,Driss Boutat|Jean-Pierre Barbot|Mohamed Darouach,On the inversion of a class of nonlinear systems.,Adrien Laurent,Neque voluptatem ut magnam.,False
3368,6699691,Daizhan Cheng|Qingxi Hu,Stabilizer design of planar switched linear systems.,Andrés Sáez-Schwedt,Adipisci labore voluptatem voluptatem est.,False
3369,6699692,Yuanqing Xia,Author's reply.,Carola Blazquez,Tempora quaerat magnam neque voluptatem amet.,True
3370,6699693,Kenji Kashima|Yutaka Yamamoto,On standard H,Aris Daniilidis,Adipisci sit aliquam modi modi sed.,True
3371,6699694,Dionysios Theodosis|Iasson Karafyllis|Markos Papageorgiou,Constructing artificial traffic fluids by designing cruise controllers.,Albert Rego,Modi est amet amet adipisci quisquam magnam.,True
3372,6699695,Daniel W. C. Ho|Ming Liu|Shun Chen,Consensus protocol for multiple delta operator systems.,Biao Wang,Etincidunt amet sit amet sit voluptatem.,True
3373,6699696,Kevin A. Grasse,Lifting of trajectories of control systems related by smooth mappings.,Mourad Boudhar,Etincidunt adipisci velit neque porro.,True
3374,6699697,Shuzhen Yang,A varying terminal time mean-variance model.,Giorgio Battistelli,Consectetur magnam quiquia voluptatem quaerat est.,True
3375,6699698,Christopher Heintz|Jesse B. Hoagg,Formation control for agents modeled with extended unicycle dynamics that includes orientation kinematics on SO(m) and speed constraints.,Rafael Serrano,Non aliquam numquam quiquia adipisci labore ut porro.,True
3376,6699699,Ting Gong|Yufeng Lu,On stabilization for discrete linear time-varying systems.,Ronald A. DeVore,Modi modi porro dolorem etincidunt.,False
3377,6699700,Akhtar A. Khan|Baasansuren Jadamba|Miguel Sama,Regularization for state constrained optimal control problems by half spaces based decoupling.,Petr Tuma 0001,Dolor magnam porro tempora quaerat quaerat quiquia magnam.,True
3378,6699701,M. Saeed Akram|Vakhtang Lomadze,On some basics of linear systems theory.,Chao Ge,Magnam quiquia neque velit adipisci.,True
3379,6699702,Philippe Müllhaupt,Quotient submanifolds for static feedback linearization.,Alireza Farhadi 0002,Eius porro modi porro porro numquam quisquam quaerat.,True
3380,6699703,Hui Zhang 0078|Yuanqing Xia,Instability of stochastic switched systems.,Fouad Giri,Non numquam sed sed.,True
3381,6699704,Vivek S. Borkar,A sensitivity formula for risk-sensitive cost and the actor-critic algorithm.,Heinz Koeppl,Velit quiquia amet labore adipisci labore velit.,True
3382,6699705,Caiyun Liu|Yungang Liu,Finite-time stabilization with arbitrarily prescribed settling-time for uncertain nonlinear systems.,Nejat Olgaç,Modi dolore labore neque amet quaerat neque magnam.,True
3383,6699706,Andrea Bisoffi|Claudio De Persis|Pietro Tesi,Trade-offs in learning controllers from noisy data.,Davy Janssens,Sit quiquia eius dolor.,True
3384,6699707,Chunyan Wang 0008|Wei Jiang 0014|Yunhe Meng,Fully distributed time-varying formation tracking control of linear multi-agent systems with input delay and disturbances.,Shahram Ghandeharizadeh,Amet dolor modi sit.,True
3385,6699708,Dongeun Seo|Maruthi R. Akella,Non-certainty equivalent adaptive control for robot manipulator systems.,Badr-Eddine Benkelfat,Neque quisquam numquam quaerat porro voluptatem.,True
3386,6699709,Rebecca Sparks,On bounds for the existence of a bistable controller.,Langwen Zhang,Magnam adipisci etincidunt amet porro.,True
3387,6699710,B. Ross Barmish|Sheila R. Ross,On distributional robustness of systems with complex uncertainty.,Junjie Fu,Ut quaerat labore dolor.,True
3388,6699711,Kamil A. Khan|Paul I. Barton,Switching behavior of solutions of ordinary differential equations with abs-factorable right-hand sides.,Frédéric Gouaisbaut,Velit neque labore ipsum.,True
3389,6699712,Cheng Tan 0001|Fangfang Zhang|Lin Yang|Wing Shing Wong|Zhengqiang Zhang,Stabilization of discrete time stochastic system with input delay and control dependent noise.,Do Xuan Duong,Ipsum consectetur neque non neque etincidunt sit amet.,True
3390,6699713,Christopher Beattie|Serkan Gugercin|Volker Mehrmann,Model reduction for systems with inhomogeneous initial conditions.,Dongyun Lin,Non etincidunt magnam quiquia dolore.,True
3391,6699714,C. L. Philip Chen|Guanyu Lai|Yun Zhang 0001|Zhi Liu 0001,Adaptive asymptotic tracking control of uncertain nonlinear system with input quantization.,Denis V. Efimov,Consectetur porro sed velit.,True
3392,6699715,Ke Wang|Wancong Yao|Zhiqiang Wang,Boundary feedback stabilization of quasilinear hyperbolic systems with partially dissipative structure.,Gökhan Sahan,Dolor est amet quiquia sit quaerat magnam dolor.,True
3393,6699716,Jitao Sun|Junhui Zhang,Optimal cooperative multiple-attackers scheduling against remote state estimation of cyber-physical systems.,Genady Shevchenko,Est dolore dolore dolor quiquia non ipsum.,True
3394,6699717,Ian R. Petersen|Myung-Gon Yoon|Valery A. Ugrinovskii,Robust finite horizon minimax filtering for discrete-time stochastic uncertain systems.,Patrick Isoardi,Quaerat amet neque aliquam velit sit est tempora.,True
3395,6699718,Christian Commault|Jacob van der Woude|Taha Boukhobza,On the fixed controllable subspace in linear structured systems.,Rong Su 0001,Est dolor consectetur voluptatem porro labore.,True
3396,6699719,Corentin Briat,Stability analysis and control of a class of LPV systems with piecewise constant parameters.,Bastien Confais,Labore non voluptatem voluptatem aliquam ipsum.,True
3397,6699720,Eugenio Cinquemani,A superposition principle for the Kalman filter.,Michel Laï,Ut numquam dolor adipisci quaerat dolor dolor.,True
3398,6699721,Andrew R. Teel|Chaohong Cai,Characterizations of input-to-state stability for hybrid systems.,Alexander A. Shvartsman,Non voluptatem adipisci sit quaerat adipisci.,True
3399,6699722,Christoph Kawan,"Exponential state estimation, entropy and Lyapunov exponents.",Bernd Sturmfels,Amet quisquam magnam eius.,True
3400,6699723,Lihua Xie|Shengyuan Xu|Weiqun Wang|Yun Zou,Analysis and control of the jump modes behavior of 2-D singular systems - Part II: Regular observer and compensator design.,Chen Qiu,Modi est aliquam neque dolore dolorem.,True
3401,6699724,Denis Dochain|Ilyasse Aksikas|Joseph J. Winkin,Asymptotic stability of infinite-dimensional semilinear systems: Application to a nonisothermal reactor.,Bogdan Marinescu,Est non dolore numquam dolore.,True
3402,6699725,Alexander Lanzon|Joaquín Carrasco|William Paul Heath,On multipliers for bounded and monotone nonlinearities.,Hisakazu Nakamura,Quiquia ipsum tempora velit est adipisci aliquam amet.,True
3403,6699726,Alán Tapia|Leonid M. Fridman|Miguel Bernal 0001,Nonlinear sliding mode control design: An LMI approach.,C. L. Philip Chen,Numquam quisquam voluptatem numquam dolore dolore sit.,True
3404,6699727,Hao Lei|Wei Lin 0001,Adaptive regulation of uncertain nonlinear systems by output feedback: A universal control approach.,Milan Simic,Sit neque eius amet dolor modi.,True
3405,6699728,Tullio Zolezzi,Real states of stable sliding mode control systems.,Chaohong Cai,Magnam porro velit ut.,True
3406,6699729,Bin Zhang 0023|Fumitoshi Matsuno|Yingmin Jia,Finite-time observers for multi-agent systems without velocity measurements and with input saturations.,Cong Wang 0007,Adipisci non amet aliquam velit labore.,True
3407,6699730,Holger Teismann|Jean-Michel Coron|Karine Beauchard,Minimal time for the bilinear control of Schrödinger equations.,Ibrahim Semiz,Quisquam sit ut aliquam amet consectetur quaerat labore.,True
3408,6699731,Klaus Schmidt 0002,Abstraction-based failure diagnosis for discrete event systems.,Lili Wang,Quiquia dolore neque velit.,True
3409,6699732,Dequan Li|Qipeng Liu|Xiaofan Wang 0001|Zhixiang Yin,Quantized consensus over directed networks with switching topologies.,Ichiro Maruta,Voluptatem sed amet ipsum.,True
3410,6699733,Leonid Faybusovich|Thanasak Mouktonglang,Multi-target linear-quadratic control problem and second-order cone programming.,Khac Duc Do 0001,Modi amet tempora aliquam tempora.,True
3411,6699734,Shun-Pin Hsu,Controllability of the multi-agent system modeled by the threshold graph with one repeated degree.,C. L. Philip Chen,Eius voluptatem velit neque aliquam voluptatem.,True
3412,6699735,J. Zhang|Shuzhi Sam Ge|Tong Heng Lee,Adaptive MNN control for a class of non-affine NARMAX systems with disturbances.,Lorenzo Farina,Dolor dolorem aliquam aliquam neque amet velit modi.,True
3413,6699736,Mohammad Mahdi Share Pasand|Mohsen Montazeri,Controllability and stabilizability of multi-rate sampled data systems.,Issa Amadou Tall,Ipsum sed adipisci adipisci non est sit voluptatem.,True
3414,6699737,Michael R. Dorothy|Soon-Jo Chung,Switched systems with multiple invariant sets.,Alberto Valejo,Numquam quaerat velit etincidunt.,True
3415,6699738,Changbin Yu|Xiangke Wang,Unit dual quaternion-based feedback linearization tracking problem for attitude and position dynamics.,Christian Laugier,Sit ipsum sit etincidunt eius velit quisquam dolor.,True
3416,6699739,Pei Yu|Wu-Hua Chen|Zhi-Hong Guan,Delay-dependent stability and H,Abdelli Abdelkrim,Numquam neque modi quaerat porro quaerat dolorem modi.,True
3417,6699740,Paul Wijnbergen|Stephan Trenn,Impulse-free interval-stabilization of switched differential algebraic equations.,Marian Mrozek,Dolor quiquia est est non ut.,True
3418,6699741,Tielong Shen|Yuhu Wu,An algebraic expression of finite horizon optimal control algorithm for stochastic logical dynamical systems.,Håkan Hjalmarsson,Modi voluptatem tempora amet.,True
3419,6699742,D. H. Wang|W. Zhu,"Letter to the Editor Re: ""A limit cycle approach for the parametric identification of hysteretic systems"" [Systems & Control Letters 57 (2008) 663-669].",Arti Gupta,Velit tempora numquam dolor non dolorem velit etincidunt.,True
3420,6699743,Jia Deng|Robert J. Elliott,Change point estimation for continuous-time hidden Markov models.,Eduardo Carrillo Zambrano,Amet dolorem ut tempora ut amet aliquam est.,True
3421,6699744,Feng Ding 0001|Jing Chen 0007|Quanmin Zhu|Yanjun Liu 0001,Multi-step-length gradient iterative algorithm for equation-error type models.,Helena Galhardas,Aliquam dolor labore ut porro sed.,True
3422,6699745,Boumediene Hamzi,Some results on inverse optimality based designs.,Amir O. Kotb,Magnam eius sed dolore amet neque etincidunt dolorem.,True
3423,6699746,Vivek S. Borkar,Avoidance of traps in stochastic approximation.,Giovanni Arturo Vecchione,Neque est numquam ut voluptatem eius.,True
3424,6699747,Zbigniew Bartosiewicz,Invariance and monotonicity of nonlinear systems on time scales.,Dan Pilbauer,Dolor modi numquam aliquam magnam est.,True
3425,6699748,Aolo Bashar Abusaksaka|Jonathan R. Partington,BIBO stability of some classes of delay systems and fractional systems.,Vivek S. Borkar,Modi aliquam tempora modi neque dolorem quaerat porro.,True
3426,6699749,Fabio Bonassi|Marcello Farina|Riccardo Scattolini,On the stability properties of Gated Recurrent Units neural networks.,Bin Jia,Sit est etincidunt porro numquam.,True
3427,6699750,Paula Rocha 0001,Feedback control of multidimensional behaviors.,Guoqiang Zang,Porro etincidunt dolore ipsum velit.,True
3428,6699751,Chirayu D. Athalye|Debasattam Pal|Harish K. Pillai,ℓ,Abdallah Makhoul,Magnam velit quisquam etincidunt magnam.,False
3429,6699752,Matthias Voigt|Timo Reis,The Kalman-Yakubovich-Popov inequality for differential-algebraic systems: Existence of nonpositive solutions.,Janusz Wyrwal,Porro aliquam ipsum ipsum aliquam.,True
3430,6699753,Ingrid Blumthaler|Maria Elena Valcher|Mauro Bisiacco,The consensus problem in the behavioral approach.,Bernd Kitt,Voluptatem neque est sit aliquam magnam labore.,True
3431,6699754,Jian Wang 0088,Stabilization of a discrete time linear system over finite data-rate channel with noise attenuation performance by spherical polar coordinate quantizer.,Langwen Zhang,Quiquia ipsum labore amet labore magnam dolore.,True
3432,6699755,Daniela Constantinescu|Xiaotao Liu|Yang Shi 0001,Distributed model predictive control of constrained weakly coupled nonlinear systems.,Luís Moreira-Matias,Quaerat dolore tempora voluptatem adipisci.,True
3433,6699756,Takao Watanabe,LMI characterization of reduced-order H,Junbum Park,Aliquam porro ipsum ut ipsum consectetur aliquam non.,True
3434,6699757,Hirokazu Nishitani|Hisakazu Nakamura|Nami Nakamura|Yoshiro Fukui,Multilayer minimum projection method for nonsmooth strict control Lyapunov function design.,Diego Napp Avelli,Tempora adipisci sed quiquia consectetur eius.,True
3435,6699758,Karl Kunisch|Tobias Breiten,Neural network based nonlinear observers.,Adrien Laurent,Amet consectetur neque ut.,True
3436,6699759,Yawvi A. Fiagbedzi,Closed loop stability of a control variable delayed system.,Jan M. Maciejowski,Magnam consectetur quiquia sed adipisci dolor ipsum velit.,True
3437,6699760,Meiqin Liu|Ronghao Zheng|Senlin Zhang|Tianyi Ding,Resource-aware cooperative level surface tracking control in 3D time-varying scalar field.,Alexander Gornov,Sit neque sed magnam aliquam sed.,True
3438,6699761,Shiyu Zhong|Shuping He|Zhiguo Yan,Finite-time H2/H∞ control for linear Itô stochastic Markovian jump systems with Brownian motion and Poisson jumps.,VijaySekhar Chellaboina,Dolore quisquam adipisci magnam sit.,True
3439,6699762,Björn Sebastian Rüffer|Sergey Dashkovskiy,Local ISS of large-scale interconnections and estimates for stability regions.,Hyo-Sung Ahn,Labore eius ipsum voluptatem est sit amet sed.,True
3440,6699763,Jinling Wang|Lianghao Ji|Qiang Li|Xing Guo,Secured impulsive control for directed networks under denial-of-service attacks.,Evangelos A. Theodorou,Adipisci amet sed dolor dolore.,True
3441,6699764,Louis Tebou,Stabilization of the elastodynamic equations with a degenerate locally distributed dissipation.,Humberto E. Garcia,Ipsum velit velit quaerat labore aliquam adipisci.,False
3442,6699765,Gilberto Ochoa|Sabine Mondié|Vladimir L. Kharitonov,Critical frequencies and parameters for linear delay systems: A Lyapunov matrix approach.,Huyên Pham,Modi ut velit sit aliquam.,True
3443,6699766,Xingfu Zhong|Yu Huang,Carathéodory-Pesin structures associated with control systems.,Hao Liu,Ipsum consectetur ipsum dolorem.,True
3444,6699767,Bo Song|Jianwei Xia|Shengyuan Xu,Delay-dependent L,Chengdong Li,Labore velit quisquam sed sed.,True
3445,6699768,Guoxiang Gu|Li Qiu 0001,Networked control systems for multi-input plants based on polar logarithmic quantization.,Lin Wang 0022,Est neque quisquam quiquia ipsum aliquam neque etincidunt.,True
3446,6699769,Eli Gershon|Uri Shaked,Robust predictor based control of state multiplicative noisy retarded systems.,Ghulam Mustafa 0003,Voluptatem non consectetur ut.,True
3447,6699770,Ji-Feng Zhang|Xun Li 0002|Yuan-Hua Ni,Mean-field stochastic linear-quadratic optimal control with Markov jump parameters.,Arnaud Münch,Sit dolorem dolor neque quiquia porro aliquam.,False
3448,6699771,Jie Huang 0001|Youfeng Su,Cooperative output regulation of linear multi-agent systems by output feedback.,Genady Shevchenko,Sit tempora quaerat sed labore quisquam.,True
3449,6699772,Antonis-Ioannis G. Vardulakis|Christina Kazantzidou,"Proper, denominator assigning feedback compensators equivalent to state variable feedback.",Florian Dörfler,Eius sed ut voluptatem.,True
3450,6699773,Michael Margaliot,On the analysis of nonlinear nilpotent switched systems using the Hall-Sussmann system.,Babacar Mbaye Ndiaye,Aliquam adipisci magnam etincidunt.,True
3451,6699774,Declan G. Bates|Ian Postlethwaite|Jongrae Kim,Robustness analysis of linear periodic time-varying systems subject to structured uncertainty.,Arturo Buscarino,Dolorem etincidunt ut tempora adipisci dolorem sit quaerat.,True
3452,6699775,Mohammad Amin Sarafrazi,"Comments on ""On structural accessibility of network nonlinear systems"".",Juan Eduardo Velázquez-Velázquez,Adipisci est labore dolor.,True
3453,6699776,Haitao Fang|Sen Chen|Wenchao Xue|Xiaocheng Zhang,Generalized observability analysis and observer design for a class of systems with multiple uncertain dynamics and measurement biases.,Fubo Zhu,Dolorem modi aliquam numquam.,True
3454,6699777,Daniel Liberzon|Eduardo D. Sontag|Yuan Wang,Universal construction of feedback laws achieving ISS and integral-ISS disturbance attenuation.,Andrey Polyakov 0001,Sit ut etincidunt amet amet porro etincidunt quisquam.,False
3455,6699778,Christian Bender,Explicit solutions of a class of linear fractional BSDEs.,Amit Patra,Consectetur eius quisquam ipsum quiquia quiquia dolore porro.,True
3456,6699779,Guanghui Wen|Yanjiao Zhang|Yu Zhao 0014|Zhisheng Duan,Distributed finite-time tracking control for multi-agent systems: An observer-based approach.,Ryerson Case,Labore ut ut eius labore sed.,True
3457,6699780,Gürdal Arslan|Tamer Basar,Decentralized risk-sensitive controller design for strict-feedback systems.,Chaofan Xu,Ipsum dolor aliquam labore magnam amet aliquam aliquam.,True
3458,6699781,Jinde Cao|Lin Lin 0012|Peng Shi 0001|Shiyong Zhu,Minimum-time and minimum-triggering impulsive stabilization for multi-agent systems over finite fields.,Cheng-Zhong Xu 0002,Non quaerat quaerat adipisci quisquam adipisci magnam.,True
3459,6699782,Fanbiao Li|Weihua Gui 0001|Xiaofan Liu|Yongfang Xie,Cooperative output regulation of singular multi-agent systems under adaptive distributed protocol and general entirety method.,Dominikus Noll,Modi voluptatem porro aliquam amet porro magnam sit.,True
3460,6699783,Ju H. Park 0001|Xinmin Song,Linear quadratic regulation problem for discrete-time systems with multi-channel multiplicative noise.,Benjamin Unger,Non est aliquam ut sit eius non.,True
3461,6699784,Daniel W. C. Ho|Yugang Niu,Robust observer design for Itô stochastic time-delay systems via sliding mode control.,Taous-Meriem Laleg-Kirati,Est sit sed dolor sit dolorem sed dolorem.,True
3462,6699785,Hamdy M. Ahmed,Conformable fractional stochastic differential equations with control function.,Jia-Chin Lin,Etincidunt etincidunt quaerat sit labore eius adipisci adipisci.,True
3463,6699786,Michael Zeitz|Veit Hagenmeyer,Internal dynamics of flat nonlinear SISO systems with respect to a non-flat output.,Ilja Radusch,Non neque magnam ut dolore ipsum ipsum.,True
3464,6699787,Alessandro Astolfi|Romeo Ortega,Dynamic extension is unnecessary for stabilization via interconnection and damping assignment passivity-based control.,Edward Guyot,Dolorem dolore quisquam labore.,True
3465,6699788,Andrea Caspani|Marcello Farina,Model-based fault isolability and isolation of persistent faults: Centralized and distributed implementations.,Muhammad Hoque,Amet non dolorem magnam.,True
3466,6699789,Augusto Ferrante|Lorenzo Ntogramatzidis,Continuous-time singular linear-quadratic control: Necessary and sufficient conditions for the existence of regular solutions.,Arnulf Jentzen,Est dolor magnam dolore etincidunt consectetur.,True
3467,6699790,José Claudio Geromel|Matheus Souza 0001|Patrizio Colaneri|Robert N. Shorten,Discretisation of sparse linear systems: An optimisation approach.,Jean-François Peyret,Porro est dolore quaerat aliquam quisquam dolore.,True
3468,6699791,Ahmet Cetinkaya|Mohd Amir Fikri bin Mohd Taib|Tomohisa Hayakawa,Stabilizing unstable periodic orbits with delayed feedback control in act-and-wait fashion.,Vladimir L. Kharitonov,Sit ut dolor eius velit eius etincidunt ipsum.,True
3469,6699792,Qiang Lu|ShengWei Mei|YiMin Sun,On global controllability of planar affine nonlinear systems with a singularity.,Yoshio Ebihara,Amet adipisci tempora velit.,True
3470,6699793,Fabian R. Wirth|Mircea Lazar|Rob H. Gielen|Roman Geiselhart,An alternative converse Lyapunov theorem for discrete-time systems.,Matthew J. Saltzman,Quaerat aliquam quisquam modi.,True
3471,6699794,Baowei Wu|Qiang Yu,Generalized Lyapunov function theorems and its applications in switched systems.,Marina Petitjean,Labore eius adipisci quisquam.,True
3472,6699795,Alain Sarlette|Zhifei Zhang|Zhihao Ling,Integral control on Lie groups.,Giovanni L. Santosuosso,Porro modi numquam est eius adipisci dolor consectetur.,True
3473,6699796,Felix Antritter|Franck Cazaurang|Jean Lévine|Johannes Middeke,On the computation of π-flat outputs for linear time-varying differential-delay systems.,Prasenjit Karmakar,Magnam magnam neque eius.,True
3474,6699797,Arjan van der Schaft|Nima Monshizadeh|Pooya Monshizadeh|Romeo Ortega,Conditions on shifted passivity of port-Hamiltonian systems.,Qinghua Zhang,Quiquia adipisci etincidunt sed ipsum.,True
3475,6699798,Fabricio Bandeira Cabral|Michael G. Safonov,Fitting controllers to data.,Nilay Kant,Ipsum ut quaerat porro velit porro neque.,True
3476,6699799,Hamed Jabbari Asl|Michihiro Kawanishi|Tatsuo Narikiyo,Saturated input consensus algorithms for perturbed double-integrator systems without velocity measurements.,Daniel Kressner,Quaerat dolore amet dolore quaerat tempora.,True
3477,6699800,Bayu Jayawardhana|Ruiyue Ouyang|Vincent Andrieu,On the characterization of the Duhem hysteresis operator with clockwise input-output dynamics.,Aimin Zhang,Ut modi etincidunt dolore magnam aliquam eius voluptatem.,True
3478,6699801,Juhi Jaiswal|Mahendra Kumar Gupta|Nutan Kumar Tomar,Necessary and sufficient conditions for ODE observer design of descriptor systems.,Eric King-Wah Chu,Modi sed velit dolore velit.,True
3479,6699802,J. Tsinias,Links between asymptotic controllability and persistence of excitation for a class of time-varying systems.,Alejandro D. Domínguez-García,Sit dolor neque labore.,True
3480,6699803,Solmaz S. Kia,Distributed optimal in-network resource allocation algorithm design via a control theoretic approach.,Andrea N. Ceretani,Numquam dolore amet est neque neque.,False
3481,6699804,David Muñoz de la Peña|Panagiotis D. Christofides,Stability of nonlinear asynchronous systems.,Denis Dimitrov,Sit quiquia dolor adipisci.,True
3482,6699805,Fei Wang 0051|Jun-Min Wang,Stability of an interconnected system of Euler-Bernoulli beam and wave equation through boundary coupling.,Chao Chen,Consectetur amet velit labore voluptatem dolore eius.,True
3483,6699806,Lukasz Stettner|Rostyslav Bodnar,Asymptotics of controlled finite memory filters.,Alexandre Oufimtsev,Adipisci dolore dolorem modi sit dolore consectetur quisquam.,True
3484,6699807,Jie Qi|Miroslav Krstic|Shanshan Wang,Stabilization of reaction-diffusions PDE with delayed distributed actuation.,Changshui Zhang,Tempora sed dolore amet labore numquam velit consectetur.,True
3485,6699808,Akira Kojima|Kotaro Hashikura|Yoshito Ohta,An internal state decomposition approach to a discrete-time H,Jian Lin 0006,Quaerat non tempora adipisci sed labore quaerat consectetur.,True
3486,6699809,Daniel E. Quevedo|Kiyotsugu Takaba|Yumiko Ishido,Stability analysis of networked control systems subject to packet-dropouts and finite-level quantization.,Stephan Trenn,Consectetur ut consectetur numquam modi dolorem porro.,True
3487,6699810,A. J. van der Schaft|Jieqiang Wei,Load balancing of dynamical distribution networks with flow constraints and unknown in/outflows.,Eduardo E. Paolini,Ipsum porro porro amet tempora quaerat.,True
3488,6699811,Xiaoping Xu|Yufeng Lu,The stabilization problem for discrete time-varying linear systems.,Dan Sui,Quaerat tempora neque sit non dolore.,True
3489,6699812,Choon Ki Ahn|Peng Shi 0001|Shiqi Zheng|Yuanlong Xie,Prescribed finite-time consensus with severe unknown nonlinearities and mismatched disturbances.,Guillaume Scerri,Magnam porro numquam aliquam.,False
3490,6699813,Goong Chen|Liqing Lu|Peng-Fei Yao|Shengjia Li,Control and stabilization for the wave equation with variable coefficients in domains with moving boundary.,Esteban R. Gelso,Ut ut ipsum eius.,True
3491,6699814,Andrew R. Teel|Chaohong Cai,Output-to-state stability for hybrid systems.,Lin Li 0037,Porro ut velit sit quiquia dolorem amet.,True
3492,6699815,Matthew C. Turner,Positive μ modification as an anti-windup mechanism.,Kyungsup Kim,Magnam quiquia dolor numquam quaerat non dolore velit.,True
3493,6699816,Fu Lin,Performance of leader-follower multi-agent systems in directed networks.,Bo Tang,Est ipsum etincidunt aliquam sed consectetur numquam dolor.,True
3494,6699817,Hidekazu Yoshioka|Yuta Yaegashi,Unique solvability of a singular stochastic control model for population management.,Brahim Mezerdi,Tempora ut non dolore adipisci.,True
3495,6699818,Bart De Schutter|Ton J. J. van den Boom,Model predictive control for perturbed max-plus-linear systems.,André Lentin,Dolore porro dolorem quiquia.,True
3496,6699819,Jovan Stefanovski,Discrete J-spectral factorization of possibly singular polynomial matrices.,Anders Blomqvist,Porro dolor quisquam voluptatem eius dolor.,True
3497,6699820,Alain Gauthier|Eduardo Mojica-Nava|Naly Rakoto-Ravalontsalama|Nicanor Quijano,A polynomial approach for stability analysis of switched systems.,Mehrdad Sahebsara,Aliquam est amet est est.,True
3498,6699821,Dirk Aeyels|Patrick De Leenheer,Stabilization of positive linear systems.,Feng Ni,Est quisquam dolorem tempora dolor tempora numquam.,True
3499,6699822,Shalabh Bhatnagar|Vinayaka Yaji,Necessary and sufficient conditions for optimality in constrained general sum stochastic games.,Christophe Prieur 0001,Amet modi labore quaerat.,True
3500,6699823,MingQing Xiao 0001,The global existence of nonlinear observers with linear error dynamics: A topological point of view.,Arben Çela,Sit dolorem sit adipisci sed dolor tempora quisquam.,True
