DOI,AuthorName,Author-orcid,VenueType,Title,YearPublished,PaperType,Abstract,EditorName,ChairName,ConfName,ConfType,JournalName,ReviewerName1,ReviewerName2,ReviewText1,ReviewText2,ReviewDecision1,ReviewDecision2,FinalDecision,Keywords,VolumeNr,IndexNr,Citation_DOI,Area,Affiliation,YearsReviewerExperience1,YearsReviewerExperience2,ManagesProductionProcess,ManagesPanelsContent,Frequency,JournalImpactFactor
6698706,Feng Mao|Li Li 0013|Zhiheng Li,0000-0002-1523-1114|0000-0002-7896-4809|0000-0002-9428-1960,J,A Comparison of Deep Reinforcement Learning Models for Isolated Traffic Signal Control.,2023,FullPaper,Ut dolore labore consectetur dolore consectetur consectetur numquam. Tempora etincidunt magnam dolore eius consectetur amet modi. Labore voluptatem voluptatem labore magnam eius quisquam. Eius adipisci aliquam sed etincidunt voluptatem sed. Dolorem ipsum quaerat aliquam amet. Magnam voluptatem etincidunt adipisci neque sed. Voluptatem ut ipsum sit magnam quaerat.,Danielle Garcia,,,,Robust neutral functionalities,Jan Willem Polderman,Arijit Sarkar,Sed non neque modi neque amet quiquia quiquia.,Quiquia est non adipisci dolorem consectetur porro.,False,True,False,ε-Insensitizing|Delay-dependent|Parallelization|Delay-dependent|indexing,619,,6702273,data modeling,"Roberts, Johnson and Mata|Smith, Tucker and Allen|Maddox Group",3,8,False,,,8.933308062371314
6698707,Ali Hilal Ali,0000-0002-6330-7662,C,Utilizing BADA (Base of Aircraft Data) as an On-Board Navigation Decision Support System in Commercial Aircrafts.,2011,DemoPaper,Est magnam tempora neque. Ipsum quiquia dolor sit numquam. Tempora sed voluptatem quiquia magnam. Labore ut non neque est. Sed magnam consectetur velit. Voluptatem labore modi sed magnam ut ipsum. Magnam etincidunt adipisci magnam dolorem eius magnam.,,Richard Wilson,Synergistic fault-tolerant knowledgebase,E,,Frank L. Lewis,Bechara al Bouna,Eius porro est quiquia.,Ipsum dolorem sed velit.,True,True,True,Synchronization|Edge-Artificial|Passivity-based|Controllability|Continuous-time,,2101,6701530,big data,Saunders and Sons,5,3,,True,irregular,
6698708,Janusz Gajda|Piotr Burnos|Ryszard Sroka,0000-0001-6591-9040|0000-0003-3677-713X|0000-0003-4818-7663,C,Accuracy Assessment of Weigh-in-Motion Systems for Vehicle?s Direct Enforcement.,2018,Poster,Numquam magnam consectetur neque consectetur amet. Modi quaerat voluptatem modi. Quaerat magnam quiquia eius quiquia dolore est. Quisquam modi dolor eius etincidunt etincidunt dolorem modi. Dolore numquam ipsum amet labore modi dolore sit. Dolorem non quiquia ut etincidunt neque neque quisquam. Amet non tempora dolorem eius sit.,,Jessica Thomas,Innovative asynchronous hub,W,,Derek A. Paley,Alfredo Cuzzocrea,Voluptatem voluptatem dolorem aliquam dolore dolor aliquam quisquam.,Quiquia magnam dolore voluptatem velit.,True,True,True,Delay-dependent|Output-feedback|data management|Delay-dependent|Event-triggered,,2441,6699804,data querying,Trujillo-Gibbs|Carter Inc|Hill-Johns,2,8,,True,quadrennial,
6698709,Arben Çela|Hugues Mounier|Matej Kubicka|Silviu-Iulian Niculescu,0000-0001-9833-8795,C,Comparative Study and Application-Oriented Classification of Vehicular Map-Matching Methods.,2018,Poster,Tempora aliquam consectetur aliquam non porro modi. Magnam ut sed aliquam labore dolorem etincidunt. Aliquam dolorem ipsum porro voluptatem sit. Modi sed tempora velit. Etincidunt quiquia tempora porro quisquam quisquam. Quisquam sed magnam consectetur.,,Clarence Carpenter,Mandatory stable function,E,,Boulekhrass Gherbal,De-Xin Wang,Aliquam dolor aliquam sed quaerat voluptatem.,Est voluptatem modi magnam modi voluptatem dolor.,True,False,False,data processing|Event-triggered|Continuous-time|Synchronization|data management,,4965,6699029,data management,Johnson-Cole|Brown PLC|Walker LLC|Hall LLC,4,2,,True,biennial,
6698710,Akshay Rao|Felix Klanner|Zhiguang Cao,0000-0002-4499-759X|0000-0003-4774-531X,C,A Simulation Environment for Evaluation of Routing Algorithms for Improvement of Electromobility Related Services.,2018,FullPaper,Magnam etincidunt porro velit non magnam. Numquam sed labore neque. Etincidunt modi velit voluptatem adipisci dolorem magnam. Sed dolore etincidunt dolor porro. Magnam dolore dolor non consectetur quiquia quisquam. Amet neque eius modi magnam. Modi modi neque eius quiquia aliquam. Sed ut voluptatem aliquam non dolore non. Ut dolore velit sed dolorem modi labore.,,Kyle Pearson,Re-contextualized transitional database,S,,Erjen Lefeber,Ashish Cherukuri,Etincidunt ipsum amet aliquam consectetur modi dolore dolore.,Labore quaerat amet numquam.,True,True,True,Controllability|data querying|Controllability|Linearizability|Next-Generation,,8272,6701158,data querying,Nunez-Jensen|Hoffman Ltd|Nunez PLC,7,1,,True,irregular,
6698711,Danya Yao|Li Li 0013|Lu Lu|Tianlong Yun|Yuelong Su,0000-0002-9428-1960,J,"A Comparison of Phase Transitions Produced by PARAMICS, TransModeler, and VISSIM.",2010,FullPaper,Modi amet est neque sit modi modi. Sit velit tempora non quisquam consectetur. Est adipisci dolore dolore magnam consectetur sit. Voluptatem dolorem est quaerat sit. Voluptatem ipsum tempora neque dolore est. Quiquia amet neque modi est porro. Modi consectetur etincidunt velit numquam. Adipisci quaerat quiquia ipsum. Numquam velit amet porro eius dolorem numquam. Non adipisci eius quisquam.,Scott Carpenter,,,,Networked optimal algorithm,Junlin Xiong,Amelia C. Regan,Quiquia sed sit sit quiquia quaerat.,Voluptatem dolor sit non adipisci.,True,True,True,Event-triggered|Event-triggered|Linearizability|Prescribed-time|Synchronization,746,,6699648,data querying,"Gonzalez LLC|Owens Ltd|Jacobs, Moore and Osborne|Rosales Ltd|Thomas-Smith",1,3,True,,,25.525661992765603
6698712,Ljubo B. Vlacic,0000-0002-0775-7992,C,The 2017-2020 ITSM Outstanding Paper Awards and The 2017-2020 ITSM Outstanding Reviewer Awards [Society News].,2023,ShortPaper,Labore magnam ut modi. Adipisci ipsum dolorem voluptatem eius quisquam voluptatem. Porro ut ipsum amet. Porro dolorem porro sed magnam aliquam magnam quaerat. Sit dolore etincidunt quiquia porro quiquia labore. Tempora quaerat amet amet aliquam voluptatem dolorem.,,Beverly Howard MD,Cross-platform bottom-line contingency,R,,Hossam Mahmoud Ahmad Fahmy,Alexandre Mauroy,Dolore neque tempora quaerat labore aliquam amet ut.,Aliquam est magnam modi.,True,False,False,Self-Adaptation|data modeling|Synchronization|ε-Insensitizing|Output-feedback,,3079,6701222,data processing,"Brown, Brown and Hill",2,1,,True,annual,
6698713,Bin Ran|Jiahui Liu|Peiqun Lin,0000-0002-1812-0620,J,A Reservation-Based Coordinated Transit Signal Priority Method for Bus Rapid Transit System With Connected Vehicle Technologies.,2021,ShortPaper,Voluptatem quaerat neque labore numquam magnam dolorem porro. Est aliquam velit etincidunt. Consectetur magnam amet magnam magnam quisquam. Dolorem velit adipisci magnam. Ipsum etincidunt numquam labore dolorem.,Michael Wilson,,,,Implemented 3rdgeneration protocol,Ben Adcock,Zbigniew Bartosiewicz,Ipsum labore magnam voluptatem amet ut.,Consectetur etincidunt ipsum quisquam quaerat adipisci ut.,True,True,True,Leader-follower|Controllability|Controllability|Continuous-time|Output-feedback,377,,6699551,data management,"Lee Ltd|Daniels, Marks and Mcmillan|Stevens-Wright",5,5,True,,,22.562333998632962
6698715,Amedeo Rodi Vetrella|Basil Schmid|Milos Balac|Raoul Rothfeld,0000-0001-5445-1665|0000-0002-6099-7442,C,Demand Estimation for Aerial Vehicles in Urban Settings.,2019,FullPaper,Amet quisquam velit ut velit voluptatem adipisci. Velit numquam velit adipisci numquam porro. Ipsum quisquam non est. Numquam sit sit non labore numquam sit est. Dolore etincidunt ut quaerat. Numquam neque amet voluptatem dolorem. Quiquia quiquia ut dolor neque quaerat sit eius. Sed etincidunt ut voluptatem est sed. Ipsum velit porro tempora ut quiquia.,,Kelly Anderson,Team-oriented encompassing benchmark,W,,Anthony S. Atkins,Bui Quang Minh,Voluptatem porro amet etincidunt non dolor consectetur.,Velit consectetur aliquam neque.,True,True,True,Synchronization|Synchronization|Linearizability|Coordinate-free|Output-feedback,,5570,6701288,data processing,"Mendez, White and Ramos|Acosta-Evans|Hodges-Garcia|Collins-Perez",6,1,,True,irregular,
6698716,Kelvin Wong|Shunsuke Kamijo|Yanlei Gu,0000-0001-9541-4131|0000-0001-9708-7429,J,Mapping for Autonomous Driving: Opportunities and Challenges.,2021,DemoPaper,Tempora neque velit dolorem quisquam aliquam. Quaerat tempora quiquia ipsum. Magnam amet ut est sit. Velit sed neque quisquam numquam dolore. Labore tempora quisquam magnam modi eius.,Richard Hull,,,,Open-source zero administration service-desk,Christian Hicks,Dongbao Cai,Ipsum numquam modi numquam dolorem sit.,Non sed neque consectetur est aliquam adipisci tempora.,True,True,True,Controllability|data querying|Linearizability|big data|Controllability,884,,6697932,data querying,"Price-Woodard|Trevino, Bell and Price|Martinez and Sons",7,6,True,,,36.17304011108141
6698718,DianChao Lin|Huahua Wu|Jie Fang|Mengyun Xu|Ting Bi|Xiongwei Wu|Xuesong Wu,0000-0001-6196-5613|0000-0001-6485-6041|0000-0002-0076-8453|0000-0002-3875-8840|0000-0003-3733-0444,C,A Map-Matching Algorithm With Extraction of Multi-Group Information for Low-Frequency Data.,2023,Poster,Aliquam labore consectetur dolor numquam. Modi dolorem voluptatem neque. Quaerat modi eius amet neque eius dolorem ut. Porro voluptatem labore magnam porro. Magnam quaerat ut quisquam ipsum. Aliquam tempora tempora quisquam aliquam velit consectetur. Sed aliquam voluptatem sit eius est. Consectetur modi dolor quiquia dolore.,,Leon Boyle,Future-proofed radical Graphic Interface,R,,Jaime H. Ortega,Khac Duc Do 0001,Quiquia aliquam consectetur quaerat tempora.,Quaerat eius porro ut porro amet.,True,False,False,Synchronization|Event-triggered|Output-feedback|Prescribed-time|data management,,9078,6699194,data processing,"Jones PLC|Lynch-Benjamin|Scott and Sons|Aguilar LLC|Pacheco-Spencer|Murillo-Berger|Owens, Gordon and Wyatt",3,8,,True,triennial,
6698719,Anshul Nayak|Azim Eskandarian|Ce Zhang|Darshit Patel|Goodarz Mehr|Prasenjit Ghorai|Shathushan Sivashangaran,0000-0001-6165-740X|0000-0002-4117-7692|0000-0002-4344-5259|0000-0002-9990-5074|0000-0003-0094-1639,C,X-CAR: An Experimental Vehicle Platform for Connected Autonomy Research.,2023,DemoPaper,Magnam dolore consectetur eius est voluptatem. Eius labore neque amet ut. Adipisci ipsum non etincidunt quiquia. Voluptatem amet eius quisquam porro. Adipisci magnam numquam dolore numquam quiquia neque. Velit sed sed numquam neque.,,Mr. Michael Aguirre,Distributed bandwidth-monitored portal,S,,Ingrid Blumthaler,Banban Shi,Amet non tempora sit quiquia velit sit etincidunt.,Ut sit sit quisquam sit est quaerat adipisci.,True,True,True,Passivity-based|Polynomial-time|ε-Insensitizing|Parametrization|Interconnection,,3573,6698811,data querying,"Jennings-Stone|Davis, Mills and Carter|Obrien LLC|Wilson-Owens|Bishop, Mejia and Singleton|Carpenter, Moore and Swanson|Gilbert-Rogers",8,1,,False,irregular,
6698720,Cristiana Areias|Douglas Rodrigues|Emerson Alberto Marconato|João Carlos Cunha|Kalinka R. L. J. Castelo Branco|Marco Vieira|Rayner de Melo Pires,0000-0001-5103-8541|0000-0001-9445-9063|0000-0002-0527-3476|0000-0002-4777-0315,J,Service-Oriented Architectures for a Flexible and Safe Use of Unmanned Aerial Vehicles.,2017,DemoPaper,Est labore magnam etincidunt velit. Ut eius consectetur sed voluptatem aliquam. Magnam quisquam quaerat sit aliquam non adipisci. Ut sed quaerat magnam. Porro quaerat modi neque.,Kimberly Hood,,,,Multi-lateral systematic extranet,Mohammad Amin Sarafrazi,Alessio Benavoli,Quiquia ipsum est numquam quaerat quiquia labore.,Eius sed sit amet ipsum velit.,True,True,True,"Softwarization,|Delay-scheduled|Controllability|Safety-critical|Vision-Enhanced",898,,6698928,data processing,"Mendez, Phillips and Wright|Myers Ltd|Nelson-Anthony|Morris-Ramirez|Smith, Elliott and Pruitt|West Inc|Miller-Parks",7,4,False,,,11.155096287131144
6698721,Feng Huang|Jiachen Zhang|Li-Ta Hsu|Weisong Wen,0000-0002-0352-741X|0000-0002-3821-5993|0000-0003-1834-121X,C,Point Wise or Feature Wise? A Benchmark Comparison of Publicly Available Lidar Odometry Algorithms in Urban Canyons.,2022,Poster,Eius quisquam ipsum velit quaerat ut. Est labore quisquam non amet. Sit sed consectetur labore quisquam quisquam voluptatem. Dolorem eius magnam adipisci modi sed amet. Ut sit sed amet. Sed dolore dolorem amet dolore. Adipisci eius magnam non dolore.,,Robert Vasquez,Sharable dedicated intranet,S,,Emir Muñoz,Alireza Farhadi 0002,Quiquia quaerat non numquam tempora.,Aliquam est quiquia quiquia numquam.,True,True,True,"data management|Controllability|data modeling|Controllability|Irreducibility,",,8495,6700359,big data,"Smith Inc|Gomez, Hernandez and Lynch|Dominguez LLC|Weeks-Diaz",5,3,,True,quadrennial,
6698722,Joelle Al Hage|Maan El Badaoui El Najjar,0000-0002-1958-1592,C,Improved Outdoor Localization Based on Weighted Kullback-Leibler Divergence for Measurements Diagnosis.,2020,DemoPaper,Etincidunt neque eius aliquam porro amet modi quiquia. Dolorem ipsum adipisci dolorem. Dolor aliquam magnam dolor numquam tempora. Ipsum tempora numquam tempora adipisci est dolor etincidunt. Ipsum voluptatem consectetur quisquam amet sed modi numquam. Tempora eius quaerat dolore amet voluptatem amet etincidunt. Quisquam magnam non porro labore. Neque eius dolorem velit tempora sed est magnam.,,Alan Mann,Future-proofed clear-thinking model,S,,Dusan Georgijevic,Abdelaziz Bensrhair,Non velit dolore quiquia eius sit etincidunt.,Velit quaerat etincidunt quisquam.,False,False,False,Delay-dependent|Event-triggered|Stabilizability|Passivity-based|Self-Adaptation,,6317,6698030,data modeling,Martinez and Sons|Morrison-Howell,1,6,,False,annual,
6698723,Brendan Morris,0000-0002-8592-8806,C,Center for Environmental Research & Technology (CE-CERT) [ITS Research Lab].,2013,FullPaper,Modi tempora magnam numquam dolor quiquia dolorem. Adipisci tempora non dolorem. Adipisci eius numquam neque velit non etincidunt. Est eius numquam sed ipsum adipisci numquam. Dolore labore sed neque adipisci etincidunt est tempora. Ut labore est dolore porro eius. Quisquam numquam porro non quisquam est. Consectetur aliquam quaerat est eius.,,Courtney Pope,Integrated optimal hierarchy,R,,Laura Giarré,Cristian Flutur,Adipisci consectetur adipisci neque quisquam.,Voluptatem non magnam velit quiquia numquam non quisquam.,True,True,True,Parallelization|database|Stabilizability|Delay-dependent|Parametrization,,2511,6699280,data modeling,"Doyle, Webb and Love",1,5,,True,quadrennial,
6698726,David Bétaille|Miguel Ángel Sotelo|Rafael Toledo,0000-0001-8809-2103|0000-0002-2997-4859,C,Special Issue on IEEE IV 2012 Workshops: Part 1 of 2 [Guest Editorial].,2013,FullPaper,Labore ut etincidunt sed. Voluptatem velit quaerat quisquam tempora est tempora. Quaerat numquam eius adipisci consectetur numquam ut voluptatem. Voluptatem aliquam porro adipisci ut sit neque. Velit sit eius quaerat eius sed. Porro labore ut magnam neque ut ut modi. Adipisci ut sit est. Non aliquam quaerat numquam eius. Modi ut ipsum etincidunt tempora voluptatem numquam quisquam.,,Kayla Curtis,Optimized interactive array,R,,Mustafa Umut Demirezen,Liu Liu 0003,Tempora dolorem velit quiquia.,Quisquam amet dolorem neque quaerat.,True,True,True,"Event-triggered|Softwarization,|data processing|Edge-Artificial|big data",,5359,6700132,big data,Smith-Smith|Stewart-Collins|Hodges-Garcia,7,3,,False,triennial,
6698727,Chao Ge|Deqiang He|Erheng Chen|Xiaozhen Zhang,0000-0002-7668-9399,J,A Novel Reliability-Centered Opportunistic Maintenance Strategy for Metro Train Complex Systems.,2022,DemoPaper,Quisquam dolorem sed ut dolorem velit. Quisquam adipisci tempora labore dolorem modi eius est. Velit quisquam amet sit magnam non numquam. Est ut voluptatem ut. Quisquam sed velit porro aliquam labore quisquam. Est labore velit dolor quaerat dolore. Numquam dolore est quaerat consectetur etincidunt. Adipisci porro neque est ipsum quaerat dolore consectetur. Quaerat dolorem consectetur ut sit aliquam labore numquam.,Erika Rodriguez,,,,Optimized tertiary implementation,Fabrizio Padula,Alexandros E. Papacharalampous,Modi aliquam ipsum labore porro velit quisquam.,Sed consectetur voluptatem modi magnam quiquia porro.,True,True,True,Event-triggered|Controllability|Representations|Event-triggered|Coordinate-free,953,,6697891,data processing,"Clark Inc|Smith Inc|Owens Ltd|May, Brown and Rangel",4,6,True,,,18.539361488352707
6698728,Baiqiang Yin|Bing Li 0006|Fengming Guo|Lei Zuo 0006|Qunqing Huan|Yigang He,0000-0002-0083-0296,C,Impact of Vehicle Head Geometric Features in the Propagation Loss of ETC System.,2017,ShortPaper,Ut numquam magnam velit quiquia tempora est. Amet porro est amet magnam ipsum tempora. Amet est consectetur sed non porro sed. Ut etincidunt ut sed sit consectetur adipisci. Magnam modi dolorem dolor modi dolore. Modi dolorem aliquam dolore ut ipsum. Porro tempora modi ipsum eius ipsum non. Magnam modi magnam neque dolorem modi voluptatem ut.,,Andrew Campbell,Reverse-engineered bandwidth-monitored structure,R,,Guy Katriel,Guchuan Zhu,Adipisci quisquam dolorem sit etincidunt.,Consectetur modi magnam consectetur dolor dolorem.,True,True,True,"Next-Generation|Irreducibility,|Coordinate-free|Controllability|Parametrization",,5903,6698479,data querying,"Flores LLC|Price, Barnes and Mckay|Sanchez, Norman and Silva|Brown PLC|Johns, Hall and Montgomery|Conley, Johnson and Johnson",5,1,,False,annual,
6698729,Hao Xu 0004|Jianqing Wu 0001|Peizhi Zhuang|Renjuan Sun,0000-0003-0813-5957,J,Road Boundary-Enhanced Automatic Background Filtering for Roadside Lidar Sensors.,2022,FullPaper,Dolor consectetur consectetur quisquam sed. Est ipsum porro modi amet. Est non quiquia quaerat numquam etincidunt. Sit sit consectetur porro sed labore. Quiquia quiquia modi numquam.,Ashley Robertson,,,,Advanced optimizing encoding,Alexey A. Bobtsov,Daniel R. Reynolds,Velit amet etincidunt etincidunt numquam porro.,Etincidunt aliquam non non quaerat est eius.,True,True,True,data processing|Controllability|Interconnection|data modeling|Knowledge-based,641,,6700450,database,"Lopez Group|Thomas, Pugh and Ward|Lewis-Logan|Camacho-Rodriguez",1,9,False,,,35.57391456089203
6698731,Abel Rionda|Alejandro Garcia Tuero|David Melendi|Laura Pozueco|Roberto García 0002|Víctor Corcoba Magaña|Xabiel G. Pañeda,0000-0001-6804-7428|0000-0001-8251-5646|0000-0002-5042-8684|0000-0002-7918-0141|0000-0002-8467-4867,C,A Method for Making a Fair Evaluation of Driving Styles in Different Scenarios With Recommendations for Their Improvement.,2021,Poster,Non tempora modi dolor velit. Quaerat quisquam aliquam numquam dolor eius non consectetur. Labore quaerat modi adipisci. Dolorem eius sit quiquia numquam. Est neque sit eius. Non velit dolore dolor est.,,John Smith,Synergized discrete open architecture,E,,Emin Martirosyan,S. M. Suhail Hussain,Ut adipisci consectetur sed ipsum ipsum.,Voluptatem dolore ut ipsum modi.,True,True,True,Controllability|Output-feedback|Event-triggered|Implicit-system|Controllability,,6008,6698512,data processing,Gregory and Sons|Flores LLC|Hawkins-Gregory|Knight-Haas|Day-Williams|Wright and Sons|Marquez and Sons,6,2,,False,biennial,
6698732,Carlos Miguel Tavares Calafate|Francisco J. Martinez|Javier Barrachina|Juan-Carlos Cano|Manuel Fogué|Piedad Garrido|Pietro Manzoni,0000-0001-5729-3041|0000-0001-6945-7330|0000-0002-0038-0539|0000-0002-1750-7225|0000-0003-3753-0403,C,Road Side Unit Deployment: A Density-Based Approach.,2013,DemoPaper,Ipsum porro tempora sit sit consectetur consectetur. Dolor labore quaerat magnam tempora quiquia voluptatem. Amet numquam labore amet consectetur est sed. Neque neque voluptatem consectetur magnam dolorem consectetur. Quiquia dolorem numquam aliquam quiquia velit. Dolor quisquam tempora neque numquam ut magnam.,,Eddie Johnston,Implemented needs-based synergy,E,,Habib Ounelli,Håkan Hjalmarsson,Tempora quaerat quiquia adipisci voluptatem dolore dolorem.,Dolorem tempora sit numquam sed.,False,True,False,Nonovershooting|Safety-critical|Parallelization|Delay-dependent|Implicit-system,,1326,6700109,data querying,"Oliver, Price and Juarez|Fleming, Butler and Fields|Dennis-Wilson|Wilson-Owens|Williams PLC|Patton, Jones and Keller|Rodriguez PLC",1,4,,True,triennial,
6698733,Bin Jiang 0001|Hongtian Chen|Steven X. Ding,0000-0002-8600-9668|0000-0002-9153-4360,C,A Broad Learning Aided Data-Driven Framework of Fast Fault Diagnosis for High-Speed Trains.,2021,ShortPaper,Numquam tempora quaerat amet. Dolore porro eius sed sit est ut ut. Aliquam voluptatem dolor modi quisquam sit. Sed numquam eius ipsum. Tempora porro tempora quaerat neque etincidunt quisquam quisquam.,,Jason Allen,Re-engineered 24hour interface,R,,José Eugenio Naranjo,Ching-Yao Chan,Voluptatem ipsum sed non non velit.,Quiquia etincidunt quaerat quaerat consectetur quiquia neque velit.,False,True,False,Controllability|Controllability|Stabilizability|Implicit-system|Self-Adaptation,,1080,6701531,indexing,"Simpson-Davis|Gill, Castaneda and Phelps|Sanchez LLC",6,1,,False,triennial,
6698734,Felipe Jiménez|Joshué Pérez|José Eugenio Naranjo,0000-0002-4211-9419,J,Special Issue on Electro-Mobility [Guest Editorial].,2014,FullPaper,Quisquam etincidunt aliquam ut numquam velit. Ut porro etincidunt dolore adipisci etincidunt. Ut labore quisquam est quiquia dolore numquam non. Neque sed ipsum modi neque ipsum eius. Modi modi porro numquam amet etincidunt ipsum quisquam. Ut quaerat voluptatem dolor sed.,Michael Mckinney MD,,,,Customizable directional knowledge user,Chengbing Jiang,Lakshay Narula,Quisquam dolor non dolor.,Amet sit voluptatem est.,True,True,True,Nonovershooting|indexing|Polynomial-time|Controllability|ε-Insensitizing,687,,6698890,indexing,"Graham, Bass and Wilson|Reed-Scott|Yang-Ellis",8,5,False,,,40.06779520715044
6698735,Jim Misener|Yaobin Chen,0000-0002-9875-4083,C,Enhancing Technical Activities Through Innovative and Strategic Initiatives [Technical Activities].,2021,DemoPaper,Velit dolorem tempora dolorem. Dolorem dolorem velit dolore magnam sed etincidunt. Numquam consectetur quiquia quisquam. Etincidunt etincidunt porro quaerat aliquam ut. Adipisci numquam etincidunt dolor velit. Eius labore quiquia quaerat consectetur quaerat dolor. Ipsum non sed numquam.,,David Soto DDS,Virtual multi-tasking support,W,,Eirini Ntoutsi,Jianshu Li,Porro ipsum neque velit voluptatem modi tempora.,Modi sed dolor adipisci dolorem.,True,True,True,big data|data querying|Linearizability|Nonovershooting|data management,,6070,6701463,database,"Kelly, Reeves and Watson|Lopez Group",7,1,,True,quadrennial,
6698736,Wei Wang 0044|Weijie Yu|Xuedong Hua,0000-0002-7774-0109,C,Investigating the Longitudinal Impact of Cooperative Adaptive Cruise Control Vehicle Degradation Under Communication Interruption.,2022,Poster,Sit est sit numquam voluptatem ut. Quaerat modi amet velit dolore. Velit ipsum dolor sed. Neque adipisci aliquam consectetur quaerat aliquam magnam dolore. Modi ut labore dolor amet quisquam. Dolor labore magnam dolor est. Eius neque modi velit dolor voluptatem. Dolor tempora aliquam modi modi labore est labore.,,Caleb Lewis,Persevering client-server data-warehouse,W,,Denis V. Efimov,Matthew A. Wright,Voluptatem numquam etincidunt quaerat.,Aliquam numquam neque voluptatem porro dolore consectetur.,True,True,True,Vision-Enhanced|Output-feedback|Delay-dependent|Controllability|Passivity-based,,7298,6698672,indexing,Brock-Thomas|Brown-Evans|Mora LLC,2,1,,False,triennial,
6698737,Dongfang Ma|Jeremie Adje Alagbe|Sheng Jin 0001,0000-0001-6110-0783|0000-0002-9334-1570,C,Drivers' Phone Use Behavior at Red Traffic Signals.,2021,FullPaper,Velit non aliquam dolorem neque aliquam neque. Amet voluptatem aliquam quaerat. Sit labore non ut labore eius. Numquam tempora dolor ipsum ut sit neque porro. Sit dolorem neque amet consectetur non. Voluptatem sed sit porro. Sit quisquam magnam quiquia consectetur sit. Sit tempora non voluptatem.,,Kayla Stephens,Seamless actuating extranet,E,,Tomohisa Hayakawa,Hui Yu 0003,Porro porro adipisci dolorem quaerat sed.,Modi aliquam voluptatem dolore.,True,True,True,Continuous-time|Delay-dependent|Synchronization|data processing|Output-feedback,,6565,6701920,data querying,"Johnson, Holland and Cross|Allison Inc|Vazquez-Weaver",1,8,,True,triennial,
6698739,Abderrafiaa Koukam|Ansar-Ul-Haque Yasar|Elhadi M. Shakshuki|Nicolas Gaud|Olivier Lamotte|Stéphane Galland,0000-0002-1559-7861,J,Modeling Process of a Third Dimension Universe for Transportation Simulation: Application to Railway System.,2019,ShortPaper,Numquam porro non velit. Velit numquam ut amet labore porro. Velit consectetur numquam quisquam modi dolor eius quiquia. Neque numquam est aliquam numquam. Amet quaerat labore non amet labore magnam. Ut consectetur adipisci aliquam voluptatem. Est non sit velit. Velit quaerat ut etincidunt. Modi quisquam ipsum modi.,Amanda Howard,,,,Visionary dynamic success,Felipe Cucker,Algo Carè,Velit velit labore amet dolor est.,Quisquam velit sed quisquam.,True,True,True,Prescribed-time|ε-Insensitizing|Delay-dependent|Vision-Enhanced|Output-feedback,970,,6698517,data processing,"Jackson LLC|Mueller, Foster and Barrett|Stone, Lawrence and Cortez|James Group|Smith, Tucker and Allen|Lam Inc",7,8,True,,,29.72634073963569
6698740,Halim Lee|Jiwon Seo 0001|Zaher M. Kassas,0000-0002-2957-0221|0000-0002-4388-6142|0000-0003-1781-533X,J,Urban Road Safety Prediction: A Satellite Navigation Perspective.,2022,ShortPaper,Velit quaerat aliquam velit aliquam dolorem. Adipisci porro modi amet etincidunt modi dolorem. Amet aliquam dolor velit neque quisquam etincidunt dolore. Non velit numquam dolorem neque. Dolor eius consectetur tempora est non adipisci. Dolor magnam sed adipisci. Modi sit sit dolore quiquia dolor. Magnam quaerat dolore eius magnam dolor aliquam. Eius etincidunt dolor consectetur.,Jason Allen,,,,Visionary eco-centric artificial intelligence,Paul Van Dooren,Justin M. Curry,Ipsum magnam quisquam porro.,Consectetur porro velit amet eius labore.,False,False,False,ε-Insensitizing|Delay-dependent|data querying|data processing|Controllability,877,,6701901,data management,Sanchez PLC|Jackson LLC|Gomez and Sons,6,7,True,,,7.545349663300066
6698741,Anibal T. de Almeida|Joaquim Delgado|Pedro S. Moura|Ricardo Faria,0000-0002-3641-5174|0000-0003-4852-2812,J,Managing the Charging of Electrical Vehicles: Impacts on the Electrical Grid and on the Environment.,2014,FullPaper,Voluptatem non modi eius adipisci dolor sit quaerat. Magnam dolor numquam consectetur amet porro adipisci dolorem. Quaerat magnam sit numquam. Ipsum dolorem labore quaerat amet dolorem tempora labore. Dolore sed modi eius non tempora etincidunt neque. Numquam sit numquam dolor etincidunt ipsum sed quiquia. Quiquia numquam non porro.,Fernando Hunter,,,,Secured attitude-oriented initiative,G. Li,Choong-Seock Chang,Quaerat quiquia magnam dolore quiquia.,Quaerat numquam quiquia numquam ut quaerat neque dolor.,True,True,True,"big data|Irreducibility,|Softwarization,|Controllability|Interconnection",983,,6698573,database,"Tucker and Sons|Boone Group|Stephens-Coleman|Winters, Banks and Thomas",4,4,False,,,36.38610769735213
