citaID,author,title,year
6698014,Devis Bianchini|Roberto De Virgilio,SeeVa: A Model Based Framework for Semantic Web Service Discovery.,2014.0
6698015,Laurent d'Orazio|Trung-Dung Le|Verena Kantere,Dynamic Estimation and Grid Partitioning Approach for Multi-objective Optimization Problems in Medical Cloud Federations.,2020.0
6698016,Kazuhiro Seki,Hypothesis Discovery Exploiting Closed Chains of Relations.,2015.0
6698017,Bettina Kemme|Esther Pacitti|Fady Draidi,P2Prec: A P2P Recommendation System for Large-Scale Data Sharing.,2011.0
6698018,Josef Küng|Phuong Huynh Van Quoc|Tran Khanh Dang,A Parallel Incremental Frequent Itemsets Mining IFIN+: Improvement and Extensive Evaluation.,2019.0
6698019,Bernhard Thalheim,The Science and Art of Conceptual Modelling.,2012.0
6698020,Claus Dabringer|Johann Eder,Fast Distributed Top-q and Top-k Query Processing.,2019.0
6698021,Haofen Wang|Wei Jin|Yong Yu 0001|Yuan Ni|Yuan Tian,A Pattern-Based Approach for Efficient Query Processing over RDF Data.,2012.0
6698022,Elke A. Rundensteiner|Karen Works,Reliable Aggregation over Prioritized Data Streams.,2014.0
6698023,Elio Mansour|Philippe Arnould|Richard Chbeir,eVM: An Event Virtual Machine Framework.,2018.0
6698026,Dominique Lenne|Idir Benouaret,A Package-to-Group Recommendation Framework.,2018.0
6698027,Nga Nguyen Thi|Nhien-An Le-Khac|Van Loi Cao,One-Class Collective Anomaly Detection Based on LSTM-RNNs.,2017.0
6698029,Dhaval Patel 0002|Sajal Rustagi,DiNer - On Building Multilingual Disease-News Profiler.,2020.0
6698030,Chuan Xiao 0001|Xi Guo 0001|Yoshiharu Ishikawa,Combination Skyline Queries.,2012.0
6698032,Natthakan Iam-on|Tossapon Boongoen,Pairwise Similarity for Cluster Ensemble Problem: Link-Based and Approximate Approaches.,2013.0
6698033,Claudia Roncancio|Cyril Labbé|María-Del-Pilar Villamil|Patricia Serrano-Alvarado,Data Sharing in DHT Based P2P Systems.,2009.0
6698035,Fabrício A. B. da Silva|Francisco M. Couto|João Zamite|Mário J. Silva,MEDCollector: Multisource Epidemic Data Collector.,2011.0
6698036,Que Nguyet Tran Thi|Tran Khanh Dang,Towards a Fine-Grained Privacy-Enabled Attribute-Based Access Control Mechanism.,2017.0
6698037,Alexey Tschudnowsky|Fabian Wiedemann|Martin Gaedke|Sebastian Heil|Stefan Wild,"ProProtect3: An Approach for Protecting User Profile Data from Disclosure, Tampering, and Improper Use in the Context of WebID.",2015.0
6698038,Aurélie Suzanne|Fabien Hervé|Guillaume Raschia|José Martinez 0001|Romain Jaouen,Temporal Aggregation of Spanning Event Stream: An Extended Framework to Handle the Many Stream Models.,2021.0
6698039,Norman W. Paton|Ruhaila Maskat|Suzanne M. Embury,Pay-as-you-go Configuration of Entity Resolution.,2016.0
6698040,Boyan Kolev|Carlyna Bondiombouy|Oleksandra Levchenko|Patrick Valduriez,Multistore Big Data Integration with CloudMdsQL.,2016.0
6698041,Anastasios Gounaris|George Tsakalidis|Georgia Kougka|Konstantinos Varvoutas|Kostas Vergidis,On Knowledge Transfer from Cost-Based Optimization of Data-Centric Workflows to Business Process Redesign.,2020.0
6698043,Carlos Raymundo|Francisco Dominguez|Gianpierre Zapata|Heyul Chavez|Javier M. Moguerza|Javier Murga|José María Álvarez Rodríguez|Luis Rivera,A Sentiment Analysis Software Framework for the Support of Business Information Architecture in the Tourist Sector.,2020.0
6698044,Emir Muñoz|Matthias Nickles,Statistical Relation Cardinality Bounds in Knowledge Bases.,2018.0
6698045,Alberto Abelló|Oscar Romero 0001|Petar Jovanovic 0001,A Unified View of Data-Intensive Flows in Business Intelligence Systems: A Survey.,2016.0
6698046,Kemafor Anyanwu|Matthew Sessoms,Enabling a Package Query Paradigm on the Semantic Web: Model and Algorithms.,2014.0
6698047,Chirine Ghedira|Djamal Benslimane|Khouloud Boukadi|Lucien Vincent|Zakaria Maamar,Context-Aware Data and IT Services Collaboration in E-Business.,2009.0
6698048,Emmanuelle Anceaume|Sébastien Gambs|Yann Busnel,On the Power of the Adversary to Solve the Node Sampling Problem.,2013.0
6698049,Akihiko Ohsuga|Takahiro Kawamura|Teruyuki Iijima|Yasuyuki Tahara|Yuichi Sei,Sake Selection Support Application for Countryside Tourism.,2016.0
6698050,Akihiko Ohsuga|Shusaku Egami|Takahiro Kawamura|Yasuyuki Tahara|Yuichi Sei,A Solution to Visualize Open Urban Data for Illegally Parked Bicycles.,2016.0
6698052,Christian Koncilia|Johann Eder|Margareta Ciglic,Anonymization of Data Sets with NULL Values.,2016.0
6698053,Elio Mansour|Farid Yessoufou|Jean-Raphael Richa|Richard Chbeir|Sabri Allani|Sana Sellami|Taoufik Yeferny,OpenCEMS: An Open Solution for Easy Data Management in Connected Environments.,2022.0
6698054,Anis Yazidi|Disha Sangar|Hårek Haugerud|Kyrre M. Begnum|Ramesh Upreti,Stable Marriage Matching for Homogenizing Load Distribution in Cloud Data Center.,2020.0
6698057,Alvaro A. A. Fernandes|Bernadette Farias Lóscio|Chenjuan Guo|Cornelia Hedeler|Ian Arundale|Khalid Belhajjame|Lu Mao|Norman W. Paton|Suzanne M. Embury,DSToolkit: An Architecture for Flexible Dataspace Management.,2012.0
6698059,Djamal Benslimane|Mohamed Sellami|Nayana Prakash|Nelson Souto Rosa|Roosevelt Silva|Vanilson Arruda Burégio|Zachariah Subin|Zakaria Maamar|Zhengshuai Peng,Bridging the Gap Between the Business and Social Worlds: A Data Artifact-Driven Approach.,2017.0
6698060,Colin Atkinson 0001|Dirk Draheim|Philipp Bostan,A Unified Conceptual Framework for Service-Oriented Computing - Aligning Models of Architecture and Utilization.,2012.0
6698061,Alfred Kobsa|Javier Cámara,Facilitating Controlled Tests of Website Design Changes Using Aspect-Oriented Software Development and Software Product Lines.,2009.0
6698062,Dimitris Kotzinos|Kyriakos Kritikos|Yannis Rousakis,"A Cloud-Based, Geospatial Linked Data Management System.",2015.0
6698063,Mireille Ducassé|Mouhamadou Ba|Sébastien Ferré,Solving Data Mismatches in Bioinformatics Workflows by Generating Data Converters.,2016.0
6698064,Alvaro A. A. Fernandes|Klitos Christodoulou|Norman W. Paton,Structure Inference for Linked Data Sources Using Clustering.,2015.0
6698066,Khuong Nguyen-An|Lam-Son Lê|Thai-Minh Truong|Trung-Viet Nguyen,"Contractual Specifications of Business Services: Modeling, Formalization and Proximity.",2017.0
6698067,Quynh Chi Truong|Thi Ai Thao Nguyen|Thu Thi Bao Le|Tran Khanh Dang,Protecting Biometric Features by Periodic Function-Based Transformation and Fuzzy Vault.,2014.0
6698068,Christie I. Ezeife|Dan Zhang,Mining Multiple Related Data Sources Using Object-Oriented Model.,2014.0
6698069,Antonio Corral|Michael Vassilakopoulos|Polychronis Velentzas,Big Spatial and Spatio-Temporal Data Analytics Systems.,2021.0
6698070,Athanasia Asiki|Dimitrios Tsoumakos|Nectarios Koziris,"A DHT-Based System for the Management of Loosely Structured, Multidimensional Data.",2012.0
6698071,K. Vidyasankar,Batch Composite Transactions in Stream Processing.,2017.0
6698072,Ji Zhang|Xiaolei Zhang|Yi Tang 0001,Private Indexes for Mixed Encrypted Databases.,2016.0
6698073,Christiane Kamdem Kengne|Idir Benouaret|Jalil Chagraoui|Senjuti Basu Roy|Sihem Amer-Yahia,Enabling Decision Support Through Ranking and Summarization of Association Rules for TOTAL Customers.,2020.0
6698074,Peng Yan|Wei Jin 0006,Improving Cross-Document Knowledge Discovery Through Content and Link Analysis of Wikipedia Knowledge.,2015.0
6698076,Antonio M. Rinaldi|Cristiano Russo,Sharing Knowledge in Digital Ecosystems Using Semantic Multimedia Big Data.,2020.0
6698078,Anirban Kundu|Mou De|Nivedita Ray De Sarkar,Data Analysis in Social Network: A Case Study.,2021.0
6698080,Josef Küng|Tran Khanh Dang|Trong Nhan Phan,An Adaptive Similarity Search in Massive Datasets.,2016.0
6698081,Antoine Amarilli|Pierre Senellart|Ruiming Tang|Stéphane Bressan,A Framework for Sampling-Based XML Data Pricing.,2016.0
6698082,David Novak|Pavel Zezula,PPP-Codes for Large-Scale Similarity Searching.,2016.0
6698083,Marie-Odile Cordier|René Quiniou|Tassadit Bouadi,Computing Skyline Incrementally in Response to Online Preference Modification.,2013.0
6698084,David May 0004|Frederic T. Stahl|Han Liu 0002|Max Bramer|Mohamed Medhat Gaber|Paul Aldridge|Philip S. Yu,Homogeneous and Heterogeneous Distributed Classification for Pocket Data Mining.,2012.0
6698085,Redouane Bouhamoum|Stéphane Lopes|Zoubida Kedad,Incremental Schema Generation for Large and Evolving RDF Sources.,2022.0
6698086,Dhaval Patel 0002|Mong-Li Lee|Wynne Hsu,Efficient Mining of Lag Patterns in Evolving Time Series.,2013.0
6698087,Ginel Dorleon|Imen Megdiche|Nathalie Bricon-Souf|Olivier Teste,FAPFID: A Fairness-Aware Approach for Protected Features and Imbalanced Data.,2023.0
6698088,Athanasios K. Tsakalidis|Dimitrios Tsoumakos|Evaggelia Pitoura|Giannis Tzimas|Nikolaos Nodarakis|Spyros Sioutas,kdANN+: A Rapid AkNN Classifier for Big Data.,2016.0
6698089,Dawei Jiang|Jingyu Han|Kejia Chen 0001,Probabilistically Ranking Web Article Quality Based on Evolution Patterns.,2012.0
6698090,Krzysztof Kaczmarski|Piotr Przymus,Compression Planner for Time Series Database with GPU Support.,2014.0
6698091,Maarten van Banerveld|Mohand Tahar Kechadi|Nhien-An Le-Khac,A Natural Language Processing Tool for White Collar Crime Investigation.,2016.0
6698093,Hiroshi Ishikawa 0004|Yasushi Miyata,Social Big Data: Case Studies.,2021.0
6698094,Bernhard Jaecksch|Wolfgang Lehner,The Planning OLAP Model - A Multidimensional Model with Planning Support.,2013.0
6698095,Badr Hirchoua|Bouchra Frikh|Brahim Ouhbi|Ismail Khalil,A New Knowledge Capitalization Framework in the Big Data Context Through Shared Parameters Experiences.,2020.0
6698096,Antonio M. Rinaldi|Cristiano Russo|Kurosh Madani,A Semantic-Based Strategy to Model Multimedia Social Networks.,2021.0
6698097,Demetris Trihinas,Interoperable Data Extraction and Analytics Queries over Blockchains.,2020.0
6698098,Josif Grabocka|Lars Schmidt-Thieme,Learning Through Non-linearly Supervised Dimensionality Reduction.,2015.0
6698099,Bastien Confais|Benoît Parrein|François Marques|Gustavo Rostirolla|Jérôme Lacan,Mutida: A Rights Management Protocol for Distributed Storage Systems Without Fully Trusted Nodes.,2022.0
6698100,Ferdinand Bollwein|Lena Wiese,Keeping Secrets by Separation of Duties While Minimizing the Amount of Cloud Servers.,2018.0
6698101,Ekaterina Ermilova|Hamideh Afsarmanesh|Luis M. Camarinha-Matos|Simon Samwel Msanjila,Modeling and Management of Information Supporting Functional Dimension of Collaborative Networks.,2009.0
6698102,Joris Duguépéroux|Tristan Allard,From Task Tuning to Task Assignment in Privacy-Preserving Crowdsourcing Platforms.,2020.0
6698103,Idir Aït-Sadoune|Yamine Aït Ameur,Stepwise Development of Formal Models for Web Services Compositions: Modelling and Property Verification.,2013.0
6698104,Hasan M. Jamil,Integrating Large and Distributed Life Sciences Resources for Systems Biology Research: Progress and New Challenges.,2011.0
6698105,Fabiano Fernandes dos Santos|Solange Oliveira Rezende|Veronica Oliveira de Carvalho,Metrics for Association Rule Clustering Assessment.,2015.0
6698107,Ha Manh Tran|Quy Tran Vu|Son Thanh Le|Van Sinh Nguyen,Applying Data Analytic Techniques for Fault Detection.,2017.0
6698108,Ahmad Taleb|Hiba Tabbara|Todd Eavis,Query Optimization for the NOX OLAP Algebra.,2013.0
6698109,Clemens Düpmeier|Hatem Khalloof|Shadi Shahoud|Sonja Gunnarsdottir|Veit Hagenmeyer,Facilitating and Managing Machine Learning and Data Analysis Tasks in Big Data Environments Using Web and Microservice Technologies.,2020.0
6698110,Andrew Zherdin|Bianca Wackersreuther|Christian Böhm|Claudia Plant|Robert Noll,Data Mining Using Graphics Processing Units.,2009.0
6698111,Laurent d'Orazio|Philippe Rigaux|Thuong-Cang Phan,A Theoretical and Experimental Comparison of Filter-Based Equijoins in MapReduce.,2016.0
6698112,Alex Norta|Chibuzor Udokwu|Raimundas Matulevicius|Rein Nõukas,Assessment of Aviation Security Risk Management for Airline Turnaround Processes.,2017.0
6698113,Nicolas Lumineau|Nicolo Rivetti|Philippe Lamarre|Roland Kotto Kombi|Yann Busnel,DABS-Storm: A Data-Aware Approach for Elastic Stream Processing.,2019.0
6698114,Abderrazzak El Khayari|Alaa Alhamzeh|Dorra El Mekki|Elöd Egyed-Zsigmond|Harald Kosch|Jelena Mitrovic|Lionel Brunie,Empirical Study of the Model Generalization for Argument Mining in Cross-Domain and Cross-Topic Settings.,2022.0
6698116,Akrivi Vlachou|Christos Doulkeridis|Yannis Kotidis,Metric-Based Similarity Search in Unstructured Peer-to-Peer Systems.,2012.0
6698118,Claus Dabringer|Johann Eder|Konrad Stark|Michaela Schicho,Information Systems for Federated Biobanks.,2009.0
6698119,Emmanuel Adam|Paul Valckenaers|Paulo Leitão,Self-Adaptation for Robustness and Cooperation in Holonic Multi-Agent Systems.,2009.0
6698121,David Levy 0001|Jingyu Zhang|Shiping Chen 0001|Yongzhong Lu,A Mobile Web Service Middleware and Its Performance Study.,2011.0
6698122,Daniel K. Antwi|Herna L. Viktor,Dynamic Materialization for Building Personalized Smart Cubes.,2016.0
6698123,Arnaud Giacometti|Arnaud Soulet|Christel Vrain|Dominique Li|Khanh-Chuong Duong|Mostafa Bamha,MapFIM+: Memory Aware Parallelized Frequent Itemset Mining In Very Large Datasets.,2018.0
6698124,Paolo Atzeni|Pierluigi Del Nostro|Stefano Paolozzi,Temporal Content Management and Website Modeling: Putting Them Together.,2012.0
6698125,Hakim Hacid|Mohamed Reda Bouadjenek|Mokrane Bouzeghoub,Personalized Social Query Expansion Using Social Annotations.,2019.0
6698126,Ahmed Ahmet|Tariq Abdullah,Extracting Insights: A Data Centre Architecture Approach in Million Genome Era.,2020.0
6698127,Anastasios Gounaris|Georgia Kougka,Cost Optimization of Data Flows Based on Task Re-ordering.,2017.0
6698128,David Taniar|Maytham Safar|Quoc Thai Tran,Reverse k Nearest Neighbor and Reverse Farthest Neighbor Search on Spatial Networks.,2009.0
6698129,Haritza Camblong|Khouloud Salameh|Richard Chbeir,SSG: An Ontology-Based Information Model for Smart Grids.,2019.0
6698130,Gillian Dobbie|Stéphane Bressan|Yi Song 0005,Fast Disjoint and Overlapping Community Detection.,2015.0
6698131,Ali R. Hurson|Dan Lin 0001|Lasanthi Heendaliya,Predictive Line Queries for Traffic Prediction.,2012.0
6698132,Franco Milicchio|Roberto De Virgilio,RFID Data Management and Analysis via Tensor Calculus.,2012.0
6698133,Himanshu Gupta|Manish Bhide|Mukesh K. Mohania|Prasan Roy|Venkatesan T. Chakaravarthy,Context Oriented Information Integration.,2009.0
6698134,Johannes Brandstetter|José Antonio Arjona-Medina|Lukas Gruber|Markus Holzleitner|Sepp Hochreiter,Convergence Proof for Actor-Critic Methods Applied to PPO and RUDDER.,2021.0
6698135,Dirk Draheim|Robert Krimmer|Tanel Tammet,On State-Level Architecture of Digital Government Ecosystems: From ICT-Driven to Data-Centric.,2021.0
6698136,Akira Kinoshita|Atsuhiro Takasu|Jun Adachi|Takaya Kawakatsu,Divide-and-Conquer Parallelism for Learning Mixture Models.,2016.0
6698137,Patrick Valduriez|Philippe Lamarre|Reza Akbarinia|William Kokou Dedzoe,As-Soon-As-Possible Top-k Query Processing in P2P Systems.,2013.0
6698138,Hui Ma 0001|Panrawee Vechsamutvaree|Sven Hartmann,Providing Ontology-Based Privacy-Aware Data Access Through Web Services and Service Composition.,2016.0
6698140,Mohamed Quafafou|Nicolas Durand 0001,Frequent Itemset Border Approximation by Dualization.,2016.0
6698141,Kota Yukawa|Toshiyuki Amagasa,Online Optimized Product Quantization for ANN Queries over Dynamic Database using SVD-Updating.,2022.0
6698142,Stanislav Sobolevsky|Zolzaya Dashdorj,Characterization of Behavioral Patterns Exploiting Description of Geographical Areas.,2016.0
6698143,Armin Gerl|Harald Kosch|Lionel Brunie|Nadia Bennani,"LPL, Towards a GDPR-Compliant Privacy Language: Formal Definition and Usage.",2018.0
6698144,Ahmed Bouridane|Imen Bouraoui|Salim Chitroub,Flexible-ICA Algorithm for a Reliable Iris Recognition.,2011.0
6698145,Anthony S. Atkins|Clare Stanier|Fawaz D. Alharbi,Cloud Computing Adoption in Healthcare Organisations: A Qualitative Study in Saudi Arabia.,2017.0
6698146,Abdelkader Hameurlain|Franck Morvan,Evolution of Query Optimization Methods.,2009.0
6698147,Alfredo Cuzzocrea|Ben Hur Bahia do Nascimento|Karen Aline Alves Bezerra|Leonardo Andrade Ribeiro,SjClust: A Framework for Incorporating Clustering into Set Similarity Join Algorithms.,2018.0
6698148,Gillian Dobbie|Yun Sing Koh,Efficient Single Pass Ordered Incremental Pattern Mining.,2013.0
6698149,Christian Thomsen 0001|Laurynas Siksnys|Torben Bach Pedersen,MIRABEL DW: Managing Complex Energy Data in a Smart Grid.,2015.0
6698150,Franck Morvan|Max Halford|Philippe Saint-Pierre,Selectivity Estimation with Attribute Value Dependencies Using Linked Bayesian Networks.,2020.0
6698152,Costas Vassilakis|Dionisis Margaris,Enhancing Rating Prediction Quality Through Improving the Accuracy of Detection of Shifts in Rating Practices.,2018.0
6698153,Andreas Dander|Bernhard Pfeifer|Christian Baumgartner|Michael Handler|Michael Netzer|Michael Seger,[KD3] A Workflow-Based Application for Exploration of Biomedical Data Sets.,2011.0
6698154,Ján Janech|Stefan Toth,Query Based Image Recognition System for the VANET Using Lambda Calculus.,2013.0
6698155,David Duvivier|Gauthier Quesnel|Jean-Christophe Soulié|Raphaël Duboz|Éric Ramat,Virtual Laboratory Environment: un environnement de multimodélisation et de simulation de systèmes complexes.,2012.0
6698156,Marc Bui|Michel Lamure|Soufian Ben Amor|Stéphane Bonnevay,A Stochastic and Pretopological Modeling Aerial Pollution of an Urban Area.,2009.0
6698157,Aline Baggio|Gerco Ballintijn|Maarten van Steen|Spyros Voulgaris,Transparent Data Relocation in Highly Available Distributed Systems.,2004.0
6698158,Hichem Baala|Olivier Flauzac,Distributed Random Walks and the Design of a Self-Stabilizing Random Spanning Tree.,2001.0
6698159,Badr-Eddine Benkelfat|Dan Istrate|Jean-Louis Baldinger|Jérôme Boudy|Pascal Doré|Toufik Guettari,A Multimodal Corpus Recorded in a Health nursing home.,2013.0
6698160,Monique Guignard 0001,Combining Approaches to Improve Bounds.,2010.0
6698161,Andrey Madan|Jan Vitek|Marek Prochazka|Wenchang Liu,RTJBench: A Real-Time Java Benchmarking Framework.,2005.0
6698162,Emmanuelle Anceaume|Eric Mourgaya|Philippe Raipin Parvédy,Unreliable Distributed Timing Scrutinizer to Converge toward\\ Decision Conditions.,2004.0
6698163,Mehdi Dogguy|Stefano Zacchiroli|Stéphane Glondu|Sylvain Le Gall,Enforcing Type-Safe Linking using Inter-Package Relationships.,2011.0
6698164,Soufian Ben Amor,Stochastic Optimization of Manets.,2008.0
6698165,Mirela Danubianu,Combining the Power of Data Mining with Expert System for Efficiently Personalize Speech Therapy.,2013.0
6698166,Francine Krief|Mohamed Aymen Chalouf,Négociation de niveau de service dans les environnements ubiquitaires.,2010.0
6698167,Guy Denhière|Sandra Jhean-Larose,"Learning, memory and Latent Semantic Analysis: Theory, applications and perspectives.",2010.0
6698168,Abderrahmane Sbihi|Hassan Tabout|Youssef Chahir,A diffusion approach for interactive image retrieval.,2010.0
6698169,Chang-Hyun Jo|Guobin Chen|James Choi,A Framework For BDI Agent-Based Software Engineering.,2004.0
6698170,Ba Linh Nguyen|François Jouen|Michèle Molina|Youssef Chahir,Suivi du regard non intrusif en tête libre à partir d'images vidéo.,2010.0
6698171,Christophe Lang|Laurent Philippe 0001|Nicolas Marilleau|Pascal Chatonnay,RAFALE-SP: a methodology to design and simulate geographical mobility.,2012.0
6698172,Salim Filali|Salim Ziani,Improving the Envelope of the LMI Optimization using the Youla Parametrization.,2011.0
6698173,Cédrick Bellissens|Danielle S. McNamara|Nicholas D. Duran|Patrick Jeuniaux,A Text Relatedness and Dependency Computational Model.,2010.0
6698174,Boris Koldehofe,Simple gossiping with balls and bins.,2008.0
6698175,Boris Koldehofe,Simple gossiping with balls and bins.,2004.0
6698176,Abdelli Abdelkrim|Jalel Ben-Othman|Lynda Mokdad|Quentin Monnet|Youcef Hammal,Timed automata based modeling and veri?cation of denial of service attacks in wireless sensor networks.,2014.0
6698177,B. C. H. Turton|E. Hopper,An Empirical Study of meta-Heuristics Applied to 2D Rectangular Bin Packing - Part II.,2002.0
6698178,Cynthia Basileu|Marc Bui|Michel Lamure|Sofiane Ben Amor,Prétopologie stochastique et réseaux complexes.,2012.0
6698179,Dimitry Zekrouf|Estelle Perrin|Sebastien Linck,AlgoTch: the Virtual Teacher within AlgoPath.,2014.0
6698180,Ahlem Mifdaoui|Ludovic Apvrille|Pierre de Saqui-Sannes,Real-Time Distributed Systems Dimensioning and Validation: The TURTLE Method.,2010.0
6698181,Alexander Gornov|Anton Anikin 0002,An implementation of Newton's method for Keating's potential optimization problems.,2011.0
6698182,Alexandre Oufimtsev|Liam Murphy 0001,Method Input Parameters and Performance of EJB Applications.,2005.0
6698183,A. Zegzouti|Mohamed Khaladi|Youssef Elfoutayeni,A generalized Nash equilibrium for a bioeconomic problem of fishing.,2012.0
6698184,Marc Bui|Sofiane Ben Amor,Généralisation des processus de percolation discrets.,2009.0
6698185,Anton V. Ushakov|Claudio Sterle|Igor Vasilyev|Saïd Hanafi,A parallel subgradient algorithm for Lagrangean dual function of the p-median problem.,2011.0
6698186,Tommaso Bolognesi,Predicates for state changes vs. processes for event patterns.,2008.0
6698187,Eric G. Manning|Kin F. Li|Md. Mostofa Akbar|Shahadat Khan,Solving the Knapsack Problem for Adaptive Multimedia Systems.,2002.0
6698188,Didier Colin,A Selective Learning Model for Spam Filtering.,2010.0
6698189,Stéphane Lebonvallet|Su Ruan,Brain Magnetic Resonance Image.,2010.0
6698190,Jan Chudzikiewicz|Zbigniew Zielinski,Resources placement in the 4-dimensional fault-tolerant hypercube processors network.,2013.0
6698191,Séverine Maingaud,Un modèle de l'assistant à la preuve PAF!,2009.0
6698192,Guy Denhière|Marc Bui|Murat Ahat|Sandra Jhean-Larose|Sofiane Ben Amor,Document Classification with LSA and Pretopology.,2010.0
6698193,I. Molina|V. Dupuis,"Accompanying patient in a ""domomédecine"" experiment: chrono-chemotherapy.",2013.0
6698194,Madeleine Davis-Moradkhan,Multi-Criterion Optimization in Minimum Spanning Trees.,2010.0
6698195,Pascal Cuoq|Richard Bonichon,A Mergeable Interval Map.,2011.0
6698196,David Bihanic|Thomas Polacsek,Visualisation de Systèmes d'Information Complexes Une approche par « points de vue étendus ».,2012.0
6698197,Paul Chapron,Analyse structurelle des champs de capacité d'action dans les organisations sociales Outils analytiques pour la caractérisation de la coopération.,2012.0
6698198,Jaime Spacco|William W. Pugh,RUBiS Revisited: Why J2EE Benchmarking is Hard.,2005.0
6698199,Abdelmadjid Boukra|Sadek Bouroubi,Selection of views to materialize in data warehouse: A cooperative approach.,2011.0
6698200,Eduard Kh. Gimadi,On some Hard-to-Solve versions of the Assignment Problem.,2011.0
6698201,Armelle Prigent|Olivier F. Roux,Testing Real-Time Parameterized Systems.,2004.0
6698202,Alberto Sillitti|Giancarlo Succi|Marco Scotto|Tullio Vernazza,Dealing with Software Metrics Collection and Analysis: a Relational Approach.,2004.0
6698203,Javier Gil Quijano|Philippe Caillou|Xiao Zhou,Automated observation of multi-agent based simulations A statistical analysis approach.,2012.0
6698204,Martin Hyben|Michal Chovanec|Michal Hodon,Intelligent traffic-safety mirror.,2013.0
6698205,Emmanuelle Anceaume|Eric Mourgaya|Philippe Raipin Parvédy,Unreliable Distributed Timing Scrutinizer to Converge toward Decision Conditions.,2008.0
6698206,Atis Elsts|Leo Selavo,Improving the Usability of Wireless Sensor Network Operating Systems.,2013.0
6698207,Jaafar Gaber|Jacques M. Bahi,Randomized on-line load distribution for tree-structured computations.,2001.0
6698208,Alain Bui|Christophe Jaillet|Michaël Krajecki,"Parallel Tree Search for Combinatorial Problems: a Comparative Study between OpenMP and MPI, .",2008.0
6698209,Damir Vukicevic|Jelena Sedlar|Mustapha Aouchiche|Pierre Hansen,"Variable Neighborhood Search for Extremal Graphs, 24. Results about the clique number.",2010.0
6698210,Ahmed Bouchou|Mostafa Blidia,On sequences (γk) and (βk) in regular graphs.,2011.0
6698211,Didier Aubry|Nacim Ramdani|Nathalie Cislo|Pascal Doré|Selma Arbaoui|Toufik Guettari|Y. Parmantier|Yasmina Becis-Aubry,A System for Monitoring Elderly and Dependent People in Nursing Homes: the E-monitor'age Concept.,2013.0
6698212,Anna Ouzgouler|Dan Istrate|Juan C. García|Juan C. Sánchez|Katarzyna Wegrzyn-Wolska|Michel Baer|Norberto Mondragón,Triage Support Algorithm for Patients Classification at Urgency Care Area in a Hospital.,2013.0
6698213,Benjamin Herd|Michael Luck|Peter McBurney|Simon Miles,Compositional transient reachability analysis for agent-based simulations.,2012.0
6698214,Emmanuel Cecchet|Hazem Elmeleegy|Oussama Layaida|Vivien Quéma,Implementing Probes for J2EE Cluster Monitoring.,2005.0
6698215,Luca Saiu,Vers une programmation fonctionnelle en appel par valeur sur systèmes multi-coeurs: évaluation asynchrone et ramasse-miettes parallèle.,2009.0
6698216,Manuel Clavel|Vlad Rusu,Vérification d'invariants pour des systèmes spécifiés en logique de réécriture.,2009.0
6698217,Mohamed Amine Boutiche,Topology Control and Maintaining of Graph Invariants.,2011.0
6698218,Pierre Castéran|Vincent Filou,"Tasks, Types and Tactics for Local Computation Systems.",2011.0
6698219,Marcel Brissaud,Retour sur les origines de la prétopologie.,2009.0
6698220,Jacques Desrosiers,GENCOL: une équipe et un logiciel d'optimisation.,2010.0
6698221,Jean-Paul Auray,Structures pauvres.,2009.0
6698222,Jean Mayo|Shilpa Bansod,A Distributed Algorithm For Unstable Global Predicate Evaluation With Approximately Synchronized Clocks.,2004.0
6698223,Jacques Demongeot,Recent Advances in e-Health and Perspectives.,2013.0
6698224,Elvira Yaskova|Oleg V. Khamisov,Professor Valerian P. Bulatov.,2011.0
6698225,Edith Perrier,Modelisation et complexité.,2012.0
6698226,Eric Petitjean|Hacène Fouchal,Fault Detection on Timed Systems.,2001.0
6698227,Marya Ershova|Oleg V. Khamisov,A modification of the ellipsoid method.,2011.0
6698228,Guillaume Schaeffer|Michel Ianotto|Stéphane Vialle,Design of a Multi-Strategy Parallelization for an Entire Application of Document Categorization on Low-Cost Multiprocessor PCs.,2008.0
6698229,Ajoy Kumar Datta|Franck Petit|Shivashankar Gurumurthy|Vincent Villain,Self-Stabilizing Network Orientation Algorithms In Arbitrary Rooted Networks.,2001.0
6698230,Gerd Finke|Susann Schrenk|Teodor Gabriel Crainic|Van-Dat Cung,Comparaison de différentes formulations de conception de réseaux pour un problème de transport de fret avec gestion de véhicules.,2010.0
6698231,Laura Bahiense|Paulo Oswaldo Boaventura Netto|Peter Hahn|Valdir Agustinho de Melo,Graph isomorphism and QAP variances.,2010.0
6698232,Andrea Lodi 0001,Multi-Dimensional Packing by Tabu Search.,2002.0
6698233,Antoine Rollet|Sébastien Salva,A pragmatic approach for testing stateless and stateful Web Service Robustness.,2012.0
6698234,Anne-Sophie Rigaud|Grégory Legouverneur|Hélène Kerhervé|Jérémy Wrobel|Maribel Pino|Robert Picard|Samuel Benveniste|Souad Damnée|Victoria Cristancho-Lacroix|Ya-Huei Wu,"Contribution of the Living Lab approach to the development, assessment and provision of assistive technologies for supporting older adults with cognitive disorders.",2013.0
6698235,Alex Corenthin|Annabelle Boutet|Claude Lishou|Khady Ba,Etude de la diffusion d'innovations en milieu rural à l'aide de simulations multi-agents.,2012.0
