4;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;dblpnote/error;2017-06-08;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;informal;Unnamed: 27;Unnamed: 28;(error);Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34
6614649;John G. Thistle;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2004.10.002;;;Syst. Control. Lett.;journals/scl/Thistle05;2020-02-24;;;;;5;503-509;;;;;;Undecidability in decentralized supervision.;;;db/journals/scl/scl54.html#Thistle05;54;2005.0
6614650;Mihály Petreczky;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2005.06.001;;;Syst. Control. Lett.;journals/scl/Petreczky06;2020-02-24;;;;;2;112-118;;;;;;Reachability of linear switched systems: Differential geometric approach.;;;db/journals/scl/scl55.html#Petreczky06;55;2006.0
6614651;Andong Liu|Guangming Xie|Hong-xiang Hu|Li Yu 0001|Qi Xuan;;0000-0003-2445-8457;;;;;;;;;https://doi.org/10.1016/j.sysconle.2013.09.002;;;Syst. Control. Lett.;journals/scl/HuLXYX13;2020-02-24;;;;;12;1125-1135;;;;;;Second-order consensus of multi-agent systems in the cooperation-competition network with switching topologies: A time-delayed impulsive control approach.;;;db/journals/scl/scl62.html#HuLXYX13;62;2013.0
6614652;Jean-Pierre Raymond|Phuong Anh Nguyen;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2011.01.006;;;Syst. Control. Lett.;journals/scl/NguyenR11;2020-02-24;;;;;4;249-255;;;;;;Pointwise control of the Boussinesq system.;;;db/journals/scl/scl60.html#NguyenR11;60;2011.0
6614653;Dan Tiba|Jürgen Sprekels;;;;;;;;;;;https://doi.org/10.1016/S0167-6911(02)00273-6;;;Syst. Control. Lett.;journals/scl/SprekelsT03;2020-02-24;;;;;3-4;289-295;;;;;;Optimization of clamped plates with discontinuous thickness.;;;db/journals/scl/scl48.html#SprekelsT03;48;2003.0
6614654;Dirk Aeyels|Luc Moreau 0002;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2003.10.001;;;Syst. Control. Lett.;journals/scl/MoreauA04;2020-02-24;;;;;5;395-406;;;;;;Periodic output feedback stabilization of single-input single-output continuous-time systems with odd relative degree.;;;db/journals/scl/scl51.html#MoreauA04;51;2004.0
6614655;Marco C. Campi|Sergio Bittanti|Simone Garatti;;0000-0002-5451-6892;;;;;;;;;https://doi.org/10.1016/j.sysconle.2005.10.003;;;Syst. Control. Lett.;journals/scl/GarattiCB06;2020-02-24;;;;;6;494-500;;;;;;The asymptotic model quality assessment for instrumental variable identification revisited.;;;db/journals/scl/scl55.html#GarattiCB06;55;2006.0
6614656;Vakhtang Lomadze;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2010.06.018;;;Syst. Control. Lett.;journals/scl/Lomadze10;2020-02-24;;;;;11;695-703;;;;;;Relative completeness and specifiedness properties of continuous linear dynamical systems.;;;db/journals/scl/scl59.html#Lomadze10;59;2010.0
6614657;Huaibin Tang|Tao Li 0002;;0000-0001-6173-7987|0000-0003-4200-4926;;;;;;;;;https://doi.org/10.1016/j.sysconle.2017.12.002;;;Syst. Control. Lett.;journals/scl/TangL18;2020-02-24;;;;;;9-17;;;;;;Convergence rates of discrete-time stochastic approximation consensus algorithms: Graph-related limit bounds.;;;db/journals/scl/scl112.html#TangL18;112;2018.0
6614658;Jonathan H. Manton|Paul T. Norbury|Walter D. Neumann;;0000-0002-3931-7369|0000-0002-5628-8563;;;;;;;;;https://doi.org/10.1016/j.sysconle.2004.07.004;;;Syst. Control. Lett.;journals/scl/MantonNN05;2020-02-24;;;;;2;125-134;;;;;;On the algebraic identifiability of finite impulse response channels driven by linearly precoded signals.;;;db/journals/scl/scl54.html#MantonNN05;54;2005.0
6614659;Andreas Kugi|François Chaplais|Knut Graichen|Nicolas Petit;;0000-0001-7995-1690|0000-0003-2865-8093|0000-0003-3581-3856;;;;;;;;;https://doi.org/10.1016/j.sysconle.2010.08.003;;;Syst. Control. Lett.;journals/scl/GraichenKPC10;2022-12-07;;;;;11;671-679;;;;;;Handling constraints in optimal control with saturation functions and system extension.;;;db/journals/scl/scl59.html#GraichenKPC10;59;2010.0
6614660;Zhuangzhuang Xing;;0000-0001-5736-2721;;;;;;;;;https://doi.org/10.1016/j.sysconle.2021.105081;;;Syst. Control. Lett.;journals/scl/Xing22;2022-02-23;;;;;;105081;;;;;;Mean-field backward stochastic differential equations with reflection and related nonlocal PDEs in a convex domain.;;;db/journals/scl/scl159.html#Xing22;159;2022.0
6614661;E. Richard|Frédéric Mazenc;;;;;;;;;;;https://doi.org/10.1016/S0167-6911(01)00130-X;;;Syst. Control. Lett.;journals/scl/MazencR01;2020-02-24;;;;;2;111-117;;;;;;Stabilization of hydraulic systems using a passivity property.;;;db/journals/scl/scl44.html#MazencR01;44;2001.0
6614662;Haitao Li 0001|Yuna Liu;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2021.104878;;;Syst. Control. Lett.;journals/scl/LiuL21;2021-03-09;;;;;;104878;;;;;;Logical matrix factorization towards topological structure and stability of probabilistic Boolean networks.;;;db/journals/scl/scl149.html#LiuL21;149;2021.0
6614663;Anders Robertsson|Anders Sandberg|Anton S. Shiriaev|John W. Perram;;0000-0002-9404-6442;;;;;;;;;https://doi.org/10.1016/j.sysconle.2006.06.007;;;Syst. Control. Lett.;journals/scl/ShiriaevRPS06;2020-02-24;;;;;11;900-907;;;;;;Periodic motion planning for virtually constrained Euler-Lagrange systems.;;;db/journals/scl/scl55.html#ShiriaevRPS06;55;2006.0
6614664;Alberto Isidori|Andrea Serrani|Lorenzo Marconi 0001;;0000-0003-3281-7341;;;;;;;;;https://doi.org/10.1016/j.sysconle.2004.05.006;;;Syst. Control. Lett.;journals/scl/MarconiIS04;2022-01-19;;;;;3-4;281-298;;;;;;Non-resonance conditions for uniform observability in the problem of nonlinear output regulation.;;;db/journals/scl/scl53.html#MarconiIS04;53;2004.0
6614665;Krzysztof Tchon|Mariusz Janiak;;0000-0002-5258-5296;;;;;;;;;https://doi.org/10.1016/j.sysconle.2009.10.004;;;Syst. Control. Lett.;journals/scl/TchonJ09;2021-04-09;;;;;12;849-856;;;;;;Repeatable approximation of the Jacobian pseudo-inverse.;;;db/journals/scl/scl58.html#TchonJ09;58;2009.0
6614666;Jitao Sun|Junhui Zhang;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2019.104546;;;Syst. Control. Lett.;journals/scl/ZhangS19;2020-02-24;;;;;;;;;;;;A game theoretic approach to multi-channel transmission scheduling for multiple linear systems under DoS attacks.;;;db/journals/scl/scl133.html#ZhangS19;133;2019.0
6614667;Dario Bauso|Laura Giarré|Raffaele Pesenti;;0000-0001-5890-4238|0000-0002-2304-4394;;;;;;;;;https://doi.org/10.1016/j.sysconle.2006.06.005|https://www.wikidata.org/entity/Q59193838;;;Syst. Control. Lett.;journals/scl/BausoGP06;2020-02-24;;;;;11;918-928;;;;;;Non-linear protocols for optimal distributed consensus in networks of dynamic agents.;;;db/journals/scl/scl55.html#BausoGP06;55;2006.0
6614668;Gang Feng 0001|James Lam|Shaosheng Zhou;;0000-0001-8508-8416;;;;;;;;;https://doi.org/10.1016/j.sysconle.2004.09.007;;;Syst. Control. Lett.;journals/scl/ZhouLF05;2020-02-24;;;;;5;417-427;;;;;;New characterization of positive realness and control of a class of uncertain polytopic discrete-time systems.;;;db/journals/scl/scl54.html#ZhouLF05;54;2005.0
6614669;Linlin Shi|Meiqin Liu|Ronghao Zheng|Senlin Zhang;;0000-0002-9095-5905;;;;;;;;;https://doi.org/10.1016/j.sysconle.2021.104873;;;Syst. Control. Lett.;journals/scl/ShiZLZ21;2021-04-07;;;;;;104873;;;;;;Distributed circumnavigation control of autonomous underwater vehicles based on local information.;;;db/journals/scl/scl148.html#ShiZLZ21;148;2021.0
6614670;Masami Saeki|Nobutaka Wada;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2007.09.006;;;Syst. Control. Lett.;journals/scl/WadaS08;2020-02-24;;;;;3;255-261;;;;;;An LMI based scheduling algorithm for constrained stabilization problems.;;;db/journals/scl/scl57.html#WadaS08;57;2008.0
6614671;Rafael Serrano;;0000-0003-4306-0903;;;;;;;;;https://doi.org/10.1016/j.sysconle.2015.08.008;;;Syst. Control. Lett.;journals/scl/Serrano15;2020-02-24;;;;;;33-36;;;;;;On the LP formulation in measure spaces of optimal control problems for jump-diffusions.;;;db/journals/scl/scl85.html#Serrano15;85;2015.0
6614672;Carlos Silvestre|Paulo Jorge Ramalho Oliveira|Pedro Tiago Martins Batista;;0000-0001-6079-0436|0000-0002-5096-5527|0000-0002-5799-390X;;;;;;;;;https://doi.org/10.1016/j.sysconle.2013.07.010|https://www.wikidata.org/entity/Q59325508;;;Syst. Control. Lett.;journals/scl/BatistaSO13;2020-02-24;;;;;11;1065-1072;;;;;;Globally exponentially stable filters for source localization and navigation aided by direction measurements.;;;db/journals/scl/scl62.html#BatistaSO13;62;2013.0
6614673;Alessandro Astolfi|David Angeli;;0000-0002-4331-454X;;;;;;;;;https://doi.org/10.1016/j.sysconle.2006.08.003;;;Syst. Control. Lett.;journals/scl/AngeliA07;2022-04-09;;;;;1;87-91;;;;;;A tight small-gain theorem for not necessarily ISS systems.;;;db/journals/scl/scl56.html#AngeliA07;56;2007.0
6614674;Andrea Seidl|Dieter Grass|Gustav Feichtinger|Peter M. Kort;;0000-0001-5973-1981;;;;;;;;;https://doi.org/10.1016/j.sysconle.2021.104971;;;Syst. Control. Lett.;journals/scl/GrassFKS21;2021-09-01;;;;;;104971;;;;;;"Why (some) abnormal problems are ""normal"".";;;db/journals/scl/scl154.html#GrassFKS21;154;2021.0
6614675;Arie Feuer|Graham C. Goodwin;;0000-0003-2408-212X;;;;;;;;;https://doi.org/10.1016/S0167-6911(02)00338-9;;;Syst. Control. Lett.;journals/scl/FeuerG03;2020-02-24;;;;;1;5-8;;;;;;Linear deterministic adaptive control: fundamental limitations?;;;db/journals/scl/scl49.html#FeuerG03;49;2003.0
6614676;Paolo Paoletti|Roberto Genesio;;0000-0001-6131-0377;;;;;;;;;https://doi.org/10.1016/j.sysconle.2011.02.003;;;Syst. Control. Lett.;journals/scl/PaolettiG11;2020-02-24;;;;;4;264-270;;;;;;Rate limited time optimal control of a planar pendulum.;;;db/journals/scl/scl60.html#PaolettiG11;60;2011.0
6614677;Jingtao Shi|Weijun Meng;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2021.104909;;;Syst. Control. Lett.;journals/scl/MengS21;2021-04-10;;;;;;104909;;;;;;A global maximum principle for stochastic optimal control problems with delay and applications.;;;db/journals/scl/scl150.html#MengS21;150;2021.0
6614678;Evren Yurtseven|M. Kanat Camlibel|W. P. M. H. Heemels;;0000-0003-3440-8007;;;;;;;;;https://doi.org/10.1016/j.sysconle.2011.09.021;;;Syst. Control. Lett.;journals/scl/YurtsevenHC12;2021-10-14;;;;;1;69-78;;;;;;Disturbance decoupling of switched linear systems.;;;db/journals/scl/scl61.html#YurtsevenHC12;61;2012.0
6614679;Hélène Frankowska|Piermarco Cannarsa;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2013.06.001;;;Syst. Control. Lett.;journals/scl/CannarsaF13;2020-02-24;;;;;9;791-794;;;;;;Local regularity of the value function in optimal control.;;;db/journals/scl/scl62.html#CannarsaF13;62;2013.0
6614680;Chan-eun Park 0001|Nam Kyu Kwon|PooGyeon Park;;0000-0001-5623-586X;;;;;;;;;https://doi.org/10.1016/j.sysconle.2018.05.005;;;Syst. Control. Lett.;journals/scl/ParkKP18;2020-02-24;;;;;;22-28;;;;;;Optimal H∞ filtering for singular Markovian jump systems.;;;db/journals/scl/scl118.html#ParkKP18;118;2018.0
6614681;Ambrose A. Adegbege|Zachary E. Nelson;;0000-0002-2506-644X;;;;;;;;;https://doi.org/10.1016/j.sysconle.2016.09.014;;;Syst. Control. Lett.;journals/scl/AdegbegeN16;2020-02-24;;;;;;132-138;;;;;;A Gauss-Seidel type solver for the fast computation of input-constrained control systems.;;;db/journals/scl/scl97.html#AdegbegeN16;97;2016.0
6614682;George Weiss|Marius Tucsnak|Pei Su;;0000-0002-9524-2795;;;;;;;;;https://doi.org/10.1016/j.sysconle.2020.104672;;;Syst. Control. Lett.;journals/scl/SuTW20;2022-01-03;;;;;;104672;;;;;;Stabilizability properties of a linearized water waves system.;;;db/journals/scl/scl139.html#SuTW20;139;2020.0
6614683;Michael Cantoni|Paresh Date;;0000-0001-7097-9961;;;;;;;;;https://doi.org/10.1016/j.sysconle.2004.09.009;;;Syst. Control. Lett.;journals/scl/DateC05;2020-02-24;;;;;5;447-454;;;;;;A bound on closed-loop performance based on finite-frequency response samples.;;;db/journals/scl/scl54.html#DateC05;54;2005.0
6614684;Domenico Prattichizzo|Lorenzo Ntogramatzidis;;0000-0001-9051-9698;;;;;;;;;https://doi.org/10.1016/j.sysconle.2006.10.004;;;Syst. Control. Lett.;journals/scl/NtogramatzidisP07;2020-02-24;;;;;3;236-244;;;;;;Squaring down LTI systems: A geometric approach.;;;db/journals/scl/scl56.html#NtogramatzidisP07;56;2007.0
6614685;Guanghui Sun|Jianxing Liu|Ligang Wu|Ming Liu|Yabin Gao;;0000-0001-8198-5267|0000-0002-2201-3887|0000-0002-4344-4600;;;;;;;;;https://doi.org/10.1016/j.sysconle.2018.08.006;;;Syst. Control. Lett.;journals/scl/GaoLSLW19;2022-10-02;;;;;;8-15;;;;;;Fault deviation estimation and integral sliding mode control design for Lipschitz nonlinear systems.;;;db/journals/scl/scl123.html#GaoLSLW19;123;2019.0
6614686;Ho-Lim Choi|Hyun-Wook Jo|Jong-Tae Lim;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2014.06.005;;;Syst. Control. Lett.;journals/scl/JoCL14;2020-02-24;;;;;;44-53;;;;;;Observer based output feedback regulation of a class of feedforward nonlinear systems with uncertain input and state delays using adaptive gain.;;;db/journals/scl/scl71.html#JoCL14;71;2014.0
6614687;Andrew R. Teel|Dragan Nesic|Luca Zaccarian;;0000-0001-7944-0241;;;;;;;;;https://doi.org/10.1016/S0167-6911(02)00324-9;;;Syst. Control. Lett.;journals/scl/ZaccarianTN03;2020-02-24;;;;;3;201-212;;;;;;On finite gain Lp stability of nonlinear sampled-data systems.;;;db/journals/scl/scl49.html#ZaccarianTN03;49;2003.0
6614688;Vladimir L. Kharitonov;;0000-0003-2069-1569;;;;;;;;;https://doi.org/10.1016/j.sysconle.2006.01.006;;;Syst. Control. Lett.;journals/scl/Kharitonov06;2020-02-24;;;;;7;610-617;;;;;;Lyapunov matrices for a class of time delay systems.;;;db/journals/scl/scl55.html#Kharitonov06;55;2006.0
6614689;G. S. Venkatesh|W. Steven Gray;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2018.12.011;;;Syst. Control. Lett.;journals/scl/GrayV19;2020-02-24;;;;;;99-105;;;;;;Relative degree of interconnected SISO nonlinear control systems.;;;db/journals/scl/scl124.html#GrayV19;124;2019.0
6614690;Henrik Anfinsen|Ole Morten Aamo;;0000-0002-8234-8830;;;;;;;;;https://doi.org/10.1016/j.sysconle.2017.08.006;;;Syst. Control. Lett.;journals/scl/AnfinsenA17b;2020-02-24;;;;;;1-11;;;;;;Model reference adaptive control of n+1 coupled linear hyperbolic PDEs.;;;db/journals/scl/scl109.html#AnfinsenA17b;109;2017.0
6614691;Huanshui Zhang|Juanjuan Xu|Zhenhua Wang;;0000-0002-8611-7327;;;;;;;;;https://doi.org/10.1016/j.sysconle.2013.12.011;;;Syst. Control. Lett.;journals/scl/WangXZ14;2021-04-09;;;;;;37-42;;;;;;Consensusability of multi-agent systems with time-varying communication delay.;;;db/journals/scl/scl65.html#WangXZ14;65;2014.0
6614692;Jean Auriol|Jeanne Redaud|Silviu-Iulian Niculescu;;0000-0001-6890-0409|0000-0002-3444-2566;;;;;;;;;https://doi.org/10.1016/j.sysconle.2021.104984;;;Syst. Control. Lett.;journals/scl/RedaudAN21;2021-09-01;;;;;;104984;;;;;;Output-feedback control of an underactuated network of interconnected hyperbolic PDE-ODE systems.;;;db/journals/scl/scl154.html#RedaudAN21;154;2021.0
6614693;Jin Gyu Lee|Junsoo Kim;;0000-0001-7790-2406|0000-0002-4450-8741;;;;;;;;;https://doi.org/10.1016/j.sysconle.2021.105126;oa;;Syst. Control. Lett.;journals/scl/LeeK22;2022-05-13;;;;;;105126;;;;;;Mixed analog-digital method of designing a heterogeneous network with the desired collective behavior and rapid convergence.;;;db/journals/scl/scl160.html#LeeK22;160;2022.0
6614694;Eric Rogers|Krzysztof Galkowski|Olivier Bachelier|Pawel Grzegorz Dabkowski;;0000-0003-0179-9398|0000-0003-2751-8486|0000-0003-4470-2162;;;;;;;;;https://doi.org/10.1016/j.sysconle.2010.08.001;;;Syst. Control. Lett.;journals/scl/DabkowskiGRB10;2020-02-24;;;;;10;639-644;;;;;;Strong practical stability and stabilization of differential linear repetitive processes.;;;db/journals/scl/scl59.html#DabkowskiGRB10;59;2010.0
6614695;Tsu-Chin Tsao|Zhen Zhang|Zongxuan Sun;;0000-0003-2087-6221;;;;;;;;;https://doi.org/10.1016/j.sysconle.2009.02.004;;;Syst. Control. Lett.;journals/scl/SunZT09;2022-04-09;;;;;6;452-460;;;;;;Trajectory tracking and disturbance rejection for linear time-varying systems: Input/output representation.;;;db/journals/scl/scl58.html#SunZT09;58;2009.0
6614696;Frédéric Mazenc|Michael Malisoff;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2016.05.013;;;Syst. Control. Lett.;journals/scl/MazencM16;2020-02-24;;;;;;70-76;;;;;;Reduction model approach for linear time-varying systems with input delays based on extensions of Floquet theory.;;;db/journals/scl/scl94.html#MazencM16;94;2016.0
6614697;Pierre-Cyril Aubin-Frankowski;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2020.104677;;;Syst. Control. Lett.;journals/scl/Aubin-Frankowski20;2021-03-05;;;;;;104677;;;;;;Lipschitz regularity of the minimum time function of differential inclusions with state constraints.;;;db/journals/scl/scl139.html#Aubin-Frankowski20;139;2020.0
6614698;Biao Huang 0001|James Lam|Liqian Zhang;;0000-0001-9082-2216;;;;;;;;;https://doi.org/10.1016/S0167-6911(03)00133-6|https://www.wikidata.org/entity/Q57583033;;;Syst. Control. Lett.;journals/scl/ZhangHL03;2022-10-28;;;;;2;103-118;;;;∞;;H;;;db/journals/scl/scl50.html#ZhangHL03;50;2003.0
6614699;Carlos Silvestre|David Cabecinhas|Rita Cunha;;0000-0002-3050-7924|0000-0002-5096-5527|0000-0002-8925-1273;;;;;;;;;https://doi.org/10.1016/j.sysconle.2009.04.007|https://www.wikidata.org/entity/Q59297750;;;Syst. Control. Lett.;journals/scl/CabecinhasCS09;2020-02-24;;;;;9;639-645;;;;;;Almost global stabilization of fully-actuated rigid bodies.;;;db/journals/scl/scl58.html#CabecinhasCS09;58;2009.0
6614700;Bonan Zhou|Jason L. Speyer;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2019.104511;;;Syst. Control. Lett.;journals/scl/ZhouS19;2020-02-24;;;;;;;;;;;;ℋ2 control of SISO fractional order systems.;;;db/journals/scl/scl132.html#ZhouS19;132;2019.0
6614701;Antonio Tornambè|Laura Menini;;0000-0001-9989-2843|0000-0002-0244-2000;;;;;;;;;https://doi.org/10.1016/S0167-6911(03)00101-4;;;Syst. Control. Lett.;journals/scl/MeniniT03;2020-02-24;;;;;4;311-322;;;;;;Control of (otherwise) uncontrollable linear mechanical systems through non-smooth impacts.;;;db/journals/scl/scl49.html#MeniniT03;49;2003.0
6614702;Shuzhi Sam Ge;;0000-0001-5549-312X;;;;;;;;;https://doi.org/10.1016/S0167-6911(03)00134-8|https://www.wikidata.org/entity/Q57527886;;;Syst. Control. Lett.;journals/scl/Ge03;2020-02-24;;;;;5;401-403;;;;;;"Comments on ""Adaptive global stabilization of nonholonomic systems with strong nonlinear drifts"": [Systems & Control Letters 46 (2002) 195-205].";;;db/journals/scl/scl49.html#Ge03;49;2003.0
6614703;Corentin Briat;;0000-0003-1822-2683;;;;;;;;;https://doi.org/10.1016/j.sysconle.2015.01.012;;;Syst. Control. Lett.;journals/scl/Briat15;2020-02-24;;;;;;63-72;;;;;;Convex conditions for robust stabilization of uncertain switched systems with guaranteed minimum and mode-dependent dwell-time.;;;db/journals/scl/scl78.html#Briat15;78;2015.0
6614704;He Kong|Salah Sukkarieh|Tianshi Chen 0001|Travis J. Arnold|Wei Xing Zheng 0001;;0000-0003-1173-9268;;;;;;;;;https://doi.org/10.1016/j.sysconle.2022.105172;;;Syst. Control. Lett.;journals/scl/KongSACZ22;2022-10-02;;;;;;105172;;;;;;The noise covariances of linear Gaussian systems with unknown inputs are not uniquely identifiable using autocovariance least-squares.;;;db/journals/scl/scl162.html#KongSACZ22;162;2022.0
6614705;Die Gan|Zhixin Liu;;0000-0001-5519-8876;;;;;;;;;https://doi.org/10.1016/j.sysconle.2022.105228;;;Syst. Control. Lett.;journals/scl/GanL22;2022-10-02;;;;;;105228;;;;;;Performance analysis of the compressed distributed least squares algorithm.;;;db/journals/scl/scl164.html#GanL22;164;2022.0
6614706;Dan Sui|Tor Arne Johansen;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2014.02.003;;;Syst. Control. Lett.;journals/scl/SuiJ14;2020-02-24;;;;;;40-45;;;;;;Linear constrained moving horizon estimator with pre-estimating observer.;;;db/journals/scl/scl67.html#SuiJ14;67;2014.0
6614707;Brian D. O. Anderson|Robert N. Shorten|Wynita M. Griggs;;0000-0003-1842-2394;;;;;;;;;https://doi.org/10.1016/j.sysconle.2011.04.003;;;Syst. Control. Lett.;journals/scl/GriggsAS11;2020-02-24;;;;;7;479-485;;;;;;"A test for determining systems with ""mixed"" small gain and passivity properties.";;;db/journals/scl/scl60.html#GriggsAS11;60;2011.0
6614708;Tingshu Hu|Yacov A. Shamash|Zongli Lin;;;;;;;;;;;https://doi.org/10.1016/S0167-6911(01)00098-6;;;Syst. Control. Lett.;journals/scl/HuLS01;2020-02-24;;;;;3;203-210;;;;;;Semi-global stabilization with guaranteed regional performance of linear systems subject to actuator saturation.;;;db/journals/scl/scl43.html#HuLS01;43;2001.0
6614709;Kuang-Chiung Chang|Kuo-Kai Shyu|Yao-Wen Tsai;;0000-0002-1807-2702;;;;;;;;;https://doi.org/10.1016/S0167-6911(01)00081-0;;;Syst. Control. Lett.;journals/scl/TsaiSC01;2020-02-24;;;;;2;117-125;;;;;;Decentralized variable structure control for mismatched uncertain large-scale systems: a new approach.;;;db/journals/scl/scl43.html#TsaiSC01;43;2001.0
6614710;Vakhtang Lomadze;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2014.02.011;;;Syst. Control. Lett.;journals/scl/Lomadze14;2020-02-24;;;;;;20-24;;;;;;Characterization of linear differential systems (in several variables).;;;db/journals/scl/scl68.html#Lomadze14;68;2014.0
6614711;Hamed Mojallali|Mohamadreza Ahmadi|Rafael Wisniewski;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2017.09.002;;;Syst. Control. Lett.;journals/scl/AhmadiMW17;2020-02-24;;;;;;17-23;;;;;;On robust stability of switched systems in the context of Filippov solutions.;;;db/journals/scl/scl109.html#AhmadiMW17;109;2017.0
6614712;Mihai-Sorin Stupariu;;0000-0002-9531-4576;;;;;;;;;https://doi.org/10.1016/j.sysconle.2014.09.001;;;Syst. Control. Lett.;journals/scl/Stupariu14;2020-10-26;;;;;;1-5;;;;;;A quiver approach to studying orbit spaces of linear systems.;;;db/journals/scl/scl73.html#Stupariu14;73;2014.0
6614713;Pietro Tesi|Shuai Feng;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2017.08.003;;;Syst. Control. Lett.;journals/scl/FengT17;2020-02-24;;;;;;40-47;;;;;;Networked control systems under Denial-of-Service: Co-located vs. remote architectures.;;;db/journals/scl/scl108.html#FengT17;108;2017.0
6614714;Cheng-Chew Lim|Yi Shen 0001|Zhenhua Wang 0004;;0000-0002-2463-9760|0000-0002-3198-1927|0000-0003-4923-9381;;;;;;;;;https://doi.org/10.1016/j.sysconle.2018.04.003;;;Syst. Control. Lett.;journals/scl/WangLS18;2020-02-24;;;;;;41-46;;;;;;Interval observer design for uncertain discrete-time linear systems.;;;db/journals/scl/scl116.html#WangLS18;116;2018.0
6614715;Pierre Lissy;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2014.04.011;;;Syst. Control. Lett.;journals/scl/Lissy14;2020-02-24;;;;;;98-102;;;;;;An application of a conjecture due to Ervedoza and Zuazua concerning the observability of the heat equation in small time to a conjecture due to Coron and Guerrero concerning the uniform controllability of a convection-diffusion equation in the vanishing viscosity limit.;;;db/journals/scl/scl69.html#Lissy14;69;2014.0
6614716;Nael H. El-Farra|Panagiotis D. Christofides|Prashant Mhaskar;;0000-0001-5866-211X;;;;;;;;;https://doi.org/10.1016/j.sysconle.2005.04.005;;;Syst. Control. Lett.;journals/scl/El-FarraMC05;2020-02-24;;;;;12;1163-1182;;;;;;Output feedback control of switched nonlinear systems using multiple Lyapunov functions.;;;db/journals/scl/scl54.html#El-FarraMC05;54;2005.0
6614717;Xiuxiang Zhou|Yanqing Wang;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2020.104732;;;Syst. Control. Lett.;journals/scl/WangZ20b;2021-03-08;;;;;;104732;;;;;;Exact controllability of stochastic differential equations with memory.;;;db/journals/scl/scl142.html#WangZ20b;142;2020.0
6614718;Hernán R. Henríquez;;;;;;;;;;;https://doi.org/10.1016/S0167-6911(01)00104-9;;;Syst. Control. Lett.;journals/scl/Henriquez01;2020-02-24;;;;;1;35-43;;;;;;Stabilization of hereditary distributed parameter control systems.;;;db/journals/scl/scl44.html#Henriquez01;44;2001.0
6614719;Costas Kravaris|Georgios Savoglidis;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2008.05.005;;;Syst. Control. Lett.;journals/scl/KravarisS08;2020-02-24;;;;;11;946-957;;;;;;Modular design of nonlinear observers for state and disturbance estimation.;;;db/journals/scl/scl57.html#KravarisS08;57;2008.0
6614720;Jean-Charles Delvenne|Ruggero Carli|Sandro Zampieri;;0000-0001-8926-1888;;;;;;;;;https://doi.org/10.1016/j.sysconle.2009.08.005;;;Syst. Control. Lett.;journals/scl/DelvenneCZ09;2020-02-24;;;;;10-11;759-765;;;;;;Optimal strategies in the average consensus problem.;;;db/journals/scl/scl58.html#DelvenneCZ09;58;2009.0
6614721;Janusz Wyrwal|Jerzy Klamka;;0000-0003-0227-4569;;;;;;;;;https://doi.org/10.1016/j.sysconle.2007.10.002;;;Syst. Control. Lett.;journals/scl/KlamkaW08;2020-02-24;;;;;5;386-391;;;;;;Controllability of second-order infinite-dimensional systems.;;;db/journals/scl/scl57.html#KlamkaW08;57;2008.0
6614722;Juan C. Jiménez|T. Ozaki;;;;;;;;;;;https://doi.org/10.1016/S0167-6911(02)00150-0;;;Syst. Control. Lett.;journals/scl/JimenezO02;2020-02-24;;;;;2;91-101;;;;;;Linear estimation of continuous-discrete linear state space models with multiplicative noise.;;;db/journals/scl/scl47.html#JimenezO02;47;2002.0
6614723;Izchak Lewkowicz;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2020.104816;;;Syst. Control. Lett.;journals/scl/Lewkowicz21;2021-03-08;;;;;;104816;;;;;;Passive linear continuous-time systems: Characterization through structure.;;;db/journals/scl/scl147.html#Lewkowicz21;147;2021.0
