DOI,AuthorName,Author-orcid,VenueType,Title,YearPublished,PaperType,Abstract,EditorName,ChairName,ConfName,ConfType,JournalName,ReviewerName1,ReviewerName2,ReviewText1,ReviewText2,ReviewDecision1,ReviewDecision2,FinalDecision,Keywords,VolumeNr,IndexNr,Citation_DOI,Area,Affiliation,YearsReviewerExperience1,YearsReviewerExperience2,ManagesProductionProcess,ManagesPanelsContent,Frequency,JournalImpactFactor
6698948,Bjorn Lindenberg|Eric Bjarkvik|Jeffrey D. Gonder|Lei Zhu 0008|Mitra Pourabdollah,7603-0014-4|13-663282-5|289-91802-7|370-82304-X|940355-36-X,C,An Automated Vehicle Fuel Economy Benefits Evaluation Framework Using Real-World Travel and Traffic Data.,2019,FullPaper,Dolore labore quaerat modi. Labore dolore sit sed velit tempora sed eius. Labore aliquam ut ipsum velit. Modi labore dolore est. Neque sit modi aliquam est velit amet tempora.,,Michael Ward,Face-to-face demand-driven frame,W,,Borjan Geshkovski,Andrew M. Stuart,Eius dolore quiquia sit aliquam quiquia dolore.,Aliquam adipisci dolorem tempora.,True,True,True,Polynomial-time|data querying|indexing|data management|Output-feedback,,7716,6698762,database,"Shaw-Hernandez|Johnson, Williams and Riley|Olson-Hinton|Smith, Smith and Garner|Diaz PLC",8,2,,True,irregular,
6698949,Beiyuan Guo|Ke Niu 0003|Qi Song|Weining Fang,215-09413-9|7433-2080-3|589-45151-6|7339-6134-4,J,Conceptual Model Development of Dispatching Team Task Complexity for Metro Operating Control Center.,2021,DemoPaper,Etincidunt magnam adipisci ipsum. Etincidunt non est est dolorem amet. Modi tempora neque dolorem quisquam aliquam. Est sit voluptatem porro magnam quaerat quaerat amet. Ipsum non neque dolor. Aliquam consectetur quaerat tempora adipisci velit dolor.,Christopher Matthews,,,,Cross-platform client-server collaboration,Hamid R. Ossareh,M. Kanat Camlibel,Quiquia amet quisquam voluptatem velit etincidunt labore.,Neque voluptatem ut magnam.,True,True,True,Event-triggered|Controllability|Interconnection|Safety-critical|Controllability,314,,6699607,data modeling,"Sexton-Noble|Aguilar, Gonzalez and Farmer|Harvey LLC|Stanton and Sons",9,7,False,,,45.89857478077095
6698951,Chuan Ding|Guangquan Lu|Xiaotong Xu|Yingrong Lu,641-32275-8|18-944932-6|622-32213-4|256-51307-8,C,A Speed Control Method at Successive Signalized Intersections Under Connected Vehicles Environment.,2019,ShortPaper,Voluptatem quiquia tempora velit sit tempora porro voluptatem. Quaerat non adipisci eius quaerat eius. Quaerat sit quisquam quiquia. Dolorem dolore dolorem numquam adipisci ut. Porro numquam dolorem quiquia consectetur eius non sed. Non amet quiquia tempora porro sed. Eius voluptatem aliquam amet labore. Sit dolore voluptatem amet adipisci ut amet.,,Carmen Kelly,Reactive discrete productivity,R,,Giovanni Staglianò,Bernard Brogliato,Adipisci porro eius dolorem consectetur numquam consectetur.,Adipisci labore voluptatem voluptatem est.,True,True,True,Continuous-time|Nonovershooting|Stabilizability|Delay-dependent|Controllability,,4964,6702061,data modeling,"Cook-Johnson|Vargas LLC|Castro Ltd|Brown, Bridges and Hart",8,8,,True,biennial,
6698952,Qun Chen|Yan Wang,16-739892-9|945313-34-X,J,Dynamic Parking Allocation Model in a Multidestination Multiple Parking Lot System.,2022,FullPaper,Dolorem sit voluptatem amet sit. Quisquam voluptatem voluptatem consectetur porro amet. Sit ut eius non numquam adipisci dolorem. Magnam aliquam adipisci velit non. Est quaerat labore adipisci. Ut labore porro modi. Consectetur amet est quisquam non. Neque eius porro magnam ipsum.,Amy Alexander,,,,Synergistic bifurcated flexibility,Milan Simic,Bilal Senol,Labore ut porro numquam eius neque ut quisquam.,Tempora quaerat magnam neque voluptatem amet.,True,True,True,"Delay-dependent|database|Event-triggered|Controllability|Irreducibility,",946,,6701127,data modeling,"Hughes, Holder and Mitchell|Wilson Group",1,5,True,,,8.450526453616769
6698954,Cristina Olaverri-Monreal|Gerd Krizek|Matthias Pichler|Sebastian Naumann,04-402509-0|04-530036-5|934042-60-2|01-502000-5,J,Shadow as Route Quality Parameter in a Pedestrian-Tailored Mobile Application.,2016,ShortPaper,Quaerat quaerat porro consectetur magnam etincidunt sed dolorem. Numquam quisquam porro consectetur porro aliquam dolore modi. Quisquam aliquam labore magnam. Ut consectetur dolor labore tempora. Non porro ut amet amet neque. Amet aliquam consectetur numquam amet quisquam. Numquam sed labore dolore magnam. Quiquia sed consectetur ut. Labore dolore porro aliquam amet dolor. Est neque etincidunt aliquam neque.,David Campbell,,,,Vision-oriented web-enabled functionalities,Boris Thibert,Hao Wang,Est aliquam dolorem consectetur velit.,Adipisci sit aliquam modi modi sed.,True,True,True,Delay-dependent|Output-feedback|Controllability|Synchronization|Interconnection,445,,6700369,database,"Ortiz-Moss|Lee, Peterson and Hicks|Thomas, Hernandez and Gonzalez|Johnson-Flores",8,7,False,,,35.4630156199374
6698956,Chuan Ding|Haode Liu|Sen Luan|Xiaolei Ma|Yunpeng Wang,641-32275-8|7346-0788-2|574-78210-8|7748-9260-X|381-12494-1,J,Spatial Interpolation of Missing Annual Average Daily Traffic Data Using Copula-Based Model.,2019,FullPaper,Quiquia numquam modi tempora etincidunt quaerat. Est labore eius quisquam ipsum. Dolor quiquia ut modi. Dolor quiquia magnam ipsum sed labore voluptatem. Numquam tempora magnam aliquam magnam quiquia. Neque velit tempora eius eius dolorem quisquam modi. Quaerat quaerat porro voluptatem adipisci. Adipisci non porro sed sit sit. Velit labore sed magnam numquam numquam ipsum consectetur.,Steve Luna,,,,Reduced background customer loyalty,Hanna Bogucka,David Seifert,Sed non non dolore dolore.,Modi est amet amet adipisci quisquam magnam.,True,True,True,Passivity-based|Safety-critical|Event-triggered|Leader-follower|ε-Insensitizing,805,,6701223,data management,"Hess, Melendez and Cline|Wood Ltd|Carney, Torres and Medina|Larson-Wilson|Diaz PLC",9,1,True,,,15.741913537872465
6698957,Daniele Borio,540-97197-0,J,An Experimental Evaluation of Global Navigation Satellite System/Inertial Navigation System-Verification Strategies for Vehicular Applications.,2020,DemoPaper,Consectetur velit adipisci non tempora. Ipsum ut quisquam voluptatem. Neque sed amet consectetur est est amet. Dolorem ipsum ipsum voluptatem labore consectetur modi quiquia. Aliquam amet adipisci quaerat quisquam quisquam quisquam. Quisquam voluptatem quiquia quisquam eius numquam dolor. Est amet ut tempora quaerat velit. Tempora amet dolorem non numquam velit eius modi. Modi voluptatem quaerat dolorem sit dolore sit.,Kevin Moore,,,,Phased reciprocal firmware,Lei Peng 0002,Ali Devran Kara,Aliquam quisquam labore etincidunt.,Etincidunt amet sit amet sit voluptatem.,True,True,True,Parametrization|big data|Output-feedback|Polynomial-time|Synchronization,377,,6699982,big data,Carroll PLC,7,3,False,,,39.31192759585193
6698958,Dianhai Wang|Dongfang Ma|Sheng Jin 0001|Weiwei Guo|Xiaoqin Luo,19-363862-8|85633-608-9|619-63101-0|692-86068-0|8285-0513-7,C,Estimating Maximum Queue Length for Traffic Lane Groups Using Travel Times from Video-Imaging Data.,2018,Poster,Dolor ipsum non non numquam. Velit dolore eius tempora etincidunt eius labore. Ipsum consectetur consectetur dolore eius. Non labore amet dolor dolorem dolore etincidunt. Dolore est ipsum neque adipisci consectetur consectetur velit. Adipisci numquam dolore dolore.,,Matthew Howell,Ameliorated explicit knowledgebase,E,,Boubekeur Targui,Joachim Rosenthal,Modi est ipsum quiquia velit.,Etincidunt adipisci velit neque porro.,True,True,True,Controllability|Single-boundary|Implicit-system|Representations|data querying,,4009,6699946,database,"Williams, Day and Thompson|Singh, Hodge and Jones|Mcneil-Huffman|Cruz-Nunez|Warren Group",6,9,,True,quadrennial,
6698960,Miguel Ángel Sotelo|Reza Malekian|Rui Zhang|Yulin Ma|Zhixiong Li,439-05226-4|513-38245-5|932437-26-2|09-648184-X|09-941731-5,C,Energy Dissipation Based Longitudinal and Lateral Coupling Control for Intelligent Vehicles.,2018,ShortPaper,Neque dolore magnam ut aliquam magnam quaerat quaerat. Neque dolore magnam etincidunt consectetur. Sit magnam consectetur dolore labore. Quisquam neque magnam amet numquam dolorem etincidunt etincidunt. Modi adipisci dolor sit. Ut magnam quaerat modi dolor numquam quisquam velit. Non dolore ipsum quisquam. Numquam tempora adipisci neque numquam sed. Amet tempora dolore modi.,,Alexandra Boyd,Managed stable help-desk,E,,Le Hong Trang,Bo Zhang 0048,Aliquam consectetur tempora aliquam porro dolore dolore.,Consectetur magnam quiquia voluptatem quaerat est.,True,True,True,Nonovershooting|Delay-dependent|Continuous-time|Event-triggered|Continuous-time,,1051,6700419,indexing,Bennett PLC|Rivera-Walker|Martin-Ortiz|Griffith-Bush|Montgomery-Jones,7,8,,False,irregular,
6698963,Earl E. Lee II|Mark M. Nejad|Zijia Zhong,287-89173-8|573-72068-7|09-978932-6,C,Autonomous and Semiautonomous Intersection Management: A Survey.,2021,DemoPaper,Amet quisquam magnam adipisci quisquam adipisci labore. Ut numquam tempora quaerat numquam dolor velit velit. Est velit dolor quisquam magnam dolore eius quisquam. Neque eius amet numquam dolorem quisquam. Dolorem etincidunt voluptatem neque modi numquam dolorem magnam. Modi ipsum etincidunt adipisci eius numquam quiquia. Numquam aliquam modi ut modi etincidunt. Quisquam est adipisci consectetur magnam modi.,,Kristen Espinoza,Multi-layered asymmetric functionalities,W,,Fayez Shakil Ahmed,Liangbin Zhao,Non numquam consectetur amet.,Non aliquam numquam quiquia adipisci labore ut porro.,True,True,True,Event-triggered|Event-triggered|Controllability|Controllability|Representations,,6470,6701430,data processing,"George-Wheeler|Carter, Krause and Campbell|Garcia LLC",6,7,,False,annual,
6698964,Philippe Bonnifait|Sergio Alberto Rodriguez Florez|Vincent Frémont|Véronique Cherfaoui,605-17537-2|8378-8045-X|11-993875-9|8338-1031-1,J,An Embedded Multi-Modal System for Object Localization and Tracking.,2012,DemoPaper,Ut quiquia dolore etincidunt consectetur tempora sed labore. Labore quaerat sed eius modi voluptatem ipsum. Dolorem ipsum non neque. Dolor sed velit amet quaerat magnam velit non. Sed consectetur adipisci adipisci dolorem tempora. Consectetur dolore magnam modi tempora non numquam. Numquam sit aliquam neque. Quisquam eius quiquia consectetur neque etincidunt neque neque. Dolorem ipsum ipsum adipisci voluptatem aliquam magnam eius.,Deborah Ballard,,,,Proactive encompassing conglomeration,Alexander L. Fradkov,Liu Liu 0003,Tempora neque quaerat quaerat ipsum.,Modi modi porro dolorem etincidunt.,True,True,True,Synchronization|Stabilizability|Vision-Enhanced|Delay-dependent|Passivity-based,126,,6698650,big data,"Jennings-Swanson|Aguilar, Carroll and Wong|Hess, Melendez and Cline|Roberts and Sons",5,4,False,,,5.869221624361004
6698966,Yisheng Lv,7158-4366-8,J,Chair for Intelligent Transportation Systems-Sustainable Transport Logistics 4.0.,2021,FullPaper,Quaerat dolore magnam modi quisquam non adipisci. Quiquia numquam sed neque. Magnam etincidunt dolore quaerat velit. Neque est est sit est. Aliquam est quaerat quaerat numquam velit est. Aliquam ipsum non voluptatem velit ut dolorem tempora.,Mary Young,,,,Customizable local neural-net,Hamid R. Ossareh,Chadi Nour,Dolorem tempora sed ipsum eius ut consectetur.,Dolor magnam porro tempora quaerat quaerat quiquia magnam.,True,True,True,Prescribed-time|Delay-dependent|Synchronization|data processing|Delay-dependent,677,,6701432,indexing,Brown-Campbell,2,8,True,,,47.02580023889239
6698967,Changxu Sean Wu|Cristina Olaverri-Monreal|Guofa Li|Hamid Taghavifar|Shen Li|Shengbo Eben Li|Xiaobo Qu 0002|Yang Xing,9928551-8-4|04-402509-0|383-16554-5|381-63440-3|683-49181-8|8457-8828-5|364-19075-0|01-296898-7,C,Driver Behavior in Intelligent Transportation Systems [Guest Editorial].,2022,DemoPaper,Sed quaerat quiquia ut quaerat etincidunt. Dolore velit ut etincidunt consectetur quisquam etincidunt tempora. Aliquam labore ut velit tempora dolore neque voluptatem. Neque sed porro quaerat dolore non consectetur. Numquam ipsum quaerat porro adipisci porro. Sit ipsum dolore non quisquam quisquam est tempora. Magnam porro porro ipsum non. Quisquam quiquia eius numquam. Porro adipisci adipisci est.,,Rachel Gross,Face-to-face bi-directional matrix,R,,Guanrong Chen,Anthony Quinn,Eius consectetur eius tempora modi dolorem.,Magnam quiquia neque velit adipisci.,True,True,True,Single-boundary|Knowledge-based|Output-feedback|Next-Generation|Nonovershooting,,6593,6698038,data processing,"Sanchez-Valdez|Wade-Perry|Li, Hall and Green|Hamilton-Castillo|Acosta, Burton and Bradshaw|Roman-Scott|Cruz-Nunez|Wilson-Vasquez",2,5,,False,triennial,
6698968,Ljubo B. Vlacic,88825-527-5,J,A Pandemic-Resilient Transportation System Paradigm [Editor's Column].,2021,FullPaper,Adipisci velit dolor dolore dolore dolor numquam quiquia. Labore dolor dolorem amet numquam sed. Voluptatem non adipisci adipisci. Est dolore modi aliquam porro labore neque. Ut dolorem numquam quiquia magnam eius. Consectetur quisquam labore amet etincidunt quaerat dolorem. Porro eius modi voluptatem tempora porro quaerat. Quaerat sed dolor sed sed magnam porro tempora. Adipisci dolor adipisci magnam. Dolor etincidunt ut consectetur quisquam porro.,Amanda White,,,,Synergized incremental encryption,Hamid Abdi,Andreas Dander,Eius amet non quaerat non aliquam modi.,Eius porro modi porro porro numquam quisquam quaerat.,False,True,False,Nonovershooting|Controllability|Next-Generation|Leader-follower|Continuous-time,319,,6699397,database,Cruz-Nunez,4,5,False,,,25.223918484491637
6698970,Yisheng Lv,7158-4366-8,J,Minnesota Intelligent Transportation Systems Laboratory [ITS Research Lab].,2022,DemoPaper,Quisquam quisquam voluptatem neque non ut velit labore. Quaerat consectetur amet etincidunt dolor quiquia. Aliquam ipsum quiquia aliquam consectetur modi ipsum sed. Adipisci sit numquam sit amet quiquia. Labore numquam eius dolore dolor modi quisquam voluptatem. Ut non dolore ut numquam labore non quaerat.,Erica Carson,,,,Persistent impactful portal,Francesco Delli Priscoli,Eduardo Carrillo Zambrano,Dolorem quiquia neque dolore magnam.,Non numquam sed sed.,True,True,True,big data|data management|Delay-dependent|Controllability|Event-triggered,898,,6698834,data querying,Brooks-Ho,9,1,True,,,32.81818896377121
6698971,José Javier Samper Zapater|Luis Felipe Herrera-Quintero|Miroslav Svitek|Walid David Jalil-Nasser,217-05316-2|472-68610-X|635-24806-8|9561122-8-4,C,Special Section on ITS Services to Smart City Context [Guest Editorial].,2018,Poster,Adipisci adipisci modi ipsum consectetur quiquia. Amet ut quisquam voluptatem velit quaerat ipsum voluptatem. Numquam tempora consectetur eius adipisci etincidunt sed sit. Porro dolorem dolor voluptatem. Velit numquam neque neque est ut. Dolore voluptatem quaerat porro magnam consectetur adipisci. Modi ut est eius numquam dolore sit amet. Ut quaerat eius tempora magnam dolor.,,Benjamin Lewis,Face-to-face bi-directional matrix,R,,Chenguang Yang,Krzysztof Kaczmarski,Dolor neque tempora dolorem quisquam labore.,Velit quiquia amet labore adipisci labore velit.,True,True,True,Synchronization|Controllability|Controllability|Synchronization|Leader-follower,,1160,6701616,database,"Franco, Andrews and Nichols|Stewart-Walker|Griffin, Barnes and Wilkins|Johnson and Sons",8,2,,False,irregular,
6698972,Guohui Zhang 0001|Javier J. Sánchez Medina|Yinhai Wang,9841407-6-4|12-127182-8|88889-921-3,C,15th IEEE Intelligent Transportation Systems Conference (ITSC 2012) Papers [Guest Editorial].,2013,FullPaper,Velit consectetur magnam adipisci amet adipisci adipisci. Dolorem sed consectetur dolore sit adipisci velit. Labore consectetur magnam porro consectetur tempora dolorem adipisci. Ut consectetur etincidunt tempora. Amet aliquam consectetur modi non. Aliquam labore ut est dolorem aliquam quiquia sit.,,Emma Jimenez,User-friendly dynamic monitoring,E,,Manish Khare,Enrique Zuazua,Dolorem ipsum dolor aliquam sit quaerat.,Modi dolore labore neque amet quaerat neque magnam.,True,True,True,Synchronization|Event-triggered|Coordinate-free|Interconnection|indexing,,8360,6698713,data management,"Doyle, Carlson and Hughes|Griffith-Bush|King, Stout and Walls",8,8,,True,biennial,
6698974,Alberto Valejo|Conceição Magalhães|Cristiano Premebida|Fawzi Nashashibi|Felipe Jiménez|José Eugenio Naranjo|Mauro Gil|Pedro Serra|Rodrigo Castiñeira,337-42092-3|05-249471-4|480-70689-3|491-72685-8|567-47532-2|372-79471-1|03-046054-9|902015-61-1|212-77326-X,C,"Cross-Border Interoperability for Cooperative, Connected, and Automated Driving.",2022,DemoPaper,Numquam dolor quisquam dolore. Consectetur est neque modi est aliquam porro. Ut aliquam tempora consectetur. Consectetur sed sit sed labore neque porro tempora. Est etincidunt sed magnam ut sit porro velit.,,Timothy Smith,Configurable multi-state ability,W,,Guohao Zhang,Ljubo B. Vlacic,Est dolor consectetur neque.,Sit quiquia eius dolor.,True,True,True,Event-triggered|Leader-follower|Coordinate-free|Synchronization|Synchronization,,3629,6698630,database,"Watson-Jimenez|Skinner LLC|Armstrong-Montes|Wu PLC|Richards, Larsen and Nguyen|Ramirez PLC|Camacho, Miller and Torres|Webster, Rivera and Sanchez|Hood-Washington",4,5,,False,annual,
6698975,Fei-Yue Wang 0001|Gisele Bennett|Naiyue Chen|Weibing Zhang|Yidong Li,520-18331-1|9935122-4-9|298-54377-9|09-610085-4|484-66751-6,J,Digital Twin and Parallel Intelligence Based on Location and Transportation: A Vision for New Synergy Between the IEEE CRFID and ITSS in Cyberphysical Social Systems [Society News].,2021,ShortPaper,Ipsum quaerat labore adipisci labore velit dolore. Voluptatem velit dolore aliquam quiquia quiquia. Eius porro dolor quiquia neque adipisci. Consectetur etincidunt quisquam sit. Dolorem quaerat dolor porro. Tempora amet dolor porro. Dolor ipsum neque voluptatem. Dolor aliquam sit dolore modi ut ipsum velit. Dolore porro porro sit tempora ipsum velit.,Rachel Gross,,,,Innovative 5thgeneration productivity,Ali Hilal Ali,Hector Puebla,Modi dolore ut ipsum eius etincidunt quiquia.,Amet dolor modi sit.,True,False,False,Stabilizability|Representations|database|Delay-scheduled|Controllability,580,,6699238,data management,"Robbins-Bernard|Roach-Hughes|Thompson-Hawkins|Lowe, Ellis and Davila|Johnson, Horton and Clark",8,3,False,,,5.283710276702025
6698977,Danyang Tian|Ehsan Moradi-Pari|Hossein Nourkhiz Mahjoub|Sue Bai,234-00686-6|551-27561-9|348-68562-0|666-76364-X,J,The Smart Intersection: A Solution to Early-Stage Vehicle-to-Everything Deployment.,2022,ShortPaper,Eius ipsum modi etincidunt adipisci consectetur. Consectetur sed quisquam ut sed quiquia. Modi consectetur ut modi neque est. Dolor aliquam quiquia labore ut dolorem. Est dolore dolore quiquia.,Kelly David,,,,Persevering zero administration synergy,Alessandro Abate,Sean Qian,Velit velit quisquam quiquia dolore.,Neque quisquam numquam quaerat porro voluptatem.,False,True,False,"Softwarization,|Output-feedback|Parametrization|Continuous-time|Synchronization",850,,6702115,data management,Rhodes-Carr|James PLC|Robinson-Travis|Patel Group,8,3,False,,,31.819468715455574
6698978,Fernando García Fernandez|Zhixiong Li,7104-3137-2|09-941731-5,C,[PH.D. & M.PHIL. Theses' Abstracts].,2021,DemoPaper,Amet dolor quaerat dolorem eius modi neque magnam. Modi amet etincidunt adipisci quaerat labore. Ipsum voluptatem consectetur ipsum tempora dolorem eius. Neque quiquia sed quisquam dolor. Amet modi modi quisquam consectetur. Aliquam eius quaerat tempora etincidunt. Neque dolore magnam ipsum sit dolore dolorem. Dolore dolore numquam amet magnam consectetur tempora.,,Dr. Ricky Johnson,Right-sized stable synergy,R,,Moshe Sheintuch,Paula Rocha 0001,Porro eius amet modi numquam non dolorem quaerat.,Magnam adipisci etincidunt amet porro.,True,True,True,Controllability|Linearizability|Event-triggered|Continuous-time|Representations,,8701,6698116,big data,Sexton-Noble|Carpenter Group,1,4,,True,annual,
6698979,Benjamin Völz|Hubert Rehborn|Jan Strohbeck|Johannes Müller 0003|Jonas Paczia|Martin Herrmann|Matthias Maier|Michael Buchholz|Oliver Stein|Rüdiger-Walter Henn,7934-6312-0|481-22997-5|699-42524-X|11-160232-2|655-11586-9|588-05408-4|551-31621-5|13-922513-3|667-47254-4|339-83292-9,C,Handling Occlusions in Automated Driving Using a Multiaccess Edge Computing Server-Based Environment Model From Infrastructure Sensors.,2022,DemoPaper,Quisquam velit non quaerat velit non ipsum consectetur. Velit quisquam sed quaerat sit. Adipisci voluptatem magnam numquam voluptatem quiquia. Etincidunt amet numquam sed adipisci neque tempora. Aliquam voluptatem tempora velit tempora voluptatem neque.,,Dawn Moore,Synchronized 3rdgeneration Graphical User Interface,R,,Alexandra Rodkina,Stefano Battilotti,Voluptatem neque est adipisci tempora modi tempora.,Ut quaerat labore dolor.,True,True,True,Interconnection|Interconnection|Event-triggered|Synchronization|Output-feedback,,3141,6702045,data processing,"Hoover, Williams and Jones|Mendez and Sons|Macdonald-Bright|Lawson-Holt|Curtis, Ponce and Baker|Smith and Sons|King and Sons|Ochoa Inc|Mcneil-Huffman|Harper, Hinton and Kelley",9,9,,False,irregular,
6698982,Ho-Jong Lee|Saied Taheri,88488-522-3|295-09292-6,J,Intelligent Tires?A Review of Tire Characterization Literature.,2017,DemoPaper,Quaerat magnam quisquam dolor. Quiquia velit non quisquam. Amet consectetur dolore velit non. Aliquam modi sit dolorem non non non. Etincidunt velit neque dolore porro aliquam eius. Velit dolor adipisci est numquam porro modi amet. Est tempora ut est ipsum. Ut dolore labore dolore est dolore.,Jonathan Byrd,,,,Fully-configurable mission-critical system engine,Daniel Franco 0001,Jan Maximilian Montenbruck,Eius ipsum modi quaerat eius.,Velit neque labore ipsum.,True,True,True,data querying|Leader-follower|Output-feedback|Synchronization|Polynomial-time,639,,6701130,indexing,"Baker, Cain and Farley|Suarez and Sons",6,8,False,,,48.242489475417024
6698983,Baocai Yin|Hao Liu 0040|Shaofan Wang|Xia Zhao 0003|Yong Zhang 0029|Yongli Hu|Zhen Sean Qian,903697-07-9|560-94652-6|87947-213-0|08-336192-9|470-80440-3|8395-1415-5|00-191198-1,J,Detecting Pickpocketing Gangs on Buses with Smart Card Data.,2019,FullPaper,Quiquia quiquia eius etincidunt aliquam sit. Adipisci non quiquia adipisci non magnam. Tempora quisquam dolorem voluptatem amet quaerat labore labore. Porro quiquia dolor ipsum. Labore quaerat neque modi ipsum. Amet tempora quisquam magnam quisquam ut. Ut sit etincidunt modi sed dolor. Sit adipisci magnam magnam voluptatem amet sed.,Kristina Burgess,,,,Open-source 5thgeneration task-force,Guoqiang Hu 0001,Liangjian Hu,Dolor quaerat adipisci modi aliquam aliquam non tempora.,Ipsum consectetur neque non neque etincidunt sit amet.,True,True,True,Controllability|Passivity-based|Delay-dependent|Vision-Enhanced|Event-triggered,739,,6699191,database,"Becker LLC|Brooks Ltd|Shaw-Hernandez|Moss, Choi and Ramsey|Ross Group|Miranda LLC|Rivera-Owens",3,1,False,,,29.02482059757108
6698985,Geert Tasseron|Karel Martens|Rob van der Heijden,562-47235-4|377-71318-6|497-83771-2,C,The Potential Impact of Vehicle-to-Vehicle Communication on On-Street Parking Under Heterogeneous Conditions.,2016,Poster,Ipsum consectetur ipsum neque velit. Ipsum ut magnam tempora sit dolore dolore. Voluptatem numquam ut dolor quiquia modi etincidunt. Eius quiquia voluptatem etincidunt non aliquam sit. Sed non eius voluptatem velit amet sit quaerat. Ut porro tempora quisquam est porro modi quiquia. Eius labore aliquam quaerat tempora eius. Eius quisquam quiquia ut neque ipsum. Tempora ut ut numquam consectetur dolore.,,James Tran,Robust non-volatile focus group,S,,Anna Formica,Didier Henrion,Aliquam modi numquam magnam non velit velit sit.,Non etincidunt magnam quiquia dolore.,False,True,False,Delay-dependent|Representations|data processing|Polynomial-time|Leader-follower,,3340,6701289,indexing,"Rodriguez, Clark and Fox|Lee, Peterson and Hicks|Singh, Hodge and Jones",8,9,,True,quadrennial,
6698986,Agustín Martínez-Hellín|David Fernández Llorca|Iván García Daza|Miguel Ángel Sotelo|Sergio Alvarez Pardo,556-62082-7|05-340955-X|461-77752-X|439-05226-4|591-76904-5,C,Parking Assistance System for Leaving Perpendicular Parking Lots: Experiments in Daytime\/Nighttime Conditions.,2014,FullPaper,Ut modi dolorem neque voluptatem amet dolorem. Dolorem dolore voluptatem numquam. Eius dolor quaerat adipisci voluptatem. Quaerat etincidunt labore velit dolorem ipsum quisquam adipisci. Tempora quaerat dolorem quisquam voluptatem etincidunt est numquam. Sed quisquam sit eius. Numquam ut labore voluptatem quiquia consectetur sed. Dolor voluptatem amet labore consectetur.,,James Peterson MD,Multi-layered national policy,R,,Kyungsup Kim,Cristina Pignotti,Neque non eius amet.,Consectetur porro sed velit.,True,False,False,Continuous-time|Event-triggered|Stabilizability|Event-triggered|database,,8778,6699984,database,"Martin, Thomas and Freeman|Yang Group|Hansen, Fry and Adams|Clay and Sons|Martin-Ortiz",4,9,,False,quadrennial,
6698989,Bart van Arem|Cornelis M. Gorter|Joost C. F. de Winter|Wouter J. Schakel,7617-7303-6|19-848945-1|694-27335-4|11-213389-9,C,Driving Characteristics and Adaptive Cruise Control ? A Naturalistic Driving Study.,2017,DemoPaper,Tempora etincidunt modi sit amet eius sed dolore. Dolore numquam quisquam ipsum velit quaerat. Dolore quiquia porro dolorem dolor consectetur labore. Ipsum aliquam magnam adipisci labore non sit neque. Modi voluptatem neque etincidunt labore sed.,,Austin Watkins,Multi-layered national policy,R,,Dennis S. Bernstein,Khac Duc Do 0001,Ut adipisci sit tempora modi dolorem dolor labore.,Dolor est amet quiquia sit quaerat magnam dolor.,True,True,True,Synchronization|data processing|database|Coordinate-free|Delay-dependent,,7373,6699551,indexing,"Copeland, Perez and Lewis|Williams, Day and Thompson|Bush-Castro|Beasley Group",8,6,,False,quadrennial,
6698991,Cristina Olaverri-Monreal,04-402509-0,J,Transportation Related Research at the University of Auckland [ITS Research Lab].,2018,DemoPaper,Eius dolore neque magnam aliquam modi. Sit dolore ut porro dolorem adipisci sed. Amet dolorem dolore sit non modi. Tempora amet etincidunt modi. Non sed quaerat voluptatem eius. Dolore velit aliquam neque quaerat velit quaerat dolor. Labore adipisci numquam quiquia tempora.,Terry Anderson,,,,Multi-channeled object-oriented toolset,Eugene A. Feinberg,Izumi Masubuchi,Eius quisquam amet adipisci non sed.,Est dolore dolore dolor quiquia non ipsum.,True,True,True,Output-feedback|Stabilizability|Vision-Enhanced|Leader-follower|Synchronization,684,,6699384,big data,"Cain, Edwards and Davidson",5,7,False,,,31.04399394662824
6698992,Chunhong Pan|Gaofeng Meng|Jianlong Chang|Lingfeng Wang|Shiming Xiang,513-34815-0|08-023085-3|7371-3990-5|519-40413-6|656-10593-1,C,Vision-Based Occlusion Handling and Vehicle Classification for Traffic Surveillance Systems.,2018,Poster,Quaerat amet numquam consectetur est. Dolore quaerat adipisci etincidunt sit dolorem modi neque. Etincidunt dolore sit dolor est quaerat dolorem. Sit quisquam neque consectetur amet. Ut sit numquam porro magnam labore. Quiquia etincidunt est quiquia quiquia.,,Kristin Webb,Managed discrete info-mediaries,W,,Borjan Geshkovski,Andrea Minari,Dolore sit neque quaerat tempora quaerat.,Quaerat amet neque aliquam velit sit est tempora.,True,True,True,Delay-dependent|Output-feedback|Continuous-time|Controllability|Output-feedback,,6356,6700626,data modeling,"Riley, Blevins and Clark|Mcbride Ltd|Harris LLC|Yang Group|Scott, Keith and Shaw",2,1,,False,irregular,
