DOI,author,author-aux,author ID,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-label,note-type,number,pages,publisher,publnr,publtype,sub,venue,title,title-bibtex,tt,url,volume,year,edition_venue,chair,abstract,corresponding_author
6697564,Edmond Bianco,data storage,,,,,,,,Brian Torres,,http://biaa.eu/-upload/BIAA09.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco84f,2020-09-24,,,,,,43,,,,,W,Vouzzavedibisar: La légende du petit lapin et du petit renard.,,,db/journals/biaa/biaa9.html#Bianco84f,9,1984,ShortPaper,,Ut modi dolorem ipsum quiquia etincidunt consectetur dolor. Adipisci sed velit non labore. Ut neque etincidunt ipsum eius neque tempora. Aliquam quiquia magnam est dolor dolor labore. Dolorem numquam ut labore amet modi adipisci. Consectetur dolor amet ut quiquia. Etincidunt est dolor tempora. Porro amet etincidunt ipsum voluptatem. Aliquam eius dolor non sit est.,Edmond Bianco
6697566,Jean-Louis Imbert,data storage,,,,,,,,Deborah Mendoza,,http://biaa.eu/-upload/BIAA59.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Imbert01a,2020-09-24,,,,,,5-34,,,,,W,Introduction a l'algorithmique: les fichiers.,,,db/journals/biaa/biaa59.html#Imbert01a,59,2001,FullPaper,,Est modi est dolore dolor labore. Quaerat dolor dolor non amet quiquia. Quisquam adipisci non etincidunt est. Sed consectetur etincidunt sed. Magnam dolore quiquia voluptatem sed sit non numquam.,Jean-Louis Imbert
6697567,Edmond Bianco,data processing,,,,,,,,Alexander Compton,,http://biaa.eu/-upload/BIAA32.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco92e,2020-09-24,,,,,,21,,,,,J,Vouzzavedibisar: Les bonnes recettes de Tantine Danielle.,,,db/journals/biaa/biaa32.html#Bianco92e,32,1992,ShortPaper,,Quisquam numquam etincidunt ipsum dolorem. Consectetur ut dolore ut quaerat tempora consectetur quisquam. Modi velit aliquam est sit adipisci sit. Tempora quaerat porro quaerat. Tempora modi porro tempora neque. Amet non dolor amet.,Edmond Bianco
6697568,Edmond Bianco,data querying,,,,,,,,,,http://biaa.eu/-upload/BIAA50.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco98c,2020-09-24,,,,,,41,,,,,C,Vouzzavedibisar: Le temps des jacqueries.,,,db/journals/biaa/biaa50.html#Bianco98c,50,1998,DemoPaper,Kimberly Harris,Porro est quisquam velit. Ut etincidunt est velit aliquam aliquam aliquam. Est sed eius quisquam amet sed. Dolor dolore sit voluptatem modi. Quaerat dolore eius dolor neque dolore. Quisquam etincidunt ut sed quisquam sed. Aliquam eius numquam quaerat dolorem etincidunt.,Edmond Bianco
6697569,Michel Laï,data querying,,,,,,,,,,http://biaa.eu/-upload/BIAA38.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Lai94,2020-09-24,,,,,,9-26,,,,,C,La methode mood.,,,db/journals/biaa/biaa38.html#Lai94,38,1994,FullPaper,Robert Scott,Quisquam est quiquia quaerat ipsum dolore sit. Dolor ipsum dolorem tempora non. Quisquam etincidunt ut dolore dolore quisquam modi. Amet magnam etincidunt porro est eius ut. Consectetur etincidunt labore etincidunt tempora sed. Dolor magnam aliquam ipsum ipsum eius numquam. Labore labore porro numquam ipsum quaerat. Consectetur tempora quisquam numquam quaerat ut aliquam eius.,Michel Laï
6697570,Edmond Bianco,indexing,,,,,,,,James Jones,,http://biaa.eu/-upload/BIAA29.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco91b,2020-09-24,,,,,,1-4,,,,,W,"Éditorial: Informatique, la réalité dans l'irréel.",,,db/journals/biaa/biaa29.html#Bianco91b,29,1991,DemoPaper,,Neque sed est est tempora quiquia quaerat. Velit porro ipsum dolorem sit quiquia. Consectetur ut velit voluptatem. Eius aliquam velit porro. Dolor tempora voluptatem amet dolore. Voluptatem ut modi consectetur. Modi dolor labore amet ut velit quaerat.,Edmond Bianco
6697571,Edmond Bianco,data processing,,,,,,,,,,http://biaa.eu/-upload/BIAA19.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco88,2020-09-24,,,,,,1-4,,,,,C,Éditorial: Science et affolement.,,,db/journals/biaa/biaa19.html#Bianco88,19,1988,Poster,Phyllis Francis,Voluptatem sed consectetur quisquam adipisci. Velit quisquam sed quiquia numquam. Dolorem consectetur dolor modi ipsum. Quisquam numquam consectetur adipisci aliquam. Etincidunt velit ut quiquia porro porro sed. Non amet adipisci labore est numquam etincidunt aliquam. Velit eius velit porro aliquam aliquam. Magnam modi modi ipsum numquam quisquam amet ipsum.,Edmond Bianco
6697572,Edmond Bianco,data storage,,,,,,,,,,http://biaa.eu/-upload/BIAA62.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco02b,2020-09-24,,,,,,1-6,,,,,C,Éditorial: Informatique... Informatique...,,,db/journals/biaa/biaa62.html#Bianco02b,62,2002,Poster,Sylvia Valentine,Eius magnam dolor dolor eius ut eius quiquia. Magnam est ut modi quaerat. Est quaerat sed etincidunt modi labore. Dolor adipisci labore etincidunt numquam porro numquam labore. Neque dolorem dolor labore. Quiquia amet modi dolore sed quisquam quiquia.,Edmond Bianco
6697573,Jean-Marie Souriau,big data,,,,,,,,Diana Ellis,,http://biaa.eu/-upload/articleno1051.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Souriau16a,2020-09-24,,,,,,161-170,,,,,J,Science et Science-Fiction. Séminaire H.S.I.F.S. paru dans La Recherche. N°49 - octobre 1974.,,,db/journals/biaa/biaa105.html#Souriau16a,105,2016,DemoPaper,,Non non dolore modi. Dolor labore dolore dolorem dolor aliquam quiquia quiquia. Modi dolor neque dolor ipsum velit aliquam. Adipisci amet dolor ut aliquam adipisci porro. Aliquam non labore numquam numquam dolore. Dolor non dolor sed etincidunt. Ipsum quaerat quiquia eius amet non numquam ipsum. Non numquam voluptatem sed non dolorem est aliquam. Eius porro magnam non sit magnam. Neque adipisci sed dolorem non quisquam voluptatem.,Jean-Marie Souriau
6697575,Edmond Bianco,data querying,,,,,,,,,,http://biaa.eu/-upload/BIAA31.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco92b,2020-09-24,,,,,,28,,,,,C,Vouzzavedibisar: Communication moderne.,,,db/journals/biaa/biaa31.html#Bianco92b,31,1992,DemoPaper,Michael Bond,Quaerat voluptatem magnam non voluptatem dolor porro. Dolorem modi neque consectetur. Quaerat quaerat est sed magnam tempora labore voluptatem. Amet dolore dolorem ipsum. Numquam dolor dolore dolorem quisquam quiquia est. Tempora neque aliquam porro eius etincidunt aliquam modi.,Edmond Bianco
6697576,Sami Hilala,Model-invariant,,,,,,,,Jason Dunn,,http://biaa.eu/-upload/BIAA16.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Hilala87,2020-09-24,,,,,,15-54,,,,,W,Le micro-processeur 8040.,,,db/journals/biaa/biaa16.html#Hilala87,16,1987,FullPaper,,Dolor quiquia labore sed eius magnam etincidunt. Amet est porro non velit non. Quisquam etincidunt ipsum quaerat tempora quaerat est. Numquam porro eius magnam. Ut tempora adipisci porro quaerat voluptatem numquam numquam. Quaerat ut dolorem dolore.,Sami Hilala
6697577,Edmond Bianco,data storage,,,,,,,,,,http://biaa.eu/-upload/BIAA13.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco86,2020-09-24,,,,,,1-5,,,,,C,Éditorial: Informatique et changement de société.,,,db/journals/biaa/biaa13.html#Bianco86,13,1986,FullPaper,Donna Ferguson,Quiquia magnam etincidunt etincidunt tempora numquam ut. Non voluptatem labore voluptatem. Dolor voluptatem ipsum voluptatem sit eius. Amet quisquam dolore ut labore ipsum dolor ipsum. Adipisci ut dolorem aliquam.,Edmond Bianco
6697578,Edmond Bianco,data processing,,,,,,,,Melissa Ramos,,http://biaa.eu/-upload/BIAA60.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco01c,2020-09-24,,,,,,21,,,,,J,"Vouzzavedibisar: Savate Premier, chef de guerre.",,,db/journals/biaa/biaa60.html#Bianco01c,60,2001,FullPaper,,Sit velit neque dolorem tempora non modi aliquam. Non numquam non aliquam dolorem. Dolor velit consectetur voluptatem quisquam. Numquam ut dolorem quisquam magnam dolorem. Dolorem sit quiquia dolor. Voluptatem labore numquam tempora modi neque est eius. Adipisci etincidunt numquam sed quiquia numquam numquam. Eius magnam dolor tempora porro. Neque tempora ipsum adipisci.,Edmond Bianco
6697579,Edmond Bianco,data processing,,,,,,,,,,http://biaa.eu/-upload/BIAA47.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco97d,2020-09-24,,,,,,19-26,,,,,C,Chapitre 4 - la machine formelle.,,,db/journals/biaa/biaa47.html#Bianco97d,47,1997,FullPaper,Patricia Garcia,Sit quaerat etincidunt sit. Amet porro velit numquam numquam adipisci sed. Sed quiquia quisquam sit labore amet eius. Quaerat consectetur ut est. Quaerat modi neque dolorem ut. Neque est magnam velit. Tempora magnam tempora dolorem porro magnam etincidunt magnam. Aliquam tempora neque porro.,Edmond Bianco
6697580,Annagret Taeschner,data management,,,,,,,,,,http://biaa.eu/-upload/BIAA57.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Taeschner00b,2020-09-24,,,,,,25,,,,,C,Vouzzavedibisar: Seher.,,,db/journals/biaa/biaa57.html#Taeschner00b,57,2000,ShortPaper,Charles Gray,Dolore neque neque quiquia. Quiquia consectetur non modi ipsum ipsum. Quiquia porro numquam dolor eius quiquia amet modi. Non aliquam etincidunt quiquia consectetur. Quisquam consectetur numquam ut velit labore. Dolor eius eius dolorem porro voluptatem sed. Consectetur magnam non dolore quaerat. Aliquam eius neque dolor. Quisquam non aliquam tempora sed quaerat. Consectetur tempora quiquia labore amet dolorem.,Annagret Taeschner
6697581,Edmond Bianco,indexing,,,,,,,,Mark Smith,,http://biaa.eu/-upload/BIAA67.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco04a,2020-09-24,,,,,,27,,,,,J,Vouzzavedibisar: Les Gaullicoquins et les Grapurinades.,,,db/journals/biaa/biaa67.html#Bianco04a,67,2004,DemoPaper,,Etincidunt ipsum labore dolor quiquia aliquam quisquam. Dolorem labore quiquia dolore. Labore non quisquam aliquam. Dolorem quaerat sed dolor voluptatem sed dolor modi. Velit tempora adipisci dolorem aliquam.,Edmond Bianco
6697582,Patrick Abellard,data processing,,,,,,,,Thomas Garcia,,http://biaa.eu/-upload/BIAA40.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Abellard95,2020-09-24,,,,,,5-18,,,,,J,PFLUX: un logiciel d'analyse des reseaux de petri.,,,db/journals/biaa/biaa40.html#Abellard95,40,1995,ShortPaper,,Ut eius quisquam non amet voluptatem quisquam modi. Dolor tempora quiquia est ut tempora. Consectetur dolor quisquam labore quisquam velit non. Porro sed sed consectetur sit dolore dolorem dolorem. Sed modi adipisci voluptatem. Aliquam porro sit quiquia quiquia. Sed ut sed labore magnam. Sed amet amet etincidunt adipisci.,Patrick Abellard
6697583,Gérard Della Ragione,Non-equilibrium,,,,,,,,Hayley Brown,,,,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Ragione10,2020-09-24,,,,,,7-36,,,,,J,Outils informatiques pour les sciences humaines. extrait de cours.,,,db/journals/biaa/biaa87.html#Ragione10,87,2010,FullPaper,,Labore dolorem aliquam numquam. Velit etincidunt aliquam dolore. Voluptatem modi amet neque non porro consectetur. Voluptatem sit numquam quaerat eius. Dolor eius est labore est. Sed dolor ut tempora dolorem.,Gérard Della Ragione
6697584,Jean-Claude Risset,indexing,,,,,,,,,,http://biaa.eu/-upload/BIAA82.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Risset09,2020-09-24,,,,,,1-2,,,,,C,Éditorial: Lettre à Madame la Ministre.,,,db/journals/biaa/biaa82.html#Risset09,82,2009,Poster,Anne Bennett,Tempora non sed non. Consectetur magnam dolore velit consectetur tempora est dolore. Modi labore quisquam modi ipsum neque voluptatem. Non modi dolor amet. Consectetur modi dolorem ipsum aliquam sed. Amet etincidunt dolore amet adipisci. Quisquam consectetur consectetur est amet aliquam tempora. Etincidunt ipsum ipsum numquam dolore adipisci adipisci. Est ut amet sit dolor velit est est. Consectetur magnam consectetur quiquia etincidunt voluptatem.,Jean-Claude Risset
6697585,Edmond Bianco,data storage,,,,,,,,,,http://biaa.eu/-upload/BIAA09.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco84e,2020-09-24,,,,,,8-30,,,,,C,"Notion de systeme, systeme logiciel et systeme machine.",,,db/journals/biaa/biaa9.html#Bianco84e,9,1984,DemoPaper,Jennifer Reed,Eius velit neque adipisci quiquia dolor. Tempora numquam sed non quiquia. Voluptatem eius velit dolore quisquam eius dolore ut. Sit magnam neque neque voluptatem. Quiquia porro quaerat voluptatem. Dolorem etincidunt dolor labore sit ut. Non aliquam consectetur dolorem. Numquam porro amet sed dolore consectetur.,Edmond Bianco
6697586,Edmond Bianco,big data,,,,,,,,Jacob Holmes,,http://biaa.eu/-upload/BIAA69.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco04e,2020-09-24,,,,,,25,,,,,J,Vouzzavedibisar: Raffariconfiance.,,,db/journals/biaa/biaa69.html#Bianco04e,69,2004,DemoPaper,,Ut labore dolor est porro quaerat. Eius adipisci ut numquam non consectetur dolorem adipisci. Magnam amet porro numquam. Etincidunt ut ut voluptatem. Consectetur sit dolore amet. Magnam consectetur aliquam quaerat sed. Modi sit consectetur aliquam.,Edmond Bianco
6697587,Patrick Isoardi,indexing,,,,,,,,Crystal Conner,,http://biaa.eu/-upload/VOUZZA93.pdf,,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Isoardi12c,2020-09-24,,,,,,,,,,,N,Vouzzavedibisar: Salut Edmond Bianco. Souvenir de 1982.,,,db/journals/biaa/biaa93.html#Isoardi12c,93,2012,FullPaper,,Tempora quaerat ut magnam non. Modi sit quiquia non neque numquam. Dolorem etincidunt quaerat velit. Consectetur modi velit eius tempora. Dolorem sit voluptatem etincidunt porro eius labore labore. Etincidunt quaerat adipisci porro ipsum neque etincidunt. Amet non neque consectetur ipsum ipsum modi. Numquam quaerat sit magnam est eius. Dolor sit est ut magnam. Magnam eius consectetur velit porro quisquam consectetur ipsum.,Patrick Isoardi
6697588,Jean Véronis|Nancy Ide,data querying,,,,,,,,Cameron Farley,,http://biaa.eu/-upload/BIAA42.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/VeronisI95,2020-09-24,,,,,,13-38,,,,,J,Encodage des dictionnaires electroniques: problemes et propositions de la tei.,,,db/journals/biaa/biaa42.html#VeronisI95,42,1995,ShortPaper,,Quiquia modi adipisci quaerat quiquia dolorem sit quisquam. Magnam dolorem est dolorem aliquam. Dolor modi dolore adipisci voluptatem etincidunt numquam dolor. Adipisci consectetur velit labore dolor amet. Ut dolorem porro consectetur aliquam amet sed. Voluptatem quiquia neque eius tempora dolorem sit quisquam. Etincidunt velit non consectetur ipsum. Ipsum porro quaerat quiquia quiquia. Ut non voluptatem eius quiquia aliquam dolorem.,Jean Véronis
6697589,Christian Faivre,data modeling,,,,,,,,Ashley Sharp,,http://biaa.eu/-upload/articleno1041.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Faivre16,2020-09-24,,,,,,81-98,,,,,J,"Le nombre d'or, π et la pyramide de Khéops : une analyse arithmétique.",,,db/journals/biaa/biaa104.html#Faivre16,104,2016,FullPaper,,Quaerat neque ut dolore voluptatem numquam consectetur. Ut ut numquam labore quisquam porro est aliquam. Eius velit etincidunt eius amet quaerat adipisci. Labore quisquam neque sit dolorem est magnam quiquia. Sit modi sit neque ipsum sed porro voluptatem.,Christian Faivre
6697590,Edmond Bianco,data processing,,,,,,,,Brooke Phelps,,http://biaa.eu/-upload/BIAA31.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco92a,2020-09-24,,,,,,7-27,,,,,W,Le processeur de la procedure formelle.,,,db/journals/biaa/biaa31.html#Bianco92a,31,1992,FullPaper,,Aliquam amet ipsum sit sit tempora etincidunt. Sed dolor sed quisquam non. Quiquia tempora labore labore. Neque quisquam velit velit dolore aliquam aliquam. Sit eius modi ut porro velit. Tempora ut quiquia aliquam porro quaerat modi est. Ipsum sit ut eius voluptatem. Dolore aliquam consectetur porro non non modi neque. Dolore velit quaerat est.,Edmond Bianco
6697591,Edmond Bianco,data querying,,,,,,,,Autumn Ware,,http://biaa.eu/-upload/BIAA33.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco92h,2020-09-24,,,,,,32,,,,,J,Vouzzavedibisar: Le drame d'Arsène Lupin.,,,db/journals/biaa/biaa33.html#Bianco92h,33,1992,FullPaper,,Tempora amet amet labore eius quisquam. Quiquia consectetur dolor sit. Tempora aliquam velit neque dolorem magnam magnam. Aliquam modi quisquam velit ut. Non dolor est est neque. Voluptatem quaerat quaerat ut. Non est labore adipisci neque amet modi. Eius quaerat dolor labore dolor. Sed labore sed velit labore ipsum sit. Ipsum neque modi sed numquam consectetur consectetur.,Edmond Bianco
6697592,Eric Olivier,big data,,,,,,,,,,http://biaa.eu/-upload/articleno1002.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Olivier15,2020-09-24,,,,,,23-63,,,,,C,100 ans de Relativité Générale (I/III) : covariance.,,,db/journals/biaa/biaa100.html#Olivier15,100,2015,ShortPaper,Chris Mccarthy,Aliquam labore modi voluptatem. Sed ipsum labore eius aliquam tempora. Adipisci non velit tempora est dolorem. Dolorem numquam neque dolore sed neque adipisci non. Quiquia sit dolorem eius labore quiquia. Etincidunt dolore dolorem porro etincidunt.,Eric Olivier
6697593,Eric Olivier,data processing,,,,,,,,Michael Brock,,http://biaa.eu/-upload/articleno1012.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Olivier15a,2020-09-24,,,,,,97-123,,,,,N,100 ans de Relativité Générale (II/III) : courbure.,,,db/journals/biaa/biaa101.html#Olivier15a,101,2015,ShortPaper,,Dolor eius sit dolor porro quaerat adipisci consectetur. Amet aliquam magnam dolorem non numquam amet. Porro modi numquam velit. Velit eius porro dolorem quaerat sed sit voluptatem. Ut est dolorem est quisquam ipsum. Sit sit amet dolor voluptatem porro etincidunt. Velit dolorem ut numquam.,Eric Olivier
6697594,Edmond Bianco,data storage,,,,,,,,,,http://biaa.eu/-upload/BIAA63.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco02d,2020-09-24,,,,,,1-6,,,,,C,Éditorial: Un peu de sémantique.,,,db/journals/biaa/biaa63.html#Bianco02d,63,2002,DemoPaper,Peter Flowers,Labore porro numquam neque. Est quiquia tempora amet. Dolorem velit consectetur porro quisquam neque eius dolor. Tempora dolorem ipsum consectetur quaerat. Aliquam quiquia modi dolor dolorem voluptatem. Etincidunt est adipisci sed labore. Ut tempora tempora tempora sed eius porro tempora.,Edmond Bianco
6697595,Jean-Michel Knippel,data management,,,,,,,,Todd Wong,,http://biaa.eu/-upload/BIAA65.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Knippel03a,2020-09-24,,,,,,5-6,,,,,J,Apres hamlet-machine et turing-machine.,,,db/journals/biaa/biaa65.html#Knippel03a,65,2003,FullPaper,,Eius eius dolorem dolorem neque sed numquam non. Sed sed eius ipsum tempora. Aliquam ipsum voluptatem porro dolore quiquia quisquam voluptatem. Numquam quiquia sit ipsum quaerat tempora numquam amet. Numquam porro adipisci ipsum quiquia ipsum. Labore ipsum modi non. Magnam etincidunt dolor dolore neque dolorem. Aliquam modi eius magnam. Neque aliquam est velit numquam non.,Jean-Michel Knippel
6697596,Edmond Bianco,indexing,,,,,,,,Kathryn Cruz,,http://biaa.eu/-upload/BIAA12.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco85f,2020-09-24,,,,,,26-45,,,,,J,Notion de systeme: système logiciel et système machine (suite de suite).,,,db/journals/biaa/biaa12.html#Bianco85f,12,1985,DemoPaper,,Voluptatem dolor numquam quisquam aliquam est. Quiquia consectetur quiquia dolor quiquia etincidunt quisquam est. Modi dolorem dolorem quisquam sed neque non. Quaerat eius numquam adipisci est ut neque velit. Consectetur eius voluptatem adipisci.,Edmond Bianco
6697597,Robert Valette,big data,,,,,,,,Michael Zuniga,,http://biaa.eu/-upload/BIAA82.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Valette09,2020-09-24,,,,,,5-14,,,,,N,Génèse de la théorie des Réseaux de Petri 1962-1973.,,,db/journals/biaa/biaa82.html#Valette09,82,2009,DemoPaper,,Modi adipisci est quaerat consectetur quaerat consectetur. Quiquia quaerat neque adipisci velit ipsum neque. Sed neque dolorem consectetur adipisci numquam aliquam tempora. Non tempora amet eius modi. Voluptatem dolore ipsum labore non. Etincidunt amet quaerat adipisci eius dolor dolor dolor.,Robert Valette
6697598,Edmond Bianco,data management,,,,,,,,,,http://biaa.eu/-upload/BIAA27.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco90g,2020-09-24,,,,,,38-41,,,,,C,Dynamique de l'informatique.,,,db/journals/biaa/biaa27.html#Bianco90g,27,1990,ShortPaper,Mark Wheeler,Eius voluptatem sit numquam. Modi quiquia quisquam tempora amet porro magnam modi. Non adipisci quiquia velit. Amet sit ut quaerat ipsum non. Ut est amet modi porro.,Edmond Bianco
6697599,Annagret Taeschner,big data,,,,,,,,Christopher Wood,,http://biaa.eu/-upload/BIAA55.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Taeschner00,2020-09-24,,,,,,27,,,,,J,Vouzzavedibisar: P35 DV34.,,,db/journals/biaa/biaa55.html#Taeschner00,55,2000,DemoPaper,,Sed quisquam est labore sit velit dolorem tempora. Quaerat numquam sed amet quisquam aliquam labore. Tempora etincidunt adipisci labore eius. Non voluptatem etincidunt quaerat dolore voluptatem. Aliquam sed porro amet ut. Non tempora quiquia quaerat. Est labore magnam labore amet.,Annagret Taeschner
6697600,Eric Olivier,data querying,,,,,,,,,,http://biaa.eu/-upload/articleno972.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Olivier14,2020-09-24,,,,,,27-38,,,,,C,Qu'est-ce qu'une machine? (I/III).,,,db/journals/biaa/biaa97.html#Olivier14,97,2014,FullPaper,Jordan Curry,Sed adipisci voluptatem non sed dolore magnam neque. Sed voluptatem ipsum eius tempora eius. Magnam dolor ipsum tempora quaerat quaerat quaerat amet. Porro voluptatem adipisci quisquam sit dolore non. Ipsum dolore dolor neque. Non sit dolore tempora dolor.,Eric Olivier
6697601,Mohamed Tayeb Laskri,data processing,,,,,,,,,,http://biaa.eu/-upload/BIAA36.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Laskri93,2020-09-24,,,,,,13-28,,,,,C,Analyse automatique de requetes.,,,db/journals/biaa/biaa36.html#Laskri93,36,1993,DemoPaper,Glen Hall,Ut numquam modi consectetur neque. Magnam porro amet dolorem. Voluptatem dolorem ipsum numquam consectetur velit non numquam. Adipisci ut labore dolor. Quisquam ipsum adipisci dolorem ipsum neque. Dolorem labore etincidunt dolore amet ut consectetur sit. Quisquam ut quisquam ipsum non. Velit magnam amet etincidunt est etincidunt adipisci aliquam.,Mohamed Tayeb Laskri
6697602,Edmond Bianco,data querying,,,,,,,,Andre Floyd,,http://biaa.eu/-upload/BIAA58.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco01,2020-09-24,,,,,,1-6,,,,,J,"Éditorial: Informatique, économie et compagnie (suite 2).",,,db/journals/biaa/biaa58.html#Bianco01,58,2001,FullPaper,,Quaerat quaerat non quiquia porro etincidunt eius. Ipsum dolore dolore non. Amet consectetur adipisci sed neque etincidunt modi labore. Aliquam magnam labore ut voluptatem eius. Dolore quisquam adipisci adipisci. Porro tempora magnam velit labore quisquam dolore. Dolore aliquam etincidunt dolor voluptatem.,Edmond Bianco
6697603,André Richard|Carlos Derbez,Next-Generation,,,,,,,,Kelly Rogers,,http://biaa.eu/-upload/BIAA66.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/DerbezR03,2020-09-24,,,,,,15-28,,,,,J,Presentation de la gamme des ordinateurs adaptables.,,,db/journals/biaa/biaa66.html#DerbezR03,66,2003,ShortPaper,,Dolore dolor est neque voluptatem adipisci. Dolore numquam etincidunt numquam ipsum aliquam. Dolorem magnam non dolor. Ipsum adipisci porro quiquia eius dolor. Adipisci numquam ipsum tempora.,André Richard
6697605,Eric Olivier,data management,,,,,,,,,,http://biaa.eu/-upload/articleno1031.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Olivier16,2020-09-24,,,,,,11-72,,,,,C,Mécanique quantique I : bases mathématiques.,,,db/journals/biaa/biaa103.html#Olivier16,103,2016,Poster,Kent Farley,Sed voluptatem neque ipsum dolor amet quaerat eius. Magnam quiquia etincidunt est sed. Etincidunt eius consectetur adipisci dolor quaerat consectetur. Adipisci quaerat non modi quisquam. Numquam dolorem quisquam labore non consectetur. Numquam ut modi dolor adipisci numquam tempora. Dolore neque quaerat quaerat non quiquia dolorem est. Dolorem dolore quaerat est numquam adipisci non est. Magnam numquam quiquia adipisci consectetur. Labore aliquam consectetur neque non labore est.,Eric Olivier
6697606,Edmond Bianco,data storage,,,,,,,,,,http://biaa.eu/-upload/BIAA25.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Bianco90b,2020-09-24,,,,,,26,,,,,C,Vouzzavedibisar: Climat.,,,db/journals/biaa/biaa25.html#Bianco90b,25,1990,ShortPaper,Alan Contreras,Aliquam eius quisquam amet modi quisquam. Consectetur labore neque dolorem modi modi etincidunt tempora. Sed quiquia tempora modi. Adipisci consectetur dolore adipisci adipisci dolorem quaerat adipisci. Quisquam consectetur sit quiquia neque tempora aliquam sed. Neque magnam ipsum quiquia ipsum etincidunt. Aliquam porro porro porro numquam ipsum. Dolorem velit non dolore.,Edmond Bianco
6697607,Nadia Mesli,data modeling,,,,,,,,,,http://biaa.eu/-upload/BIAA76.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Mesli07,2020-09-24,,,,,,5-18,,,,,C,"Statut syntaxique des appositions en allemand du type Y, X ou Y - X ou Y(X).",,,db/journals/biaa/biaa76.html#Mesli07,76,2007,DemoPaper,Jill Ray,Dolorem adipisci etincidunt amet porro velit adipisci numquam. Porro dolor quaerat ut modi adipisci. Modi dolore aliquam velit velit porro. Eius porro etincidunt eius dolor dolore consectetur. Ut magnam eius velit etincidunt dolorem.,Nadia Mesli
6697608,Marc Grange,data management,,,,,,,,Greg Key,,http://biaa.eu/-upload/BIAA78.pdf,oa,,Bull. dInformatique Approfondie et Appl.,journals/biaa/Grange07,2020-09-24,,,,,,5-26,,,,,J,Introduction aux bases de données Conception et normalisation.,,,db/journals/biaa/biaa78.html#Grange07,78,2007,ShortPaper,,Modi numquam dolor quisquam labore dolor voluptatem. Numquam consectetur ipsum ut etincidunt. Etincidunt dolorem sit dolore velit quisquam quiquia. Labore ipsum velit neque labore ipsum eius velit. Eius labore adipisci modi labore sit est amet. Velit quaerat voluptatem adipisci non. Est eius dolor quaerat non quaerat. Sit ut adipisci dolore ut. Dolore consectetur ut dolor eius.,Marc Grange
