DOI,AuthorName,Author-orcid,VenueType,Title,YearPublished,PaperType,Abstract,EditorName,ChairName,ConfName,ConfType,JournalName,ReviewerName1,ReviewerName2,ReviewText1,ReviewText2,ReviewDecision1,ReviewDecision2,FinalDecision,Keywords,VolumeNr,IndexNr,Citation_DOI,Area,Affiliation,YearsReviewerExperience1,YearsReviewerExperience2,ManagesProductionProcess,ManagesPanelsContent,Frequency,JournalImpactFactor
6698418,Christian F. Calvillo|Ismael J. Fernandez|Tomás Gómez San Roman|Álvaro Sánchez Miralles,924426-73-6|615-38974-1|626-63412-4|9782970-7-0,C,Business Models Towards the Effective Integration of Electric Vehicles in the Grid.,2014,Poster,Sed sed magnam modi quiquia sed. Labore non non ipsum sed. Ut non porro quaerat. Tempora sit etincidunt quisquam. Quisquam adipisci consectetur ut. Ipsum porro eius porro numquam sed velit consectetur. Tempora consectetur labore amet. Quiquia quiquia quisquam labore ipsum. Dolorem adipisci numquam sit est tempora ipsum quisquam. Velit magnam magnam sit velit quaerat velit.,,Ichiro Maruta,Optimized didactic algorithm,S,,Giorgio Battistelli,Alexander Schied,Sed consectetur tempora eius neque.,Amet velit porro magnam quaerat magnam.,True,True,True,Output-feedback|Synchronization|Event-triggered|Representations|Controllability,,6271,6699617,data modeling,"Santiago-Stewart|Carroll, Price and Dodson|Delgado-Jones|Bates, Weber and Horton",8,1,,False,biennial,
6698419,Ljubo B. Vlacic,671-78118-3,J,"The Outcome of ""The 2021 Shape the Future of ITS"" Competition [Editor's Column].",2022,ShortPaper,Quaerat voluptatem velit velit quiquia est amet. Dolore etincidunt ipsum est quaerat. Tempora amet tempora dolorem. Magnam labore tempora etincidunt. Voluptatem labore voluptatem sit sed amet aliquam. Sed modi dolor voluptatem magnam amet. Est dolorem dolor modi sit. Labore dolorem quiquia amet consectetur quisquam porro etincidunt. Adipisci velit velit sit etincidunt.,Fu Lin,,,,Phased mobile framework,Antoine Chaillet,Shuai Wang,Consectetur dolorem numquam magnam velit.,Modi quisquam amet voluptatem dolorem adipisci.,True,True,True,Output-feedback|Synchronization|Delay-dependent|data management|Safety-critical,544,,6699078,data processing,Howard LLC,4,5,True,,,42.16342074447649
6698420,Abel Rionda|David Melendi|Laura Pozueco|Nishu Gupta|Roberto García 0002|Víctor Corcoba Magaña|Xabiel G. Pañeda,606-92227-9|422-81343-0|502-87679-4|11-446599-6|86069-674-8|08-164887-3|249-92330-1,J,Data Analytics to Support a Smart Fleet Management Strategy.,2023,DemoPaper,Voluptatem modi quaerat aliquam sed. Sit neque quisquam amet quisquam numquam non. Dolorem dolor adipisci velit. Amet dolorem neque consectetur magnam modi amet dolore. Dolore dolor eius neque adipisci modi. Adipisci quiquia sed adipisci dolore voluptatem. Labore quiquia quisquam adipisci ut. Ipsum labore modi sed labore quiquia ipsum. Magnam est neque ipsum.,Cristina Olaverri 0001,,,,Robust responsive Graphical User Interface,Amedeo Rodi Vetrella,Deepthi P. Pattathil,Velit porro quiquia sit sed sit.,Non velit modi consectetur sed voluptatem sed dolor.,False,True,False,Controllability|Controllability|Event-triggered|database|Safety-critical,433,,6700332,data management,"Cruz, Wright and Castro|Richardson, Ryan and Romero|Miller and Sons|Price-Baxter|Wolfe-Dickerson|Valdez LLC|Warren-Tapia",3,2,True,,,40.99300462095293
6698421,Ruo Jia|Xue Xie|Yang Liu|Zhiyuan Liu 0002,9979391-8-4|8207-9806-5|250-87150-X|555-37087-2,C,A Two-Stage Destination Prediction Framework of Shared Bicycles Based on Geographical Position Recommendation.,2019,DemoPaper,Velit neque sit labore. Porro dolorem aliquam sed numquam amet quiquia. Velit quisquam velit quaerat ut quiquia. Quisquam dolore dolorem numquam amet ut. Non quisquam labore ipsum velit dolor voluptatem quaerat.,,Irinel-Constantin Morarescu,Customer-focused object-oriented contingency,R,,Feng Wan,Gennady A. Leonov,Dolore magnam quisquam adipisci.,Velit numquam ipsum quaerat ipsum.,True,True,True,"Output-feedback|Synchronization|Delay-dependent|Controllability|Softwarization,",,8317,6698640,database,"Barr Group|Ingram, Hoffman and Shaw|Love-Martin|Walker-Holmes",3,7,,False,triennial,
6698422,Ljubo B. Vlacic,671-78118-3,J,On Intelligent Transportation Systems Vulnerability [Editor's Column].,2023,ShortPaper,Quaerat quiquia consectetur modi consectetur sit numquam quaerat. Est velit non quiquia consectetur. Sed ut sit numquam quaerat est est. Neque eius neque voluptatem aliquam. Sit dolor etincidunt dolor quisquam quiquia. Dolorem est ipsum est.,Alejandro D. Domínguez-García,,,,Enhanced motivating pricing structure,Grace S. Deaecto,Hainan Zhu,Voluptatem dolor non quiquia.,Est voluptatem dolorem ut.,True,True,True,Stabilizability|Controllability|data modeling|Synchronization|Event-triggered,860,,6700867,data management,"Brown, Webb and Hawkins",6,2,True,,,13.286418753379797
6698425,Bin Ran|Chen Chen|Manchun Tan|Peiqun Lin|Xin Huang,319-60517-6|08-024709-4|331-11451-0|16-553651-X|10-870944-2,C,Dynamic Trajectory-Based Traffic Dispersion Method for Intersection Traffic Accidents in an Intelligent and Connected Environment.,2023,DemoPaper,Aliquam amet tempora est amet dolore. Labore etincidunt eius labore est. Quaerat ipsum aliquam etincidunt. Est dolore etincidunt magnam consectetur voluptatem labore. Aliquam sed neque porro numquam. Magnam modi dolore quisquam voluptatem non. Sit quaerat est voluptatem ut amet tempora velit. Labore sit quisquam quisquam ut magnam aliquam eius. Adipisci est adipisci neque magnam sed velit neque. Porro eius dolor etincidunt.,,David González,Persevering exuding challenge,E,,Brian D. O. Anderson,Krzysztof Kaczmarski,Amet amet est eius labore amet quiquia.,Magnam porro dolor eius quaerat velit.,True,True,True,Controllability|Passivity-based|data querying|Linearizability|Continuous-time,,9823,6702277,data modeling,"Forbes-Nolan|Stewart-James|Richardson-Adkins|Moore PLC|Johnson, Rodriguez and Gardner",6,4,,False,annual,
6698426,Inhi Kim|Kai Huang|Ting Zhu|Yong Zhang 0011|Zhiyuan Liu 0002,11-724108-1|85429-339-7|09-527523-1|470-90763-8|555-37087-2,C,Analysis of the Influencing Factors of Carpooling Schemes.,2019,ShortPaper,Porro sit sed adipisci magnam quaerat numquam amet. Sed sit dolore quiquia. Quisquam non velit adipisci est dolorem. Magnam dolorem quiquia eius eius. Tempora amet non ut velit aliquam ut voluptatem. Neque sed eius voluptatem voluptatem. Etincidunt quiquia voluptatem ipsum. Velit labore aliquam eius neque ut. Ipsum sed numquam dolor tempora neque etincidunt sit.,,Christian Laugier,Universal fault-tolerant hierarchy,W,,Klaus Bogenberger,Jung-Min Yang,Tempora magnam magnam quiquia.,Numquam est quisquam aliquam adipisci voluptatem.,False,True,False,Safety-critical|Passivity-based|Coordinate-free|Interconnection|ε-Insensitizing,,2300,6698374,data processing,"Carter and Sons|Banks Ltd|Cole Group|Lopez, Campbell and Martinez|Mathis Inc",8,3,,True,annual,
6698427,Hanna Bogucka|Oliver Holland,7325-6141-1|598-70116-4,C,Multi-Layer Approach to Future Green Mobile Communications.,2013,FullPaper,Modi labore tempora neque ipsum ipsum etincidunt. Amet ipsum numquam consectetur velit neque. Consectetur voluptatem sed non. Porro tempora quiquia tempora sit velit etincidunt. Ipsum non aliquam eius. Quiquia ipsum neque velit neque amet consectetur. Dolore amet adipisci quiquia dolor.,,Hongjian Fan,Mandatory web-enabled focus group,R,,Gonzalo Arias,Vladimir L. Kharitonov,Etincidunt sit quiquia aliquam ut voluptatem dolore quisquam.,Non ut eius adipisci adipisci.,True,False,False,ε-Insensitizing|data querying|Passivity-based|Output-feedback|Parametrization,,8326,6700356,data management,Allen Ltd|Thornton-Stewart,4,9,,False,biennial,
6698428,Matthew J. Barth|Nigel Williams,10-813368-3|00-556783-0,C,A Qualitative Analysis of Vehicle Positioning Requirements for Connected Vehicle Applications.,2021,Poster,Aliquam voluptatem eius modi quiquia porro ut quaerat. Non sit dolore adipisci etincidunt est sit modi. Amet aliquam quisquam neque dolore consectetur voluptatem dolor. Ut ipsum sed ut numquam labore neque. Numquam ipsum consectetur non amet neque adipisci. Eius magnam consectetur numquam quisquam. Voluptatem porro dolore consectetur porro. Dolorem labore amet adipisci aliquam. Dolor adipisci adipisci dolor velit sed ipsum. Neque numquam non voluptatem velit.,,Julia Gaudio,Exclusive national strategy,R,,Majid Zamani 0001,Alberto Valejo,Neque adipisci dolorem sed velit numquam etincidunt.,Modi quiquia magnam magnam amet aliquam consectetur voluptatem.,True,True,True,Delay-dependent|Event-triggered|Continuous-time|Event-triggered|Stabilizability,,5316,6697827,data management,"Schwartz Ltd|Diaz, Moore and Coffey",1,6,,False,quadrennial,
6698429,Chen Wang|Tao Wang 0068|Xingchen Yan|Yuzhi Chen,16-459717-8|7358-3847-9|17-678664-2|600-29789-9,C,An Ensemble Optimization Strategy for Dynamic Parking-Space Allocation.,2023,ShortPaper,Ut sed ipsum quaerat dolore. Magnam modi aliquam etincidunt eius. Amet sit aliquam sed numquam dolore. Aliquam tempora eius eius voluptatem ut amet etincidunt. Magnam neque velit voluptatem eius. Eius labore sed tempora voluptatem ipsum. Ut eius quiquia sed velit. Aliquam consectetur quaerat quaerat aliquam sit dolorem.,,Daniele Borio,Innovative composite firmware,S,,José Javier Samper Zapater,Honghui Dong,Aliquam velit quiquia numquam numquam.,Numquam dolorem amet amet sed dolorem voluptatem.,True,False,False,Synchronization|Synchronization|Nonovershooting|Synchronization|Controllability,,5822,6698726,data management,"Hoffman Ltd|Obrien, Harris and Schneider|Thompson, Baker and Miller|Baker LLC",9,3,,False,quadrennial,
6698430,Christian Ruhhammer|Christoph Stiller|Felix Klanner|Martin Liebner|Michael Baumann 0005,448-43141-X|620-26383-3|334-29131-X|678-17028-7|655-44102-1,C,Velocity-Based Driver Intent Inference at Urban Intersections in the Presence of Preceding Vehicles.,2013,FullPaper,Modi eius velit est ipsum labore. Eius voluptatem voluptatem quaerat quisquam consectetur magnam amet. Modi sed aliquam dolor. Dolor adipisci amet amet numquam. Neque sed aliquam dolorem. Dolor dolor sit dolor labore. Voluptatem voluptatem dolore etincidunt quaerat adipisci. Modi adipisci aliquam quisquam consectetur. Porro dolore consectetur consectetur neque.,,Arnulf Jentzen,Front-line value-added help-desk,S,,Florent Di Meglio,Jean-Michel Coron,Quiquia dolore sed aliquam labore.,Ipsum voluptatem voluptatem adipisci aliquam amet magnam numquam.,False,True,False,"Linearizability|Synchronization|Irreducibility,|Controllability|Single-boundary",,4037,6702226,data processing,"Long-Chapman|Thompson, Francis and Phillips|Jensen Group|Howard LLC|Sherman, Solomon and Burton",9,5,,False,annual,
6698432,Bernd Rainer|Paul Fuxjäger|Stefan Ruehrup|Thomas Paulin,12-602457-5|85224-352-0|440-10123-5|85788-428-4,J,Towards Privacy-Preserving Wi-Fi Monitoring for Road Traffic Analysis.,2016,ShortPaper,Quisquam quiquia quaerat numquam tempora adipisci modi quiquia. Dolore ut velit dolore. Quiquia quiquia numquam tempora. Aliquam magnam ut dolor sit consectetur. Voluptatem ut voluptatem quaerat velit velit amet. Porro ut voluptatem dolor ipsum sit est. Amet est magnam aliquam labore sed quiquia.,Bin Liu 0003,,,,Configurable value-added Graphical User Interface,Alexandra Pomares Quimbaya,Zhuangzhuang Xing,Quisquam adipisci dolore amet est.,Quiquia quisquam est amet.,True,True,True,Event-triggered|Event-triggered|Synchronization|Controllability|big data,133,,6702192,database,"Smith-Smith|Lopez, Carter and Holloway|Miller PLC|Jackson LLC",9,7,False,,,41.402664114725
6698433,Benedict Flade|Florian Damerow|Julian Eggert|Tim Puphal|Yuda Li,946846-90-X|455-90262-3|661-02974-1|490-56654-X|435-64720-4,C,Intersection Warning System for Occlusion Risks Using Relational Local Dynamic Maps.,2018,Poster,Voluptatem magnam voluptatem quiquia dolorem. Velit quisquam dolorem tempora consectetur tempora magnam. Non dolor tempora sit eius quaerat. Dolorem dolore sed quisquam dolor sed. Eius dolore dolor modi porro voluptatem. Eius magnam consectetur neque consectetur sit velit neque. Labore tempora modi velit tempora. Tempora magnam sed adipisci sit quiquia est ipsum.,,Nga Nguyen Thi,Diverse upward-trending methodology,E,,Joanna Ratajczak,G. R. W. Quispel,Labore sed magnam magnam quaerat dolorem numquam.,Quisquam quiquia amet tempora ipsum aliquam.,True,True,True,Single-boundary|indexing|Event-triggered|Output-feedback|Delay-dependent,,6153,6698422,data processing,"Bell LLC|Collins-Nunez|Ramos-Williams|Johnson, Johnson and Garcia|Guerra, Davidson and Hendricks",7,3,,False,triennial,
6698434,Matt Barth,669-62266-5,C,Connected and Automated Vehicles [President's Message].,2015,Poster,Sed velit quiquia amet tempora quiquia consectetur amet. Ut magnam voluptatem velit eius. Quisquam quaerat velit porro eius neque. Dolore numquam quaerat voluptatem sit etincidunt velit. Velit tempora ipsum dolore velit dolore consectetur quiquia.,,Brett Ninness,Devolved incremental moderator,E,,Pawel Pilarczyk,Lassaad Mchiri,Tempora sit amet amet.,Modi ut dolore quisquam numquam dolorem quaerat.,True,True,True,Prescribed-time|Stabilizability|Synchronization|indexing|Luenberger-type,,5263,6698373,database,"Thompson, Francis and Phillips",1,5,,False,irregular,
6698435,Xiaolin Tang|Yechen Qin|Zhiqiang Zhang,602-68280-1|205-66546-1|512-19628-0,C,On-Road Object Detection and Tracking Based on Radar and Vision Fusion: A Review.,2022,FullPaper,Dolorem numquam velit quisquam est magnam. Labore consectetur porro eius dolorem eius. Ipsum etincidunt quisquam modi sed. Labore modi voluptatem labore amet. Dolorem quisquam consectetur consectetur dolor ipsum labore. Dolor amet quaerat adipisci porro quisquam neque. Etincidunt dolor sit consectetur tempora sed.,,Justin M. Curry,Realigned eco-centric open system,R,,José Ignacio Panach,Jin Guo 0003,Etincidunt tempora voluptatem porro quaerat labore labore voluptatem.,Quisquam modi quisquam dolor aliquam tempora labore.,True,True,True,Delay-dependent|Delay-scheduled|Coordinate-free|Self-Adaptation|Synchronization,,1908,6700307,data querying,"Hall PLC|Thomas, Flores and Morrison|Doyle Group",1,7,,False,biennial,
6698436,Bo Tang|Dongpu Cao|Long Chen 0005|Xuemin Hu,923368-92-4|543-65174-4|919414-97-4|335-05298-1,C,Parallel Motion Planning: Learning a Deep Planning Model against Emergencies.,2019,ShortPaper,Neque magnam amet est adipisci. Tempora magnam consectetur dolorem magnam velit modi. Quisquam voluptatem quaerat dolorem. Modi consectetur etincidunt porro. Non dolore tempora neque dolorem quisquam sed numquam. Ut sed adipisci eius dolor.,,Jianbo Lu,Grass-roots zero tolerance time-frame,W,,Chunliang Wu,Mireille E. Broucke,Eius quiquia dolorem neque magnam quaerat.,Quisquam est est adipisci non.,True,True,True,Implicit-system|Synchronization|Coordinate-free|Stabilizability|Output-feedback,,6922,6700278,big data,"Cox, Collins and Jones|Fields-Dominguez|Scott Ltd|Smith, Cooke and Benson",7,5,,False,annual,
6698437,Baocai Yin|Hao Liu 0040|Xia Zhao 0003|Yong Zhang 0029|Yongli Hu|Zhen Sean Qian,427-12536-X|448-76579-3|424-35788-X|7559-4189-2|7318-6868-1|672-51528-5,J,Modeling Relation Proximity of Passengers Using Public Transit Smart Card Data.,2022,DemoPaper,Est amet tempora quisquam est numquam porro. Quisquam neque ut sed voluptatem. Dolorem sed dolor ipsum etincidunt quiquia. Voluptatem sit est non magnam modi velit neque. Sed tempora ipsum magnam etincidunt ut dolorem. Voluptatem labore velit non. Etincidunt dolor ut aliquam est sit. Sed voluptatem quisquam porro. Sit adipisci quaerat ut labore amet dolore.,Claus Dabringer,,,,Profit-focused tangible intranet,Guoqiang Hu 0001,Jonas Witschel,Est dolore modi numquam.,Neque quiquia etincidunt magnam dolore aliquam sit.,False,True,False,data processing|Output-feedback|Linearizability|Event-triggered|Nonovershooting,185,,6699420,big data,"Moore Inc|Marshall-Parker|Rivera-Sherman|Green, Macdonald and Peterson|Thornton-English|Wilson Group",5,2,False,,,14.763420854552257
6698438,Hai Wang 0003|Long Chen 0003|Qingchao Liu|Xiaobo Chen|Yijie Yu|Yingfeng Cai,437-96252-6|86764-348-8|9836492-4-2|07-347372-3|8474-9958-9|8109-6292-2,C,A Comparative Study of State-of-the-Art Deep Learning Algorithms for Vehicle Detection.,2019,FullPaper,Numquam dolorem labore velit dolore. Aliquam etincidunt tempora etincidunt magnam tempora ut. Aliquam porro neque magnam. Adipisci labore tempora dolor etincidunt voluptatem. Quiquia sit voluptatem quiquia sit ut velit. Non dolorem velit non dolor est. Labore numquam non adipisci. Numquam modi modi sit eius non labore.,,Alain Piétrus,Re-contextualized static budgetary management,W,,Jun-ichi Imura,Conrad S. Tucker,Porro amet numquam etincidunt.,Dolor tempora magnam ut modi sed dolor.,True,True,True,database|Single-boundary|Coordinate-free|Controllability|Delay-dependent,,7059,6699714,data processing,"Dixon-Reyes|Webb, Baker and Moore|Williams-Wilson|Haas and Sons|Jacobson, Alexander and Morris|Smith-Thomas",3,6,,True,quadrennial,
6698439,Georg Macher|Marcel Baunach|Markus Nager|Peter Priller,9963139-4-X|289-24106-6|14-893172-1|12-499711-1,J,Real-Time Multiplexing of Mixed-Criticality Data Streams for Automotive Multi-Core Test Systems.,2021,DemoPaper,Dolor porro ut quisquam amet voluptatem magnam sit. Quaerat etincidunt dolore consectetur aliquam amet quiquia. Eius tempora non dolorem dolor. Amet est numquam numquam dolore. Est magnam eius velit eius dolor etincidunt. Voluptatem non consectetur est adipisci porro. Velit dolorem sed quisquam sit aliquam. Amet tempora numquam est quaerat. Dolor ipsum dolor tempora numquam magnam. Dolore numquam ut etincidunt dolor sed modi quiquia.,Roberto Diversi,,,,User-friendly background help-desk,Luca Zaccarian,Halim Lee,Consectetur velit numquam est porro voluptatem.,Dolor labore adipisci porro velit amet tempora non.,True,True,True,Controllability|Controllability|Nonovershooting|Delay-scheduled|Output-feedback,806,,6700946,big data,"Gray PLC|Wright-Wheeler|French LLC|Dunn, Herrera and Hoffman",5,3,True,,,1.7701968442227267
6698440,Chenhui Liu|Wei Zhang,18-810968-7|372-49973-2,C,Learning the Driver Acceleration/Deceleration Behavior Under High-Speed Environments From Naturalistic Driving Data.,2022,ShortPaper,Sed est dolore est sit consectetur dolore consectetur. Dolorem etincidunt numquam etincidunt. Quaerat amet etincidunt dolor dolorem dolor eius. Velit voluptatem dolore tempora labore quiquia numquam. Ipsum tempora numquam aliquam dolor quaerat. Consectetur amet sit numquam est. Magnam quisquam numquam tempora porro porro.,,Chao Liu,Stand-alone discrete structure,W,,Sarita Nemani,Alfredo Cuzzocrea,Est sit neque magnam quaerat non ut eius.,Magnam aliquam dolore quaerat sit quiquia amet.,True,True,True,Self-Adaptation|Edge-Artificial|Knowledge-based|Output-feedback|Event-triggered,,6337,6699602,data querying,"Torres, Torres and Kemp|Torres, Torres and Kemp",4,8,,True,annual,
6698441,Chaoru Lu|Jing Dong|Liang Hu 0007,85777-082-9|03-022285-0|16-441620-8,J,Energy-Efficient Adaptive Cruise Control for Electric Connected and Autonomous Vehicles.,2019,FullPaper,Voluptatem amet sit numquam. Dolor quisquam sed non quaerat. Voluptatem aliquam voluptatem quaerat porro porro. Velit sed tempora est. Etincidunt numquam labore dolorem ipsum sit consectetur aliquam.,Erjen Lefeber,,,,Total zero administration knowledgebase,Chang Mook Kang,Dario Bauso,Ut neque sed neque quaerat adipisci.,Adipisci magnam numquam sed porro est.,True,False,False,Leader-follower|Interconnection|Synchronization|Stabilizability|Synchronization,528,,6698102,data modeling,"Pena, Scott and Delacruz|Gallegos, Young and Poole|Leach-Oliver",6,3,False,,,7.235772813652219
6698444,Haifeng Wang|Ming Chai|Ruijun Cheng|Yong Zhang 0028,327-24197-5|293-08037-3|386-88862-6|421-27313-4,J,Novel Graph-Based Train Control Data Verification Method for Chinese Train Control System.,2021,DemoPaper,Dolor est velit quaerat dolore. Consectetur adipisci dolorem non porro. Ut consectetur aliquam dolore dolorem. Ipsum est voluptatem quiquia amet ut. Adipisci tempora adipisci modi ut sed etincidunt. Sit ipsum est modi etincidunt non. Numquam aliquam porro modi ipsum adipisci ipsum ut. Tempora quisquam magnam voluptatem tempora sit porro.,Punam Bedi,,,,Seamless empowering definition,Joanna Ratajczak,Chaoquan Tang,Consectetur est amet magnam quisquam velit eius.,Dolorem dolorem dolorem neque.,False,True,False,Event-triggered|Delay-scheduled|data processing|Coordinate-free|Controllability,594,,6701987,data modeling,"Deleon-Morgan|Everett-Scott|Warren, Kerr and Brown|Reyes LLC",9,4,False,,,36.82622081056617
6698445,Andreas A. Malikopoulos|Liuhui Zhao,669-38623-6|87804-985-7,C,Enhanced Mobility With Connectivity and Automation: A Review of Shared Autonomous Vehicle Systems.,2022,DemoPaper,Dolor adipisci non sit neque tempora. Numquam quaerat quiquia eius. Ut velit amet dolorem aliquam voluptatem. Consectetur adipisci magnam ipsum neque. Ut est numquam dolorem. Neque amet sit eius aliquam dolore.,,Hyungbo Shim,Distributed eco-centric standardization,W,,Emmanuelle Crépeau,Carlos Miguel Tavares Calafate,Velit ipsum modi labore numquam.,Amet dolor ipsum labore sit.,True,True,True,"Irreducibility,|Interconnection|Synchronization|Controllability|Passivity-based",,5596,6698550,big data,"Bauer-Rojas|Morris, Henderson and Turner",2,8,,True,triennial,
6698446,Ala I. Al-Fuqaha|Bharat K. Bhargava|Elyes Ben Hamida|Muhammad Awais Javed,240-40481-4|19-092231-7|317-35583-8|9566198-3-2,J,Adaptive Security for Intelligent Transport System Applications.,2018,ShortPaper,Sit aliquam quaerat sed est. Tempora amet ipsum dolorem est est. Velit magnam tempora neque labore quaerat. Sit velit dolorem velit ipsum ut. Porro sit non labore dolorem ut. Adipisci numquam eius dolor non sit. Dolore sed eius sit est. Neque etincidunt quisquam non sit quisquam. Consectetur amet ipsum eius est porro dolorem numquam.,Corentin Briat,,,,Centralized full-range concept,Jing Na,Diego Napp Avelli,Adipisci sit voluptatem est eius etincidunt amet magnam.,Dolorem labore magnam consectetur neque.,True,True,True,Leader-follower|Event-triggered|data querying|Controllability|Synchronization,108,,6700061,big data,Miller PLC|Harrington Ltd|Hamilton-Lee|Wright-Avery,9,3,False,,,1.7343472443173302
6698449,Christina A. Iliopoulou|Eleni I. Vlahogianni|Konstantinos L. Kepaptsoglou,590-14030-2|7687-3462-3|10-604507-4,C,A Survey on Market-Inspired Intersection Control Methods for Connected Vehicles.,2023,Poster,Dolor modi dolor modi quaerat est. Sit dolorem ut quaerat etincidunt non. Non sed dolore dolore quiquia dolorem ut velit. Neque aliquam etincidunt ipsum sit tempora ut dolorem. Ut porro quiquia etincidunt ipsum. Dolore sed labore modi porro quiquia.,,Pedro Albertos,Open-architected mission-critical instruction set,R,,Carlos Canudas-de-Wit,Inhi Kim,Amet porro dolore non ipsum labore.,Amet neque adipisci dolorem dolore sed consectetur amet.,True,True,True,Passivity-based|Stabilizability|Controllability|Delay-dependent|data modeling,,3854,6700390,data management,Olson-Webb|Leonard-Humphrey|Young-Smith,2,1,,True,annual,
6698451,Ting Chen 0003|Xiangmo Zhao|Xiao-Chi Li|Zhigang Xu,574-79914-X|410-11146-9|13-464539-X|565-28150-0,C,An Optimal Game Approach for Heterogeneous Vehicular Network Selection with Varying Network Performance.,2019,ShortPaper,Etincidunt eius ut sit. Aliquam quisquam sed quaerat ut. Sit quaerat quisquam non. Quisquam adipisci neque ut. Labore sit modi non. Magnam dolor aliquam quiquia dolorem amet etincidunt dolor. Porro porro amet modi amet adipisci neque labore.,,Abdelaziz Bensrhair,Progressive stable monitoring,W,,Choong-Seock Chang,Andrea Resmini,Quaerat est dolore tempora sed.,Dolore adipisci magnam consectetur eius ut modi eius.,True,True,True,Controllability|big data|Delay-dependent|Output-feedback|Passivity-based,,1793,6700850,data processing,"Smith, Underwood and Wallace|Walker PLC|Wright, White and Dawson|Duarte Inc",7,9,,True,irregular,
6698452,Christoph Stiller,620-26383-3,C,Challenges in ITS [President's Message].,2013,ShortPaper,Numquam numquam sed amet consectetur. Quiquia consectetur quiquia porro consectetur non quisquam. Quiquia quiquia dolore dolor non neque voluptatem ipsum. Tempora eius labore numquam dolorem. Ipsum dolor non tempora. Etincidunt neque quaerat non magnam est. Sit neque consectetur dolorem porro. Sed porro amet sit adipisci ut quiquia.,,Frédéric Mazenc,Synergized upward-trending function,E,,Gildas Besançon,Anthony Quinn,Non tempora dolorem eius tempora.,Sed ipsum dolor neque non porro quaerat labore.,True,False,False,data management|Controllability|Stabilizability|Synchronization|Leader-follower,,2916,6702083,indexing,Barnes-Hill,7,2,,False,irregular,
6698453,Chung Choo Chung|Kyongsu Yi|Mathias Lidberg,632-37301-3|366-25187-8|300-77678-6,J,Special Issue on 2015 IEEE Intelligent Vehicle Symposium (IV?15) [Guest Editorial].,2017,ShortPaper,Amet amet labore ipsum. Numquam dolorem quiquia magnam. Sed eius magnam velit sit ut numquam velit. Ut velit sed non amet. Dolor tempora ipsum dolore dolore sed magnam dolore.,Hélène Piet-Lahanier,,,,Compatible hybrid benchmark,Hao Fang 0001,Debasattam Pal,Est dolorem eius dolorem voluptatem.,Consectetur dolorem dolorem neque amet sed porro.,True,True,True,Synchronization|Output-feedback|Event-triggered|Parametrization|Coordinate-free,845,,6700416,big data,"Carey, Scott and Robinson|Rowe, Everett and Curtis|Carter and Sons",8,5,True,,,23.458124973441986
6698457,Justin Dauwels|Ramesh Ramasamy Pandi|Sarat Chandra Nagavarapu|Songguang Ho|Twinkle Tripathy,9568778-4-3|16-436779-X|222-17304-2|568-89322-1|16-307316-9,J,Disruption Management for Dial-A-Ride Systems.,2020,FullPaper,Labore dolore etincidunt non. Consectetur amet ipsum ut amet numquam. Est labore ut quisquam ipsum aliquam consectetur. Sit aliquam numquam dolorem numquam ipsum numquam. Tempora magnam etincidunt est sit eius dolor porro. Magnam neque magnam adipisci tempora amet labore magnam.,Fabio Previdi,,,,User-friendly background help-desk,Lorenzo Farina,Daniela Constantinescu,Voluptatem quiquia labore dolor ut.,Etincidunt est quaerat aliquam tempora dolore.,True,True,True,"Output-feedback|Delay-dependent|Softwarization,|Event-triggered|Synchronization",502,,6700724,data processing,"Gonzalez Group|Christensen, Pham and Woods|Ortega-Skinner|Maddox, Rivera and Payne|Jackson-Smith",5,7,False,,,21.14874835127885
6698460,Darcy M. Bullock|James V. Krogmeier|Joseph M. Ernst,7788-6370-9|9765269-5-1|355-45477-0,J,Estimating Required Probe Vehicle Re-identification Requirements for Characterizing Link Travel Times.,2014,FullPaper,Quaerat aliquam labore non neque consectetur modi dolorem. Consectetur numquam consectetur consectetur. Quiquia adipisci sed voluptatem est consectetur. Magnam dolorem ipsum sit neque. Quisquam dolore eius tempora sit etincidunt. Consectetur numquam voluptatem numquam ipsum quaerat.,Eduardo Carrillo Zambrano,,,,Future-proofed 24/7 time-frame,Aaron Yi Ding,Claus Dabringer,Consectetur amet sed sed.,Ipsum aliquam dolor magnam etincidunt numquam aliquam voluptatem.,True,True,True,Polynomial-time|Passivity-based|data querying|data processing|Delay-dependent,760,,6698049,data querying,"Carroll, Price and Dodson|Schultz-Mendoza|Hudson, Johnson and Reed",5,6,True,,,6.0876943394239715
6698461,Lihe Guan,10-068978-1,C,A Two-Stage Optimization Algorithm of the Train Traction Energy Consumption in Urban Rail Transit.,2023,Poster,Ut sit dolore sed eius voluptatem ipsum. Numquam labore labore non est est. Dolore porro quiquia eius numquam voluptatem non consectetur. Porro eius etincidunt magnam consectetur magnam eius adipisci. Dolorem dolor neque quaerat ut labore modi.,,Fabien Duchateau,Proactive didactic parallelism,S,,Amir Hosein Ghods,Lorinc Márton,Quiquia adipisci ut porro aliquam non labore.,Modi est etincidunt aliquam.,True,True,True,Output-feedback|Stabilizability|Prescribed-time|Parallelization|Synchronization,,9165,6699483,data querying,"King, Fisher and Wagner",8,8,,False,triennial,
